ID,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,FeH,eFeH1,eFeH2,Ref,MH,eMH1,eMH2,logg,elogg1,elogg2,"logg_from_M,R",L,eL1,eL2,L_from_SB,class,type,orbit_a(Rsol),eOrbit_a,R/a,detached,well_detached,source,mode,database,eTeff,elogg,eFeH,eL,eM,eR,percent_eM,percent_eR,percent_eL
EF_Aqr B,0.946,0.006,0.006,0.956,0.012,0.012,5185.0,110.0,110.0,0.0,0.1,0.1,,,,,4.453,0.011,0.011,,0.593,0.057,0.057,,ms,K,,,,True,True,eker14,EB,1,110.0,0.011,0.1,0.057,0.006,0.012,0.6342494714587738,1.2552301255230125,9.612141652613829
EK_Cep B,1.122,0.01,0.01,1.315,0.015,0.015,5700.0,190.0,190.0,0.07,0.05,0.05,,,,,4.251,0.015,0.015,,1.641,0.256,0.256,,ms,G,,,,True,True,eker14,EB,1,190.0,0.015,0.05,0.256,0.01,0.015,0.89126559714795,1.1406844106463878,15.600243753808654
EW_Ori A,1.173,0.011,0.011,1.169,0.005,0.005,6070.0,95.0,95.0,0.05,0.09,0.09,,,,,4.372,0.005,0.005,,1.667,0.111,0.111,,ms,F,,,,True,True,eker14,EB,1,95.0,0.005,0.09,0.111,0.011,0.005,0.9377664109121908,0.42771599657827203,6.65866826634673
EW_Ori B,1.123,0.009,0.009,1.098,0.005,0.005,5900.0,95.0,95.0,0.05,0.09,0.09,,,,,4.408,0.005,0.005,,1.312,0.091,0.091,,ms,G,,,,True,True,eker14,EB,1,95.0,0.005,0.09,0.091,0.009,0.005,0.8014247551202136,0.4553734061930783,6.935975609756097
GX_Gem A,1.488,0.011,0.011,2.334,0.012,0.012,6194.0,100.0,100.0,-0.12,0.1,0.1,,,,,3.887,0.004,0.004,,7.194,0.497,0.497,,ms,F,,,,True,True,eker14,EB,1,100.0,0.004,0.1,0.497,0.011,0.012,0.7392473118279569,0.5141388174807198,6.908534890186266
GX_Gem B,1.467,0.01,0.01,2.244,0.012,0.012,6166.0,100.0,100.0,-0.12,0.1,0.1,,,,,3.904,0.005,0.005,,6.531,0.467,0.467,,ms,F,,,,True,True,eker14,EB,1,100.0,0.005,0.1,0.467,0.01,0.012,0.6816632583503749,0.53475935828877,7.150512938294289
HS_Aur A,0.898,0.019,0.019,1.005,0.023,0.023,5350.0,70.0,70.0,-0.01,0.01,0.01,,,,,4.39,0.02,0.02,,0.743,0.055,0.055,,ms,G,,,,True,True,eker14,EB,1,70.0,0.02,0.01,0.055,0.019,0.023,2.1158129175946545,2.2885572139303485,7.402422611036339
HS_Aur B,0.877,0.017,0.017,0.874,0.03,0.03,5200.0,72.0,72.0,-0.01,0.01,0.01,,,,,4.5,0.03,0.03,,0.501,0.048,0.048,,ms,G,,,,True,True,eker14,EB,1,72.0,0.03,0.01,0.048,0.017,0.03,1.9384264538198406,3.4324942791762014,9.580838323353293
IM_Vir A,0.981,0.012,0.012,1.062,0.016,0.016,5570.0,100.0,100.0,-0.1,0.25,0.25,,,,,4.379,0.014,0.014,,0.975,0.082,0.082,,ms,G,,,,True,True,eker14,EB,1,100.0,0.014,0.25,0.082,0.012,0.016,1.2232415902140672,1.5065913370998116,8.410256410256412
KIC_6131659 A,0.922,0.007,0.007,0.88,0.003,0.003,5660.0,140.0,140.0,-0.21,0.1,0.1,,,,,4.505765577,0.004431697,0.004431697,,0.713,0.078,0.078,,ms,G,,,,True,True,eker14,EB,1,140.0,0.004431697,0.1,0.078,0.007,0.003,0.7592190889370933,0.3409090909090909,10.93969144460028
LV_Her A,1.192,0.01,0.01,1.358,0.012,0.012,6060.0,150.0,150.0,0.08,0.21,0.21,,,,,4.249,0.008,0.008,,2.234,0.25,0.25,,ms,F,,,,True,True,eker14,EB,1,150.0,0.008,0.21,0.25,0.01,0.012,0.8389261744966443,0.8836524300441825,11.190689346463742
LV_Her B,1.169,0.008,0.008,1.313,0.011,0.011,6030.0,150.0,150.0,0.08,0.21,0.21,,,,,4.27,0.008,0.008,,2.046,0.229,0.229,,ms,F,,,,True,True,eker14,EB,1,150.0,0.008,0.21,0.229,0.008,0.011,0.6843455945252352,0.8377760853008377,11.192570869990227
UX_Men A,1.235,0.006,0.006,1.349,0.013,0.013,6200.0,100.0,100.0,0.04,0.1,0.1,,,,,4.272,0.003,0.003,,2.415,0.173,0.173,,ms,F,,,,True,True,eker14,EB,1,100.0,0.003,0.1,0.173,0.006,0.013,0.48582995951416996,0.9636767976278725,7.163561076604553
UX_Men B,1.196,0.007,0.007,1.275,0.013,0.013,6150.0,100.0,100.0,0.04,0.1,0.1,,,,,4.306,0.01,0.01,,2.089,0.155,0.155,,ms,F,,,,True,True,eker14,EB,1,100.0,0.01,0.1,0.155,0.007,0.013,0.5852842809364549,1.019607843137255,7.419818094782192
V1130_Tau A,1.392,0.008,0.008,1.784,0.011,0.011,6625.0,70.0,70.0,-0.25,0.1,0.1,,,,,4.08,0.006,0.006,,5.508,0.26,0.26,,ms,F,,,,True,True,eker14,EB,1,70.0,0.006,0.1,0.26,0.008,0.011,0.574712643678161,0.616591928251121,4.720406681190995
V1130_Tau B,1.306,0.008,0.008,1.49,0.01,0.01,6650.0,70.0,70.0,-0.25,0.1,0.1,,,,,4.208,0.006,0.006,,3.899,0.184,0.184,,ms,F,,,,True,True,eker14,EB,1,70.0,0.006,0.1,0.184,0.008,0.01,0.6125574272588056,0.6711409395973155,4.719158758656065
V505_Per A,1.272,0.001,0.001,1.288,0.014,0.014,6512.0,21.0,21.0,-0.12,0.03,0.03,,,,,4.32,0.01,0.01,,2.679,0.069,0.069,,ms,F,,,,True,True,eker14,EB,1,21.0,0.01,0.03,0.069,0.001,0.014,0.07861635220125786,1.0869565217391306,2.5755879059350506
V505_Per B,1.254,0.001,0.001,1.267,0.014,0.014,6462.0,12.0,12.0,-0.12,0.03,0.03,,,,,4.33,0.01,0.01,,2.512,0.059,0.059,,ms,F,,,,True,True,eker14,EB,1,12.0,0.01,0.03,0.059,0.001,0.014,0.07974481658692185,1.104972375690608,2.3487261146496814
V565_Lyr A,0.995,0.003,0.003,1.101,0.007,0.007,5600.0,95.0,95.0,0.28,0.05,0.05,,,,,4.352,0.005,0.005,,1.072,0.079,0.079,,ms,G,,,,True,True,eker14,EB,1,95.0,0.005,0.05,0.079,0.003,0.007,0.3015075376884422,0.6357856494096277,7.369402985074626
V565_Lyr B,0.929,0.003,0.003,0.971,0.009,0.009,5430.0,125.0,125.0,0.28,0.05,0.05,,,,,4.432,0.008,0.008,,0.736,0.077,0.077,,ms,G,,,,True,True,eker14,EB,1,125.0,0.008,0.05,0.077,0.003,0.009,0.3229278794402583,0.9268795056642636,10.46195652173913
V568_Lyr A,1.075,0.008,0.008,1.4,0.016,0.016,5665.0,100.0,100.0,0.28,0.05,0.05,,,,,4.178,0.01,0.01,,1.811,0.143,0.143,,ms,G,,,,True,True,eker14,EB,1,100.0,0.01,0.05,0.143,0.008,0.016,0.744186046511628,1.142857142857143,7.896189950303699
V568_Lyr B,0.827,0.004,0.004,0.768,0.006,0.006,4900.0,100.0,100.0,0.28,0.05,0.05,,,,,4.586,0.008,0.008,,0.305,0.028,0.028,,ms,K,,,,True,True,eker14,EB,1,100.0,0.008,0.05,0.028,0.004,0.006,0.48367593712212825,0.78125,9.18032786885246
V636_Cen A,1.052,0.005,0.005,1.024,0.004,0.004,5900.0,85.0,85.0,-0.2,0.08,0.08,,,,,4.444,0.004,0.004,,1.14,0.07,0.07,,ms,G,,,,True,True,eker14,EB,1,85.0,0.004,0.08,0.07,0.005,0.004,0.47528517110266155,0.390625,6.140350877192984
V636_Cen B,0.854,0.003,0.003,0.835,0.004,0.004,5000.0,100.0,100.0,-0.2,0.08,0.08,,,,,4.532,0.005,0.005,,0.391,0.034,0.034,,ms,K,,,,True,True,eker14,EB,1,100.0,0.005,0.08,0.034,0.003,0.004,0.351288056206089,0.4790419161676647,8.695652173913045
VZ_Cep A,1.402,0.015,0.015,1.558,0.012,0.012,6670.0,160.0,160.0,0.06,0.09,0.09,,,,,4.213,0.008,0.008,,4.315,0.46,0.46,,ms,F,,,,True,True,eker14,EB,1,160.0,0.008,0.09,0.46,0.015,0.012,1.0699001426533523,0.7702182284980744,10.660486674391656
VZ_Cep B,1.108,0.008,0.008,1.058,0.04,0.04,5720.0,120.0,120.0,0.06,0.09,0.09,,,,,4.446,0.033,0.033,,1.076,0.137,0.137,,ms,G,,,,True,True,eker14,EB,1,120.0,0.033,0.09,0.137,0.008,0.04,0.7220216606498194,3.7807183364839316,12.732342007434944
WZ_Oph A,1.227,0.007,0.007,1.401,0.012,0.012,6165.0,100.0,100.0,-0.27,0.07,0.07,,,,,4.234,0.008,0.008,,2.547,0.182,0.182,,ms,F,,,,True,True,eker14,EB,1,100.0,0.008,0.07,0.182,0.007,0.012,0.5704971475142624,0.8565310492505352,7.145661562622693
WZ_Oph B,1.22,0.006,0.006,1.419,0.012,0.012,6115.0,100.0,100.0,-0.27,0.07,0.07,,,,,4.221,0.008,0.008,,2.529,0.181,0.181,,ms,F,,,,True,True,eker14,EB,1,100.0,0.008,0.07,0.181,0.006,0.012,0.4918032786885246,0.8456659619450316,7.156979043100039
YZ_Cas B,1.347,0.01,0.01,1.359,0.02,0.02,6700.0,250.0,250.0,0.1,0.06,0.06,,,,,4.307,0.013,0.013,,3.342,0.603,0.603,,ms,F,,,,True,True,eker14,EB,1,250.0,0.013,0.06,0.603,0.01,0.02,0.7423904974016333,1.4716703458425313,18.043087971274684
2MASS_J05282082+0338327_A,1.366,0.011,0.011,1.835,0.01,0.01,5103.0,26.0,26.0,0.025,0.275,0.275,LAMOST_DR11,,,,4.047,0.006,0.006,0.0,2.05716,0.04786,0.04723,1.0,ms,K1V,,,,,,Eker14+18,EB,3,26.0,0.006,0.275,0.047545000000000004,0.011,0.01,0.8052708638360174,0.5449591280653951,2.3111960178109627
2MASS_J05282082+0338327_B,1.327,0.008,0.008,1.735,0.01,0.01,4751.0,26.0,26.0,0.025,0.275,0.275,LAMOST_DR11,,,,4.083,0.006,0.006,0.0,1.38176,0.03443,0.03394,1.0,ms,K3V,,,,,,Eker14+18,EB,3,26.0,0.006,0.275,0.034185,0.008,0.01,0.6028636021100227,0.5763688760806917,2.474018642890227
KIC7177553_A,1.043,0.014,0.014,0.94,0.005,0.005,5800.0,130.0,130.0,0.204,0.013,0.013,LAMOST_DR11,,,,4.51,0.007,0.007,0.0,0.90087,0.08407,0.07868,1.0,ms,G2V,36.76,0.15,0.025571273,True,True,Eker14+18,EB,3,130.0,0.007,0.013,0.081375,0.014,0.005,1.3422818791946312,0.5319148936170213,9.03293482966466
KIC7177553_B,0.986,0.015,0.015,0.941,0.005,0.005,5740.0,140.0,140.0,0.204,0.013,0.013,LAMOST_DR11,,,,4.485,0.008,0.008,0.0,0.86601,0.08811,0.08196,1.0,ms,G2V,36.76,0.15,0.025598477,True,True,Eker14+18,EB,3,140.0,0.008,0.013,0.085035,0.015,0.005,1.5212981744421907,0.5313496280552604,9.819170679322411
TV_Cet_A,1.385,0.052,0.052,1.484,0.02,0.02,6902.0,150.0,150.0,-0.122,0.005,0.005,LAMOST_DR11,,,,4.237,0.02,0.02,0.0,4.50259,0.42242,0.39756,1.0,ms,F2V,25.15,0.25,0.059005964,True,True,Eker14+18,EB,2,150.0,0.02,0.005,0.40999,0.052,0.02,3.7545126353790614,1.3477088948787062,9.105648082548045
TV_Cet_B,1.265,0.051,0.051,1.221,0.01,0.01,6575.0,150.0,150.0,-0.122,0.005,0.005,LAMOST_DR11,,,,4.367,0.019,0.019,0.0,2.5102,0.2406,0.2251,1.0,ms,F5V,25.15,0.25,0.048548708,True,True,Eker14+18,EB,2,150.0,0.019,0.005,0.23285,0.051,0.01,4.031620553359684,0.8190008190008189,9.276153294558203
V2653_Oph_B,1.273,0.019,0.019,2.0,0.056,0.056,6350.0,650.0,650.0,-0.176,0.056,0.056,LAMOST_DR11,,,,3.941,0.025,0.025,0.0,5.85935,2.813,2.08054,1.0,ms,F7V,15.93110428,,0.125540576,True,True,Eker14+18,EB,3,650.0,0.025,0.056,2.44677,0.019,0.056,1.492537313432836,2.8000000000000003,41.75838616911432
V443_Cyg_A,1.2,0.2,0.2,1.3,0.2,0.2,6700.0,350.0,350.0,-0.213,0.025,0.025,LAMOST_DR11,,,,4.29,0.152,0.152,0.0,3.06818,1.23046,1.05384,1.0,ms,F2/3V,9.4,0.33,0.138297872,True,True,Eker14+18,EB,3,350.0,0.152,0.025,1.14215,0.2,0.2,16.666666666666668,15.384615384615383,37.225651689275075
V443_Cyg_B,1.1,0.3,0.3,1.1,0.2,0.2,6200.0,550.0,550.0,-0.213,0.025,0.025,LAMOST_DR11,,,,4.397,0.197,0.197,0.0,1.61082,0.91309,0.7304,1.0,ms,F8V,9.4,0.33,0.117021277,True,True,Eker14+18,EB,3,550.0,0.197,0.025,0.821745,0.3,0.2,27.27272727272727,18.18181818181818,51.01407978545089
KIC10191056_Ab,1.413,0.016,0.016,1.659,0.03,0.03,6584.3,155.3,155.3,0.122,0.007,0.007,,,,,4.149,0.016,0.016,0.0,4.66043,0.46229,0.45606,1.0,ms,,10.938,0.033,0.151673066,True,True,Helminiak19,EB,3,155.3,0.016,0.007,0.459175,0.016,0.03,1.132342533616419,1.8083182640144666,9.852631624120521
KIC10583181_B,0.96,0.016,0.016,0.98,0.01,0.01,5754.7,127.2,127.2,-0.23,0.007,0.007,,-0.01,0.07,0.07,4.438,0.007,0.007,0.0,0.94894,0.09153,0.08341,1.0,ms,,11.095,0.075,0.088328076,True,True,Helminiak19,EB,3,127.2,0.007,0.007,0.08746999999999999,0.016,0.01,1.6666666666666667,1.0204081632653061,9.217653381667967
KIC10987439_A,0.9862,0.0034,0.0034,0.932,0.015,0.015,6477.8,161.7,161.7,-0.158,0.012,0.012,,-0.03,0.05,0.05,4.493,0.014,0.014,0.0,1.37796,0.17054,0.13963,1.0,ms,,27.352,0.029,0.034074291,True,True,Helminiak19,EB,3,161.7,0.014,0.012,0.155085,0.0034,0.015,0.3447576556479416,1.6094420600858368,11.254680832535051
KIC10987439_B,1.4215,0.0045,0.0045,1.512,0.031,0.031,6490.0,90.0,90.0,-0.158,0.012,0.012,,-0.03,0.05,0.05,4.232,0.018,0.018,0.0,3.55,0.25,0.25,0.0,ms,,27.352,0.029,0.055279321,True,True,Helminiak19,EB,3,90.0,0.018,0.012,0.25,0.0045,0.031,0.31656700668308124,2.0502645502645502,7.042253521126761
KIC11922782_A,1.067,0.01,0.01,1.501,0.057,0.057,5990.0,110.0,110.0,-0.223,0.012,0.012,,-0.22,0.06,0.06,4.114,0.033,0.033,0.0,2.61,0.27,0.27,0.0,ms,,12.056,0.034,0.124502322,True,True,Helminiak19,EB,3,110.0,0.033,0.012,0.27,0.01,0.057,0.9372071227741331,3.79746835443038,10.344827586206897
KIC11922782_B,0.836,0.006,0.006,0.849,0.063,0.063,5862.8,122.6,122.6,-0.223,0.012,0.012,,-0.22,0.06,0.06,4.503,0.064,0.064,0.0,0.76724,0.07751,0.12605,1.0,ms,,12.056,0.034,0.070421367,True,True,Helminiak19,EB,3,122.6,0.064,0.012,0.10178,0.006,0.063,0.7177033492822966,7.420494699646643,13.26573171367499
KIC9641031_A,1.2102,0.0076,0.0076,1.244,0.0023,0.0023,6260.0,120.0,120.0,-0.437,0.012,0.012,,-0.07,0.09,0.09,4.331,0.016,0.016,0.0,2.14,0.18,0.17,0.0,ms,,9.145,0.016,0.136030618,True,True,Helminiak19,EB,3,120.0,0.016,0.012,0.175,0.0076,0.0023,0.6279953726656752,0.18488745980707394,8.177570093457943
KIC9641031_B,0.9512,0.0039,0.0039,0.9,0.024,0.024,5490.0,240.0,240.0,-0.437,0.012,0.012,,-0.07,0.09,0.09,4.508,0.023,0.023,0.0,0.66,0.13,0.11,0.0,ms,,9.145,0.016,0.098414434,True,True,Helminiak19,EB,3,240.0,0.023,0.012,0.12,0.0039,0.024,0.4100084104289318,2.6666666666666665,18.18181818181818
NGC_2506_V5_A,0.945,0.004,0.003,0.68,0.04,0.04,5690.0,140.0,120.0,-0.36,0.01,0.01,,,,,4.75,0.05,0.05,1.0,0.43668,0.05233,0.06132,1.0,ms,,9.04,0.1,0.075221239,True,True,Knudstrup20,EB,3,130.0,0.05,0.01,0.056825,0.0035,0.04,0.3703703703703704,5.88235294117647,13.012961436292022
EPIC201367296,1.15,0.04,0.04,1.73,0.04,0.04,5718.0,71.0,71.0,0.21,0.08,0.08,,,,,4.018,0.013,0.013,,2.7,0.342211612,0.342211612,,ms,G,,,,,,lund16,A,1,71.0,0.013,0.08,0.342211612,0.04,0.04,3.4782608695652177,2.3121387283236996,12.674504148148147
EPIC201367904,1.3,0.05,0.05,2.08,0.05,0.05,6251.0,78.0,78.0,-0.02,0.08,0.08,,,,,3.916,0.013,0.013,,6.664,0.597819169,0.597819169,,ms,F,,,,,,lund16,A,1,78.0,0.013,0.08,0.597819169,0.05,0.05,3.846153846153846,2.4038461538461537,8.970875885354141
EPIC201820830,1.29,0.08,0.08,1.74,0.05,0.05,6420.0,71.0,71.0,-0.07,0.11,0.11,,,,,4.063,0.016,0.016,,4.555,0.353974438,0.353974438,,ms,F,,,,,,lund16,A,1,71.0,0.016,0.11,0.353974438,0.08,0.05,6.201550387596899,2.8735632183908044,7.771118287596049
EPIC201860743,1.14,0.05,0.05,1.88,0.03,0.03,5926.0,78.0,78.0,-0.02,0.11,0.11,,,,,3.945,0.014,0.014,,4.119,0.374560309,0.374560309,,ms,G,,,,,,lund16,A,1,78.0,0.014,0.11,0.374560309,0.05,0.03,4.385964912280702,1.595744680851064,9.093476790483127
EPIC204356572,1.18,0.07,0.07,1.5,0.04,0.04,6316.0,78.0,78.0,-0.07,0.08,0.08,,,,,4.157,0.015,0.015,,3.422,0.297267427,0.297267427,,ms,F,,,,,,lund16,A,1,78.0,0.015,0.08,0.297267427,0.07,0.04,5.9322033898305095,2.6666666666666665,8.686949941554644
EPIC204506926,1.08,0.05,0.05,1.41,0.02,0.02,5705.0,78.0,78.0,0.38,0.08,0.08,,,,,4.172,0.013,0.013,,2.374,0.207373528,0.207373528,,ms,G,,,,,,lund16,A,1,78.0,0.013,0.08,0.207373528,0.05,0.02,4.62962962962963,1.4184397163120568,8.735194945240101
EPIC204550630,1.17,0.04,0.04,1.37,0.03,0.03,6199.0,65.0,65.0,-0.13,0.08,0.08,,,,,4.228,0.014,0.014,,3.635,0.304111216,0.304111216,,ms,F,,,,,,lund16,A,1,65.0,0.014,0.08,0.304111216,0.04,0.03,3.418803418803419,2.18978102189781,8.36619576341128
EPIC204624076,1.22,0.05,0.05,1.83,0.04,0.04,6381.0,71.0,71.0,-0.13,0.11,0.11,,,,,4.0,0.014,0.014,,6.112,0.47828118,0.47828118,,ms,F,,,,,,lund16,A,1,71.0,0.014,0.11,0.47828118,0.05,0.04,4.098360655737705,2.1857923497267757,7.825281086387434
EPIC204926239,1.44,0.05,0.05,2.45,0.05,0.05,6225.0,71.0,71.0,0.1,0.08,0.08,,,,,3.817,0.012,0.012,,6.714,0.596776978,0.596776978,,ms,F,,,,,,lund16,A,1,71.0,0.012,0.08,0.596776978,0.05,0.05,3.4722222222222223,2.0408163265306123,8.88854599344653
EPIC205962429,1.15,0.04,0.04,1.79,0.04,0.04,6082.0,65.0,65.0,-0.24,0.08,0.08,,,,,3.99,0.012,0.012,,4.372,0.372936225,0.372936225,,ms,F,,,,,,lund16,A,1,65.0,0.012,0.08,0.372936225,0.04,0.04,3.4782608695652177,2.2346368715083798,8.530105786825251
EPIC205974115,1.15,0.04,0.04,1.36,0.03,0.03,6121.0,71.0,71.0,-0.07,0.08,0.08,,,,,4.23,0.012,0.012,,3.386,0.460929318,0.460929318,,ms,F,,,,,,lund16,A,1,71.0,0.012,0.08,0.460929318,0.04,0.03,3.4782608695652177,2.205882352941176,13.612797341996455
EPIC205995584,1.31,0.07,0.07,1.71,0.04,0.04,6433.0,71.0,71.0,-0.07,0.08,0.08,,,,,4.082,0.013,0.013,,4.784,0.382916107,0.382916107,,ms,F,,,,,,lund16,A,1,71.0,0.013,0.08,0.382916107,0.07,0.04,5.34351145038168,2.3391812865497075,8.004099226588629
EPIC206009487,1.03,0.05,0.05,1.49,0.04,0.04,5926.0,71.0,71.0,-0.24,0.08,0.08,,,,,4.101,0.012,0.012,,1.949,0.164977136,0.164977136,,ms,G,,,,,,lund16,A,1,71.0,0.012,0.08,0.164977136,0.05,0.04,4.854368932038835,2.684563758389262,8.464706824012314
EPIC206064678,1.01,0.04,0.04,0.98,0.02,0.02,5562.0,71.0,71.0,0.26,0.11,0.11,,,,,4.453,0.013,0.013,,0.9558,0.088951639,0.088951639,,ms,G,,,,,,lund16,A,1,71.0,0.013,0.11,0.088951639,0.04,0.02,3.9603960396039604,2.0408163265306123,9.306511717932622
EPIC206064711,1.27,0.05,0.05,1.57,0.03,0.03,6563.0,71.0,71.0,-0.18,0.08,0.08,,,,,4.147,0.011,0.011,,3.997,0.308407549,0.308407549,,ms,F,,,,,,lund16,A,1,71.0,0.011,0.08,0.308407549,0.05,0.03,3.937007874015748,1.910828025477707,7.715975706780085
EPIC206070413,1.23,0.07,0.07,1.52,0.04,0.04,6446.0,71.0,71.0,-0.13,0.08,0.08,,,,,4.16,0.014,0.014,,3.855,0.316837613,0.316837613,,ms,F,,,,,,lund16,A,1,71.0,0.014,0.08,0.316837613,0.07,0.04,5.691056910569107,2.6315789473684212,8.218874526588845
EPIC206078331,0.94,0.04,0.04,1.13,0.03,0.03,5809.0,78.0,78.0,-0.18,0.11,0.11,,,,,4.306,0.012,0.012,,1.423,0.123992981,0.123992981,,ms,G,,,,,,lund16,A,1,78.0,0.012,0.11,0.123992981,0.04,0.03,4.25531914893617,2.6548672566371683,8.71349128601546
EPIC206088888,1.08,0.06,0.06,1.3,0.03,0.03,5965.0,71.0,71.0,-0.02,0.08,0.08,,,,,4.242,0.012,0.012,,2.132,0.179668843,0.179668843,,ms,G,,,,,,lund16,A,1,71.0,0.012,0.08,0.179668843,0.06,0.03,5.555555555555555,2.3076923076923075,8.427244043151969
EPIC206094605,1.4,0.11,0.11,2.01,0.07,0.07,6537.0,78.0,78.0,0.04,0.08,0.08,,,,,3.979,0.014,0.014,,6.616,0.579248511,0.579248511,,ms,F,,,,,,lund16,A,1,78.0,0.014,0.08,0.579248511,0.11,0.07,7.857142857142858,3.482587064676618,8.755267699516324
EPIC206107253,1.16,0.03,0.03,1.31,0.02,0.02,6290.0,65.0,65.0,-0.18,0.08,0.08,,,,,4.267,0.01,0.01,,2.481,0.208415083,0.208415083,,ms,F,,,,,,lund16,A,1,65.0,0.01,0.08,0.208415083,0.03,0.02,2.586206896551724,1.5267175572519083,8.400446715034262
EPIC206108325,1.3,0.05,0.05,2.15,0.05,0.05,6433.0,71.0,71.0,-0.18,0.11,0.11,,,,,3.887,0.014,0.014,,7.835,3.439729669,3.439729669,,ms,F,,,,,,lund16,A,1,71.0,0.014,0.11,3.439729669,0.05,0.05,3.846153846153846,2.3255813953488373,43.902101710274415
EPIC206189649,1.17,0.06,0.06,2.0,0.05,0.05,6082.0,78.0,78.0,-0.18,0.11,0.11,,,,,3.907,0.012,0.012,,8.906,1.59769483,1.59769483,,ms,F,,,,,,lund16,A,1,78.0,0.012,0.11,1.59769483,0.06,0.05,5.128205128205129,2.5,17.93953323602066
EPIC206201061,1.41,0.1,0.1,1.97,0.06,0.06,6589.0,71.0,71.0,-0.02,0.11,0.11,,,,,3.997,0.013,0.013,,5.989,0.544008622,0.544008622,,ms,F,,,,,,lund16,A,1,71.0,0.013,0.11,0.544008622,0.1,0.06,7.092198581560284,3.0456852791878175,9.083463382868592
EPIC206245055,0.88,0.04,0.04,0.93,0.02,0.02,5835.0,71.0,71.0,-0.35,0.08,0.08,,,,,4.444,0.012,0.012,,1.027,0.088155323,0.088155323,,ms,G,,,,,,lund16,A,1,71.0,0.012,0.08,0.088155323,0.04,0.02,4.545454545454546,2.150537634408602,8.583770496592015
EPIC206289767,1.36,0.08,0.08,2.06,0.06,0.06,6368.0,78.0,78.0,0.04,0.11,0.11,,,,,3.94,0.013,0.013,,6.726,0.567887631,0.567887631,,ms,F,,,,,,lund16,A,1,78.0,0.013,0.11,0.567887631,0.08,0.06,5.88235294117647,2.912621359223301,8.443170249776985
EPIC206368174,1.32,0.08,0.08,1.78,0.05,0.05,6212.0,65.0,65.0,0.1,0.06,0.06,,,,,4.05,0.013,0.013,,4.479,0.385317387,0.385317387,,ms,F,,,,,,lund16,A,1,65.0,0.013,0.06,0.385317387,0.08,0.05,6.0606060606060606,2.8089887640449436,8.602754789015405
EPIC206371648,0.83,0.03,0.03,0.93,0.02,0.02,5549.0,65.0,65.0,-0.24,0.08,0.08,,,,,4.421,0.016,0.016,,1.218,0.192773285,0.192773285,,ms,G,,,,,,lund16,A,1,65.0,0.016,0.08,0.192773285,0.03,0.02,3.6144578313253013,2.150537634408602,15.827034893267651
EPIC206453540,1.42,0.08,0.08,1.87,0.05,0.05,6524.0,78.0,78.0,-0.02,0.11,0.11,,,,,4.044,0.011,0.011,,6.053,0.502935082,0.502935082,,ms,F,,,,,,lund16,A,1,78.0,0.011,0.11,0.502935082,0.08,0.05,5.633802816901409,2.6737967914438503,8.308856467867175
HIP_41378,1.22,0.03,0.02,1.3,0.009,0.009,6290.0,77.0,77.0,-0.05,0.1,0.1,,,,,4.298,0.004,0.004,0.0,2.38333,0.12682,0.1192,1.0,ms,F,,,,,,Lund19,A,3,77.0,0.004,0.1,0.12301,0.025,0.009,2.0491803278688523,0.6923076923076922,5.161265959812531
HD24465_A,1.337,0.008,0.008,1.444,0.004,0.004,6250.0,100.0,100.0,0.3,0.15,0.15,,,,,4.245,0.0036,0.0036,0.0,2.86648,0.18792,0.1798,1.0,ms,F8,18.3,0.04,0.078907104,True,True,MartinDec24,EB,3,100.0,0.0036,0.15,0.18386,0.008,0.004,0.5983545250560958,0.2770083102493075,6.414138595071306
HD22064_A,1.345,0.031,0.031,1.554,0.014,0.014,6763.0,40.0,40.0,-0.1812,0.0058,0.0058,APOGEE2_DR17,-0.05,0.15,0.15,4.184,0.006,0.006,0.0,4.55,0.06,0.06,0.0,ms,F2,22.9,0.7,0.067973941,True,True,Maxted23,EB,3,40.0,0.006,0.0058,0.06,0.031,0.014,2.304832713754647,0.9009009009009009,1.3186813186813187
BEPOP-3_A,1.084,0.026,0.026,1.386,0.01,0.01,6065.0,36.0,36.0,-0.02,0.1,0.1,,,,,4.1895,0.0041,0.0041,0.0,2.345,0.033,0.033,0.0,ms,F9,26.0,0.16,0.053369272,True,True,Maxted25,EB,3,36.0,0.0041,0.1,0.033,0.026,0.01,2.3985239852398523,0.7215007215007215,1.4072494669509594
ASAS_J051753-5406.0_A,1.3094,0.0051,0.0051,1.9288,0.003,0.003,6462.0,43.0,43.0,0.0,0.2,0.2,,,,,3.9836,0.0012,0.0012,0.0,5.83,0.15,0.15,0.0,ms,F,49.718,0.09,0.038794803,True,True,Miller22,EB,3,43.0,0.0012,0.2,0.15,0.0051,0.003,0.3894913700931725,0.1555371215263376,2.5728987993138936
ASAS_J051753-5406.0_B,1.0896,0.0034,0.0034,1.1815,0.0037,0.0037,6331.0,43.0,43.0,0.0,0.2,0.2,,,,,4.3297,0.0026,0.0026,0.0,2.02,0.06,0.06,0.0,ms,F,49.718,0.09,0.023764029,True,True,Miller22,EB,3,43.0,0.0026,0.2,0.06,0.0034,0.0037,0.3120411160058737,0.31316123571730853,2.9702970297029703
