ID,Seq,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,L,eL1,eL2,FeH,eFeH1,eFeH2,logg,elogg1,elogg2,rho,erho1,erho2,cutoff,class,type,pla,catalog,e_M,e_R,e_Teff,e_L,mode,logTeff,elogTeff1,elogTeff2,logL,elogL1,elogL2,eTeff,elogg,eFeH,elogL,eM,eR
KIC6129877,656,1.115,0.0676756972627545,0.070178344238091,1.328,0.0384837628097877,0.0384837628097877,6064,72,72,2.353,0.200690221794277,0.200690221794277,-0.048,0.1,0.1,4.238,0.0158113883008419,0.0167630546142402,0.4746,0.025305566897424,0.022265309699171,3.8191642,ms,F,,serenelli17,6.18179558299756,2.8978737055563,1.18733509234828,8.52912119822683,A,3.782759192623997,0.0051261583169273,0.0051873879325872,0.3716219271760213,0.0355462863758914,0.0387171484329694,72.0,0.01628722145754105,0.1,0.0371317174044304,0.06892702075042276,0.0384837628097877
KIC6196457,658,1.209,0.019,0.03,1.716,0.012,0.012,5871,94,94,3.316,0.185,0.164,0.19,0.0721110255092798,0.0721110255092798,4.049,0.004,0.005,0.237909239400611,0.0028407073361267,0.0028407073361267,3.9456757,ms,G,p,silva15,2.02646815550041,0.699300699300699,1.60109010390053,5.26236429433052,A,3.768712080377664,0.0068983676286973,0.0070097128362509,0.5206145218782359,0.0235775888867967,0.0220283130607182,94.0,0.0045000000000000005,0.0721110255092798,0.02280295097375745,0.0245,0.012
KIC6225718,659,1.1593,0.0304,0.0304,1.2336,0.012,0.015,6313,76,76,2.137,0.094,0.09,-0.07,0.1,0.1,4.3186,0.0066,0.0055,0.618341737092536,0.0117995880974363,0.0126837582558057,3.6559447,ms,F,,silva17,2.6222720607263,1.0943579766537,1.20386504039284,4.30510060832943,A,3.800235789327354,0.005197098804786,0.0052600452762221,0.3298045221640694,0.0186950481197683,0.0186866795015637,76.0,0.00605,0.1,0.018690863810666,0.0304,0.0135
KIC6232600,660,1.132,0.0590762219509677,0.0590762219509677,1.312,0.0246981780704569,0.0246981780704569,6435,70,70,2.61,0.199951274588325,0.199951274588325,-0.294,0.1,0.1,4.255,0.010295630140987,0.010295630140987,0.5006,0.0113514906950585,0.0108355129550935,3.5759737,ms,F,,serenelli17,5.21874752217029,1.88248308463849,1.08780108780109,7.6609683750316,A,3.808548551240405,0.0046987496571997,0.0047501432507313,0.4166405073382809,0.0320582818333866,0.0346146842806311,70.0,0.010295630140987,0.1,0.03333648305700885,0.0590762219509677,0.0246981780704569
KIC6278762,662,0.739,0.009,0.011,0.748,0.006,0.003,5046,74,74,0.341,0.02,0.016,-0.482,0.0721110255092798,0.0721110255092798,4.56,0.003,0.002,1.77402173141112,0.0127831830125701,0.0177544208507919,4.4864632,ms,K,p,silva15,1.3531799729364,0.601604278074866,1.46650812524772,5.27859237536657,A,3.702947246181556,0.0063227147942748,0.0064161262119486,-0.4672456210075022,0.0247528229131602,0.0208710180136234,74.0,0.0025,0.0721110255092798,0.0228119204633918,0.009999999999999998,0.0045000000000000005
KIC6287060,663,1.157,0.0798811617341661,0.0782368199762746,1.488,0.0470106370941726,0.0452769256906871,6020,53,53,3.112,0.271405410100712,0.271405410100712,-0.016,0.1,0.1,4.155,0.017464249196573,0.0183847763108502,0.3492,0.0204484546115348,0.0220271604161771,3.8480062,ms,F,,serenelli17,6.8331020618168,3.10106057744824,0.880398671096345,8.72125353794062,A,3.779596491257824,0.0038067898647389,0.0038404534137264,0.4930395883176513,0.036314451096329,0.0396303327479117,53.0,0.0179245127537116,0.1,0.037972391922120347,0.07905899085522035,0.04614378139242985
KIC6363365,667,1.12,0.13,0.11,1.41,0.06,0.05,6282,76,76,4.057,0.854109437523083,0.854109437523083,-0.58,0.15,0.1,4.188,0.016,0.016,0.3993,0.0138,0.0136,3.6762652,ms,F,,C14sdss,10.7142857142857,3.90070921985816,1.20980579433301,21.0527344718532,A,3.798097932062486,0.0052225915162678,0.005286160814339,0.6082050077043262,0.0829746042083475,0.1026629079179185,76.0,0.016,0.125,0.092818756063133,0.12,0.055
KIC6370489,668,1.211,0.0581377674149945,0.0615223536610881,2.002,0.034828149534536,0.0374833296279826,6302,80,80,5.209,0.448219506848109,0.448219506848109,-0.452,0.1,0.1,3.918,0.0086023252670426,0.0086023252670426,0.151,0.0023491753872369,0.0023412680324986,3.6631552,ms,F,,serenelli17,4.94055000314131,1.8059809980649,1.26943827356395,8.60471312820329,A,3.799478398837981,0.0054784010195105,0.0055483920652963,0.7167543574326971,0.0358486727772859,0.039076199652906,80.0,0.0086023252670426,0.1,0.03746243621509595,0.059830060538041296,0.0361557395812593
KIC6421967,669,1.24,0.1,0.11,1.27,0.04,0.05,6464,73,73,2.237,0.18956809924424,0.18956809924424,-0.12,0.15,0.15,4.321,0.015,0.017,0.6012,0.0252,0.0238,3.5569642,ms,F,,C14sdss,8.46774193548387,3.54330708661417,1.12933168316832,8.47421096308626,A,3.8105013477665297,0.0048771371993883,0.0049325302179741,0.3496659840966297,0.0353264997726812,0.0384565184103694,73.0,0.016,0.15,0.036891509091525304,0.10500000000000001,0.045
KIC6442183,671,1.08,0.05,0.05,1.71,0.03,0.03,5760,84,84,2.577,0.220611380297771,0.220611380297771,-0.11,0.09,0.09,4.006,0.009,0.008,0.2168,0.004,0.004,4.0184362,ms,G,,C14bruntt,4.62962962962963,1.75438596491228,1.45833333333333,8.560783092657,A,3.760422483423212,0.0062877238390472,0.0063800966377756,0.4111144185509047,0.0356729674040124,0.0388675019290043,84.0,0.0085,0.09,0.03727023466650835,0.05,0.03
KIC6448798,672,1.4,0.22,0.12,2.4,0.14,0.1,6349,67,67,9.553,0.859532225356941,0.859532225356941,-0.16,0.15,0.15,3.829,0.017,0.017,0.1023,0.006,0.0058,3.6323467,ms,F,,C14sdss,12.1428571428571,5.0,1.05528429673964,8.99751099504806,A,3.802705327074352,0.0045590282017551,0.0046073950118659,0.9801397777457546,0.0374165807529349,0.0409467291477717,67.0,0.017,0.15,0.0391816549503533,0.16999999999999998,0.12000000000000001
KIC6450651,674,1.1,0.18,0.12,1.72,0.11,0.09,5995,69,69,3.177,0.273070117588635,0.273070117588635,-0.12,0.15,0.15,4.01,0.02,0.021,0.2171,0.0166,0.016,3.8643937,ms,G,,C14sdss,13.6363636363636,5.81395348837209,1.15095913261051,8.59521931346033,A,3.777789187434868,0.0049700051891297,0.0050275402908352,0.5020172148271475,0.0358107067308756,0.03903108904202,69.0,0.0205,0.15,0.0374208978864478,0.15,0.1
KIC6508366,677,1.544,0.0532634959423431,0.0623698645180507,2.173,0.0280178514522438,0.0325269119345812,6499,46,46,6.936,0.569259634721573,0.569259634721573,-0.03,0.099,0.099,3.952,0.0064031242374328,0.0064031242374328,0.1504,0.00159920761629,0.0014223481606132,3.5340217,ms,F,,serenelli17,3.74460364185213,1.39311466605672,0.707801200184644,8.20731883969973,A,3.812846536967071,0.0030631139197034,0.0030848718599463,0.8411090844681539,0.0342566362252605,0.0371919447073408,46.0,0.0064031242374328,0.099,0.03572429046630065,0.0578166802301969,0.030272381693412502
KIC6520835,678,1.328,0.0587962583843564,0.0574891294072192,2.144,0.034828149534536,0.0340587727318528,6146,50,50,7.205,0.572534041791144,0.572534041791144,0.032,0.1,0.1,3.898,0.0106301458127346,0.0106301458127346,0.1347,0.0033238354351562,0.0032992758296329,3.7654132,ms,F,,serenelli17,4.37821490179125,1.60650471703332,0.813537260006508,7.94634339751761,A,3.78859255592036,0.0035188531668088,0.0035475975888155,0.8576339851500081,0.0332079355152964,0.0359589555495408,50.0,0.0106301458127346,0.1,0.0345834455324186,0.0581426938957878,0.0344434611331944
KIC6521045,679,1.108,0.021,0.019,1.513,0.009,0.012,5825,75,75,2.478,0.112,0.112,0.102,0.0721110255092798,0.0721110255092798,4.125,0.004,0.004,0.32242028265038,0.0028407073361267,0.00426106100419,3.9758287,ms,G,p,silva15,1.80505415162455,0.69398545935228,1.28755364806867,4.51977401129944,A,3.765295929698056,0.0055560819440878,0.0056280850084258,0.3941013020400447,0.0191984620412071,0.0200865617481331,75.0,0.004,0.0721110255092798,0.0196425118946701,0.02,0.010499999999999999
KIC6529109,681,1.19,0.0524309069156733,0.0566038867923396,1.828,0.0310644491340181,0.0327566787083184,5806,90,90,3.483,0.301768721633351,0.301768721633351,0.072,0.099,0.099,3.989,0.01,0.01,0.1947,0.0048855236157447,0.0048762748076785,3.9882832,ms,G,,serenelli17,4.58129385327786,1.74565448146435,1.55012056493283,8.66404598430524,A,3.763877031495655,0.0066804433553402,0.0067848113767223,0.5419534744582363,0.0360858714684041,0.0393582306048226,90.0,0.01,0.099,0.03772205103661335,0.05451739685400645,0.03191056392116825
KIC6530901,682,1.3,0.0502493781056045,0.0530377224247045,1.559,0.02343074902772,0.0242074368738204,6374,53,53,3.626,0.303046763941749,0.303046763941749,0.018,0.1,0.1,4.165,0.01,0.01,0.3424,0.0074552137460974,0.0073334156434774,3.6159592,ms,F,,serenelli17,3.97258078962727,1.52784432012637,0.831502980859743,8.35760518317012,A,3.804412059137714,0.0035962407726861,0.0036262688099513,0.5594277997594899,0.0348593981032175,0.0379035702667431,53.0,0.01,0.1,0.0363814841849803,0.051643550265154506,0.0238190929507702
KIC6592305,685,1.362,0.0565862174031804,0.0537587202228624,2.248,0.0410487515035476,0.0394081209904761,6132,55,55,6.92,0.596243013590098,0.596243013590098,0.06,0.1,0.1,3.868,0.010295630140987,0.010295630140987,0.1199,0.0036611528239067,0.0036575543741686,3.7745902,ms,F,,serenelli17,4.05084205675635,1.78952118536529,0.896934116112198,8.61622852008812,A,3.7876021461823375,0.0038779698376631,0.0039129098350212,0.8401060944567578,0.0358947187166808,0.0391309222366008,55.0,0.010295630140987,0.1,0.0375128204766408,0.0551724688130214,0.04022843624701185
KIC6593461,686,0.94,0.2,0.11,1.29,0.08,0.06,5817,101,101,2.059,0.178590730236283,0.178590730236283,0.24,0.15,0.15,4.193,0.026,0.023,0.4394,0.0208,0.0201,3.9810727,ms,G,,C14sdss,16.4893617021277,5.42635658914729,1.73629018394361,8.67366344032456,A,3.764699063798368,0.0074758970262465,0.0076068436794352,0.3136563466180314,0.036124307578667,0.0394039631757858,101.0,0.0245,0.15,0.0377641353772264,0.155,0.07
KIC6593620,687,0.985,0.0560802995712398,0.0543783044972901,1.581,0.0434626276242015,0.0416293165929973,5791,60,60,2.585,0.222583044657376,0.222583044657376,-0.26,0.1,0.1,4.033,0.0152315462117278,0.0152315462117278,0.249,0.0129682353849705,0.0120459922380848,3.9981157,ms,G,,serenelli17,5.60703573951928,2.69107982976593,1.03609048523571,8.61056265599132,A,3.762753564933374,0.0044765331773444,0.0045231564756242,0.4124605474299613,0.0358720635598312,0.0391039964794937,60.0,0.0152315462117278,0.1,0.037488030019662444,0.055229302034264946,0.042545972108599395
KIC6603624,688,1.007,0.0393954312071844,0.0393954312071844,1.15,0.0156524758424985,0.0156524758424985,5612,66,66,1.237,0.107553688677933,0.107553688677933,0.2,0.1,0.1,4.319,0.0063245553203367,0.0063245553203367,0.6613,0.0062786076481971,0.006135080626202,4.1154502,ms,G,,serenelli17,3.91215801461613,1.36108485586944,1.17605131860299,8.69472018414976,A,3.7491176623563214,0.0050777258335159,0.0051377971144792,0.0923696996291206,0.0362084488647756,0.0395041082423646,66.0,0.0063245553203367,0.1,0.0378562785535701,0.0393954312071844,0.0156524758424985
KIC6605673,689,1.135,0.0895377015563835,0.0605392434706612,1.65,0.039,0.032649655434629,6222,60,60,3.612,0.307113151273186,0.307113151273186,-0.258,0.1,0.1,4.058,0.0143178210632764,0.0116619037896906,0.2528,0.0069700136298288,0.0068329976584219,3.7155952,ms,F,,serenelli17,6.61131916418699,2.17120167983724,0.964320154291225,8.50257893890327,A,3.7939300067726847,0.0041679252898014,0.0042083127917629,0.5577477416414682,0.0354400608170293,0.0385911467501538,60.0,0.0129898624264835,0.1,0.03701560378359155,0.07503847251352236,0.0358248277173145
KIC6612225,690,1.186,0.065,0.0681175454637056,1.783,0.0490407993409569,0.0498196748283246,6374,54,54,5.549,0.478999685729615,0.478999685729615,-0.337,0.1,0.1,4.009,0.0111803398874989,0.0111803398874989,0.209,0.0094834015521858,0.0092955766362286,3.6159592,ms,F,,serenelli17,5.61203817300614,2.77230718365904,0.847191716347662,8.63218031590583,A,3.804412059137714,0.0036638089535929,0.0036949808553288,0.7442147248141658,0.0359584961864414,0.039206738560536,54.0,0.0111803398874989,0.1,0.0375826173734887,0.0665587727318528,0.04943023708464075
KIC6671492,691,1.413,0.0651152823843988,0.0666033032213869,2.445,0.0496487663492256,0.0470106370941726,6103,103,103,8.403,0.739168990260694,0.739168990260694,0.067,0.1,0.1,3.81,0.0125299640861417,0.0125299640861417,0.09654,0.0035700523805681,0.0035228626144089,3.7935997,ms,F,,serenelli17,4.66095490466333,1.97667491704291,1.68769457643782,8.79648923313928,A,3.785543369956593,0.007268401291554,0.0073921195729496,0.9244343635432308,0.0366148812879417,0.0399884437184191,103.0,0.0125299640861417,0.1,0.0383016625031804,0.06585929280289285,0.0483297017216991
KIC6679371,692,1.5279,0.0399,0.019,2.2143,0.024,0.024,6479,77,77,7.741,0.257,0.266,0.01,0.1,0.1,3.9336,0.0077,0.0066,0.141852851359989,0.0032987713940771,0.0034173709253604,3.5471317,ms,F,,silva17,1.92748216506316,1.08386397507113,1.18845500848896,3.37811652241313,A,3.811507979945327,0.0051309649531345,0.0051923101372133,0.8887970674566807,0.014184332340822,0.0151858704602134,77.0,0.00715,0.1,0.0146851014005177,0.029449999999999997,0.024
KIC6689943,694,1.178,0.0640312423743285,0.0746257328272225,1.479,0.0382753184180093,0.0391152144312159,6011,54,54,3.222,0.274607079184668,0.274607079184668,-0.002,0.1,0.1,4.168,0.0120830459735946,0.013,0.3628,0.0142389588453651,0.0132735168286329,3.8539057,ms,F,,serenelli17,5.88527059429334,2.6163128076141,0.898353019464315,8.52287644893444,A,3.778946727968617,0.0038840772339749,0.0039191278697723,0.5081255360831992,0.0355212964178289,0.0386875000069169,54.0,0.0125415229867973,0.1,0.037104398212372894,0.0693284876007755,0.0386952664246126
KIC6766513,696,1.271,0.0523450093132096,0.0537401153701776,2.054,0.0339705755029261,0.0339705755029261,6594,77,77,6.876,0.643260766853105,0.643260766853105,-0.397,0.102,0.102,3.916,0.0080622577482985,0.0080622577482985,0.1465,0.0031939463051216,0.0031781669245022,3.4717492,ms,F,,serenelli17,4.17329365394914,1.6538741724891,1.16772823779193,9.35515949466411,A,3.8191489428071344,0.0050419978454487,0.0051012218115347,0.8373358680150148,0.0388392783402854,0.0426569108606089,77.0,0.0080622577482985,0.102,0.04074809460044715,0.053042562341693605,0.0339705755029261
KIC6837853,699,1.146,0.0757429864739964,0.0779871784333809,1.376,0.051,0.0492442890089805,5886,57,57,2.122,0.177657336346075,0.177657336346075,0.154,0.1,0.1,4.218,0.0206155281280883,0.0215870331449229,0.4385,0.0303283448278999,0.0303480691313302,3.9358432,ms,G,,serenelli17,6.70724977780879,3.64259771108214,0.968399592252803,8.37216476654454,A,3.769820257763592,0.0041854724946173,0.0042262024441468,0.3267453795653218,0.0349177486171252,0.0379725738002671,57.0,0.021101280636505598,0.1,0.03644516120869615,0.07686508245368864,0.05012214450449025
KIC6853020,701,1.515,0.0980815986819138,0.134525090596513,2.092,0.0708307842678591,0.0708307842678591,6437,56,56,7.406,0.598470001515005,0.598470001515005,0.125,0.1,0.1,3.973,0.0186815416922694,0.0196468827043885,0.164,0.0101566972978424,0.0099350201308301,3.5746627,ms,F,,serenelli17,7.67678842503059,3.38579274702959,0.869970483144322,8.08088038772624,A,3.808683509128969,0.0037618937437868,0.0037947645065776,0.8695837077134237,0.0337488736340167,0.0365941439081357,56.0,0.01916421219832895,0.1,0.0351715087710762,0.1163033446392134,0.0708307842678591
KIC6933899,703,1.126,0.0360555127546399,0.0377359245282264,1.591,0.0220227155455452,0.0226715680975093,5841,56,56,3.008,0.275374420546736,0.275374420546736,-0.045,0.1,0.1,4.085,0.0070710678118654,0.0070710678118654,0.2794,0.0048997802246631,0.0049163647230448,3.9653407,ms,G,,serenelli17,3.27670680652159,1.4045972232261,0.958739941790789,9.15473472562286,A,3.766487206239694,0.0041439215381124,0.0041838429519254,0.4782778319196046,0.0380425785299415,0.0416977025749366,56.0,0.0070710678118654,0.1,0.03987014055243905,0.03689571864143315,0.02234714182152725
KIC7019341,705,0.98,0.2,0.12,1.39,0.1,0.08,5723,77,77,2.351,0.220003794667945,0.220003794667945,0.38,0.1,0.1,4.145,0.02,0.02,0.365,0.0257,0.0244,4.0426897,ms,G,,C14sdss,16.3265306122449,6.47482014388489,1.34544819150795,9.35788152564631,A,3.757623745908389,0.0058042476545483,0.0058828720974886,0.3712526291249393,0.0388500885144724,0.0426699527588445,77.0,0.02,0.1,0.04076002063665845,0.16,0.09
KIC7038145,706,1.471,0.0771038261048049,0.0667083203206317,2.459,0.0758946638440411,0.0627694193059009,6074,58,58,8.695,0.807294838872495,0.807294838872495,0.257,0.1,0.1,3.823,0.0167630546142402,0.0158113883008419,0.09879,0.0050209871539369,0.0049123395648102,3.8126092,ms,F,,serenelli17,4.88824427006922,2.81952182086096,0.954889693776753,9.28458699105802,A,3.783474787582247,0.0041273586000909,0.0041669599986606,0.9392695863387313,0.0385589153189475,0.0423189178346475,58.0,0.01628722145754105,0.1,0.040438916576797504,0.0719060732127183,0.069332041574971
KIC7103006,708,1.512,0.0424381903478459,0.0441021541423999,1.967,0.0178044938147649,0.0194164878389476,6421,51,51,5.368,0.425013971914842,0.425013971914842,0.071,0.099,0.099,4.03,0.0053851648071345,0.0063245553203367,0.1986,0.0017227930810169,0.0017864335979823,3.5851507,ms,F,,serenelli17,2.86178387864569,0.946135781741547,0.794268805482012,7.91754791197545,A,3.8076026699164944,0.0034358386877215,0.003463237581144,0.7298125071609357,0.0330920687950867,0.0358231242814037,51.0,0.0058548600637356,0.099,0.0344575965382452,0.043270172245122904,0.01861049082685625
KIC7106245,709,1.056,0.0458802789878178,0.0449221548904324,1.158,0.0183575597506858,0.0183575597506858,6074,54,54,1.575,0.133722995601902,0.133722995601902,-0.188,0.1,0.1,4.333,0.0080622577482985,0.0072111025509279,0.6796,0.0061766166304863,0.0062097072394759,3.8126092,ms,F,,serenelli17,4.29935766468988,1.58528149833211,0.889035232136977,8.4903489271049,A,3.783474787582247,0.0038439690423008,0.0038782963244221,0.1972805581256193,0.0353911059806159,0.0385331006147381,54.0,0.0076366801496132,0.1,0.036962103297677004,0.045401216939125105,0.0183575597506858
KIC7133688,711,1.418,0.0813203541556479,0.0966074531286277,1.932,0.0639531078212779,0.0621771662268393,6400,63,63,6.589,0.59660481336717,0.59660481336717,0.028,0.1,0.1,4.015,0.0196468827043885,0.0215870331449229,0.1949,0.0136514664413754,0.0122982655687703,3.5989162,ms,F,,serenelli17,6.27390011580661,3.26424104679392,0.984375,9.05455779886432,A,3.806179973983887,0.0042541819387857,0.0042962668586472,0.8188195075475364,0.0376438210887859,0.04121906104795,63.0,0.020616957924655697,0.1,0.03943144106836795,0.0889639036421378,0.06306513702405861
KIC7174470,712,1.412,0.22155134844997,0.122674365700418,2.266,0.0962548700066651,0.080156097709407,6119,84,84,6.988,0.592399743671777,0.592399743671777,0.192,0.1,0.1,3.882,0.0228254244210267,0.021095023109729,0.1228,0.0060694647210441,0.0059424002726171,3.7831117,ms,F,,serenelli17,12.1892958268551,3.89256327705366,1.37277332897532,8.47738614298479,A,3.7866804531966487,0.0059213279683176,0.0060031787632808,0.8443528963108934,0.0353392119456033,0.0384715850603627,84.0,0.021960223765377852,0.1,0.036905398502982995,0.172112857075194,0.08820548385803606
KIC7206837,715,1.355,0.0510881590977792,0.0495782210249622,1.573,0.0178044938147649,0.0178044938147649,6392,59,59,3.725,0.309186928457774,0.309186928457774,0.128,0.1,0.1,4.176,0.0067082039324993,0.0067082039324993,0.3482,0.0027197624896303,0.0025757416407706,3.6041602,ms,F,,serenelli17,3.71462657279488,1.13188136139637,0.923028785982478,8.30032022705433,A,3.805636766305935,0.0039902755881149,0.0040272782786159,0.5711262770843116,0.03462974076786,0.0376321809394171,59.0,0.0067082039324993,0.1,0.03613096085363855,0.0503331900613707,0.0178044938147649
KIC7282890,720,1.596,0.0944139820153774,0.215615398336946,2.393,0.0750732975164938,0.10770329614269,6341,47,47,8.587,0.730976121479442,0.730976121479442,-0.014,0.099,0.099,3.877,0.0130384048104053,0.0156524758424985,0.1156,0.0026511606892076,0.0026906930334023,3.6375907,ms,F,,serenelli17,9.71269988572442,3.81898440574977,0.741208011354676,8.51259021170889,A,3.8021577531869615,0.003207154279484,0.00323101460976,0.9338414628987212,0.0354801302790526,0.0386386680722269,47.0,0.014345440326451901,0.099,0.037059399175639746,0.1550146901761617,0.0913882968295919
