ID,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,FeH,eFeH1,eFeH2,Ref,MH,eMH1,eMH2,logg,elogg1,elogg2,"logg_from_M,R",L,eL1,eL2,L_from_SB,class,type,orbit_a(Rsol),eOrbit_a,R/a,detached,well_detached,source,mode,database,logL,elogL1,elogL2,logR,elogR1,elogR2,eTeff,elogg,eFeH,eL,eM,eR,elogL,elogR,percent_eM,percent_eR
EPIC211404684,1.42,0.091,0.091,17.634,0.373,0.373,4532.0,50.48762224545735,50.48762224545735,-0.3843,0.0083,0.0083,,,,,2.057,0.025,0.025,0.0,115.9,11.8,8.7,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,2.064083435963596,0.04210746129981935,0.03388865060684498,1.246350836456256,0.009090528113910423,0.009284883900852359,50.48762224545735,0.025,0.0083,10.25,0.091,0.373,0.037998055953332166,0.009187706007381391,6.408450704225352,2.1152319383010094
EPIC211404786,1.378,0.057,0.057,4.698,0.063,0.063,5054.0,52.20153254455275,52.20153254455275,-0.3897,0.0099,0.0099,,,,,3.258,0.033,0.033,0.0,11.66,0.39,0.5,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.0666985504229953,0.014288496487891988,0.019034355821435422,0.6719130124415871,0.005785169032923587,0.005863273961071114,52.20153254455275,0.033,0.0099,0.445,0.057,0.063,0.016661426154663705,0.0058242214969973505,4.136429608127722,1.3409961685823752
EPIC211404980,1.188,0.064,0.064,6.989,0.123,0.123,4851.0,51.92301994298868,51.92301994298868,-0.3946,0.0115,0.0115,,,,,2.843,0.034,0.034,0.0,21.68,1.53,1.76,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.3360592778663494,0.029615862589568387,0.03676994377866949,0.8444150404738244,0.0075767074883328345,0.0077112413840931815,51.92301994298868,0.034,0.0115,1.645,0.064,0.123,0.03319290318411894,0.007643974436213008,5.3872053872053876,1.7599084275289743
EPIC211406013,1.081,0.055,0.055,7.125,0.118,0.118,4853.0,51.66236541235796,51.66236541235796,-0.3826,0.0108,0.0108,,,,,2.798,0.033,0.033,0.0,25.4,1.13,1.22,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.404833716619938,0.018903533362391034,0.021377420095185062,0.8527848686805478,0.0071336165201679735,0.007252751186972328,51.66236541235796,0.033,0.0108,1.1749999999999998,0.055,0.118,0.020140476728788048,0.007193183853570151,5.087881591119334,1.6561403508771928
EPIC211406144,1.365,0.014,0.014,4.904,0.016,0.016,4877.0,50.80354318352215,50.80354318352215,0.0669,0.0067,0.0067,,,,,3.094,0.021,0.021,0.0,10.82,0.42,0.44,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.0342272607705507,0.0165390504624916,0.0180299072581116,0.6905504615103586,0.0014146412570017475,0.0014192642758608098,50.80354318352215,0.021,0.0067,0.43,0.014,0.016,0.0172844788603016,0.0014169527664312787,1.0256410256410258,0.3262642740619902
EPIC211409516,1.317,0.083,0.083,11.868,0.24,0.24,4478.0,50.35871324805669,50.35871324805669,0.1691,0.0071,0.0071,,,,,2.342,0.019,0.019,0.0,48.21,2.94,2.52,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.683137131483007,0.025708506565171874,0.023315973427302072,1.0743775376448041,0.008694874639731287,0.008872514546413912,50.35871324805669,0.019,0.0071,2.73,0.083,0.24,0.024512239996236973,0.0087836945930726,6.302201974183752,2.0222446916076846
EPIC211409665,1.256,0.087,0.087,8.858,0.194,0.194,4719.0,50.635955604688654,50.635955604688654,-0.1251,0.0074,0.0074,,,,,2.626,0.023,0.023,0.0,29.71,1.48,1.83,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.472902651803664,0.021112722953479768,0.02760988237769224,0.9473356759487399,0.009408869333951131,0.009617232331475933,50.635955604688654,0.023,0.0074,1.655,0.087,0.194,0.024361302665586004,0.009513050832713532,6.926751592356688,2.1901106344547303
EPIC211410185,1.388,0.068,0.068,4.796,0.075,0.075,5068.0,51.19570294468082,51.19570294468082,-0.3604,0.0072,0.0072,,,,,3.227,0.026,0.026,0.0,14.81,1.49,0.86,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.1705550585212086,0.04163254588274934,0.02598085091159219,0.6808791744268111,0.006738955144958814,0.006845173995556175,51.19570294468082,0.026,0.0072,1.175,0.068,0.075,0.033806698397170765,0.0067920645702574944,4.89913544668588,1.5638031693077563
EPIC211412429,1.025,0.057,0.057,8.691,0.156,0.156,4487.0,50.99019513592785,50.99019513592785,0.1472,0.0112,0.0112,,,,,2.502,0.027,0.027,0.0,27.58408,2.00498,1.0115,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.440658503697554,0.030472664798751214,0.01622478047408804,0.9390697499234243,0.007726277348036326,0.007866224472671823,50.99019513592785,0.027,0.0112,1.5082400000000002,0.057,0.156,0.023348722636419628,0.0077962509103540745,5.560975609756098,1.7949603037625128
EPIC211413430,1.136,0.063,0.063,7.279,0.131,0.131,4825.0,50.80354318352215,50.80354318352215,-0.4186,0.0078,0.0078,,,,,2.718,0.026,0.026,0.0,25.87185,2.02322,0.94271,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.412827484613921,0.03269997095414068,0.01612018804744042,0.8620717193799943,0.007746488599333912,0.007887175546387626,50.80354318352215,0.026,0.0078,1.4829649999999999,0.063,0.131,0.02441007950079055,0.007816832072860769,5.545774647887324,1.7996977606814124
EPIC211414248,1.14,0.069,0.069,8.25,0.164,0.164,4829.0,50.80354318352215,50.80354318352215,-0.3078,0.0076,0.0076,,,,,2.653,0.025,0.025,0.0,31.91,2.0,1.94,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.5039268041935103,0.02640098558457593,0.0272400612478656,0.9164539485499251,0.008548559131052458,0.008720211552269652,50.80354318352215,0.025,0.0076,1.97,0.069,0.164,0.026820523416220765,0.008634385341661055,6.052631578947369,1.9878787878787882
EPIC211416288,1.213,0.053,0.053,5.603,0.079,0.079,4681.0,50.48762224545735,50.48762224545735,0.2102,0.0067,0.0067,,,,,2.952,0.019,0.019,0.0,13.57971,0.19307,0.38878,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.1328904955155765,0.0061311148068809995,0.012615079830471831,0.7484206224675684,0.006080606919348641,0.006166952560974659,50.48762224545735,0.019,0.0067,0.290925,0.053,0.079,0.009373097318676415,0.00612377974016165,4.369332234130255,1.409958950562199
EPIC211416360,0.946,0.022,0.022,4.522,0.036,0.036,4847.0,50.80354318352215,50.80354318352215,-0.1978,0.0073,0.0073,,,,,3.071,0.024,0.024,0.0,10.16829,2.30436,0.17798,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.0072479238169738,0.08871081178727525,0.007668959194539027,0.6553305580093409,0.0034437628350157956,0.0034712887623918887,50.80354318352215,0.024,0.0073,1.2411699999999999,0.022,0.036,0.048189885490907136,0.003457525798703842,2.325581395348837,0.7961079168509508
EPIC211417815,1.148,0.018,0.018,4.267,0.021,0.021,5022.0,50.99019513592785,50.99019513592785,-0.2992,0.0072,0.0072,,,,,3.261,0.025,0.025,0.0,10.06,0.29,0.211,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.0025979807199086,0.012342369073027992,0.009205843270906011,0.6301226428593121,0.002132133825401561,0.002142653029332031,50.99019513592785,0.025,0.0072,0.2505,0.018,0.021,0.010774106171967002,0.002137393427366796,1.5679442508710801,0.4921490508554019
EPIC211421627,1.118,0.058,0.058,8.185,0.139,0.139,4567.0,50.635955604688654,50.635955604688654,0.1549,0.0082,0.0082,,,,,2.567,0.022,0.022,0.0,22.22,0.86,0.87,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.3467440546048488,0.016491749878845052,0.017346175243806217,0.9130186837479602,0.007313387791629045,0.007438655512717607,50.635955604688654,0.022,0.0082,0.865,0.058,0.139,0.016918962561325634,0.007376021652173326,5.18783542039356,1.6982284667073917
EPIC211424408,1.168,0.042,0.042,8.286,0.099,0.099,4595.0,50.48762224545735,50.48762224545735,0.1878,0.0069,0.0069,,,,,2.674,0.019,0.019,0.0,27.57571,0.57377,0.67612,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.4405267031652669,0.008943673456682122,0.010781042571578636,0.9183449289622749,0.005158137979829558,0.005220138572715971,50.48762224545735,0.019,0.0069,0.6249450000000001,0.042,0.099,0.009862358014130379,0.0051891382762727645,3.5958904109589045,1.1947863866763215
EPIC211425629,1.164,0.049,0.049,6.094,0.082,0.082,4839.0,50.80354318352215,50.80354318352215,-0.1775,0.0073,0.0073,,,,,2.904,0.023,0.023,0.0,17.12,1.39,1.07,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.2335037603411345,0.03390265841176965,0.028028723600243666,0.7849024498866548,0.00580483744102489,0.0058834779717842345,50.80354318352215,0.023,0.0073,1.23,0.049,0.082,0.030965691006006657,0.0058441577064045624,4.209621993127148,1.3455858221201182
EPIC211428126,1.091,0.03,0.03,5.166,0.047,0.047,4998.0,55.46169849544819,55.46169849544819,-0.478,0.0143,0.0143,,,,,3.158,0.043,0.043,0.0,15.00336,0.91335,0.3946,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.1761885301256745,0.025664773445230216,0.011575175793846926,0.7131544018372984,0.003933323089720719,0.003969272287052905,55.46169849544819,0.043,0.0143,0.653975,0.03,0.047,0.01861997461953857,0.003951297688386812,2.749770852428964,0.9097948122338366
EPIC211432594,0.977,0.061,0.061,8.06,0.161,0.161,4628.0,50.635955604688654,50.635955604688654,-0.2871,0.0079,0.0079,,,,,2.543,0.024,0.024,0.0,26.84962,2.47992,1.07796,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.4289381435524848,0.038367108073539935,0.01779575039462289,0.9063350418050907,0.008589606400057792,0.008762927979360069,50.635955604688654,0.024,0.0079,1.77894,0.061,0.161,0.028081429234081412,0.00867626718970893,6.24360286591607,1.9975186104218363
EPIC211433194,1.289,0.038,0.038,5.043,0.048,0.048,4784.0,50.635955604688654,50.635955604688654,0.2076,0.0066,0.0066,,,,,3.066,0.02,0.02,0.0,12.00155,1.01857,0.24107,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.0792373387956253,0.03537764813222122,0.008812291111873316,0.7026889681591334,0.004114128878204837,0.004153475597132306,50.635955604688654,0.02,0.0066,0.62982,0.038,0.048,0.022094969622047267,0.004133802237668571,2.948021722265322,0.9518143961927423
EPIC211433421,1.315,0.083,0.083,10.243,0.209,0.209,4832.0,50.80354318352215,50.80354318352215,-0.3445,0.0076,0.0076,,,,,2.55,0.025,0.025,0.0,52.17,3.83,3.6,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.7174208367223749,0.030767190283825574,0.03105273324933866,1.0104271727170493,0.008772228338238763,0.008953076025316475,50.80354318352215,0.025,0.0076,3.715,0.083,0.209,0.030909961766582117,0.00886265218177762,6.311787072243347,2.0404178463340816
EPIC211434065,1.024,0.062,0.062,5.717,0.112,0.112,4771.0,51.419840528729765,51.419840528729765,-0.2261,0.0109,0.0109,,,,,2.874,0.031,0.031,0.0,14.96,0.81,0.62,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.1749315935284426,0.02290009980046026,0.018382442196661186,0.7571681922142726,0.008425863105172349,0.008592575283280612,51.419840528729765,0.031,0.0109,0.7150000000000001,0.062,0.112,0.020641270998560723,0.00850921919422648,6.0546875,1.9590694420150432
EPIC211435372,1.296,0.052,0.052,5.291,0.069,0.069,4975.0,50.99019513592785,50.99019513592785,-0.1299,0.0069,0.0069,,,,,3.043,0.023,0.023,0.0,17.07,0.16,0.17,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.2322335211147337,0.004051756333294687,0.00434681650106028,0.7235377615320568,0.005627028160713254,0.0057008940451311885,50.99019513592785,0.023,0.0069,0.165,0.052,0.069,0.0041992864171774835,0.0056639611029222214,4.012345679012346,1.304101304101304
EPIC211437275,1.313,0.088,0.088,5.869,0.125,0.125,4894.0,51.19570294468082,51.19570294468082,-0.1003,0.0087,0.0087,,,,,2.941,0.026,0.026,0.0,15.46,0.8,0.78,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.1892094895823062,0.021911051675743254,0.022483434002254388,0.7685641095135735,0.009152629096052523,0.009349678279329532,51.19570294468082,0.026,0.0087,0.79,0.088,0.125,0.02219724283899882,0.009251153687691027,6.7022086824067015,2.1298347248253537
EPIC211439170,0.882,0.052,0.052,5.401,0.102,0.102,4700.0,50.635955604688654,50.635955604688654,-0.1956,0.0076,0.0076,,,,,2.912,0.023,0.023,0.0,15.63,1.0,1.07,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.1939589780191868,0.02693327120033251,0.030797603042168387,0.7324741772811935,0.008125335529963085,0.008280257766863919,50.635955604688654,0.023,0.0076,1.0350000000000001,0.052,0.102,0.028865437121250448,0.008202796648413502,5.895691609977324,1.888539159414923
EPIC211443723,0.901,0.058,0.058,8.04,0.165,0.165,4734.0,50.80354318352215,50.80354318352215,-0.524,0.0082,0.0082,,,,,2.641,0.027,0.027,0.0,32.42,0.71,0.77,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.5108130105124962,0.009408425369463957,0.010439296159122202,0.9052560487484512,0.008822536640660683,0.009005486286813191,50.80354318352215,0.027,0.0082,0.74,0.058,0.165,0.00992386076429308,0.008914011463736937,6.437291897891233,2.0522388059701493
EPIC211452997,1.238,0.061,0.061,5.684,0.089,0.089,4869.0,50.80354318352215,50.80354318352215,-0.2074,0.0073,0.0073,,,,,3.013,0.024,0.024,0.0,13.89,0.61,0.42,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.1427022457376157,0.01866575649735913,0.013334650014630078,0.7546540692554321,0.006747488243198929,0.006853978391063276,50.80354318352215,0.024,0.0073,0.515,0.061,0.089,0.016000203255994605,0.006800733317131102,4.92730210016155,1.565798733286418
EPIC211471356,1.211,0.017,0.017,7.552,0.034,0.034,4900.0,50.99019513592785,50.99019513592785,-0.3945,0.0076,0.0076,,,,,2.798,0.026,0.026,0.0,29.19,1.5,1.49,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.4652340949880143,0.02176279344380827,0.022754325923565633,0.8780619812900126,0.0019508570767591271,0.001959659912218914,50.99019513592785,0.026,0.0076,1.495,0.017,0.034,0.02225855968368695,0.0019552584944890206,1.4037985136251032,0.45021186440677974
EPIC211478607,1.305,0.07,0.07,8.675,0.151,0.151,4877.0,50.80354318352215,50.80354318352215,-0.3361,0.0075,0.0075,,,,,2.663,0.025,0.025,0.0,35.06,1.49,1.08,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.544811911757776,0.018075469536103173,0.013588537224749286,0.9382694834629114,0.007494439648262352,0.007626042420746937,50.80354318352215,0.025,0.0075,1.2850000000000001,0.07,0.151,0.01583200338042623,0.0075602410345046445,5.363984674329503,1.7406340057636887
EPIC211481212,1.073,0.046,0.046,5.384,0.074,0.074,4784.0,50.99019513592785,50.99019513592785,-0.1267,0.009,0.009,,,,,2.918,0.027,0.027,0.0,12.81,0.65,0.4,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.1075491297446862,0.02149593014327178,0.013777348245956444,0.7311050512159205,0.005928480117957213,0.006010530134451408,50.99019513592785,0.027,0.009,0.525,0.046,0.074,0.017636639194614112,0.005969505126204311,4.287045666356011,1.3744427934621097
EPIC211487211,1.009,0.059,0.059,7.78,0.15,0.15,4801.0,50.99019513592785,50.99019513592785,-0.633,0.0084,0.0084,,,,,2.618,0.029,0.029,0.0,31.97,2.16,2.11,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.504742636271688,0.028393652006950765,0.0296528328826815,0.890979596989689,0.00829359032791488,0.008455059034808476,50.99019513592785,0.029,0.0084,2.135,0.059,0.15,0.029023242444816133,0.008374324681361678,5.847373637264618,1.9280205655526992
EPIC211491091,1.047,0.062,0.062,6.84,0.134,0.134,4871.0,53.48831648126533,53.48831648126533,-0.4639,0.0151,0.0151,,,,,2.91,0.043,0.043,0.0,26.44,3.25,1.95,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.4222614508136027,0.050348746782441944,0.033272665688888425,0.8350561017201162,0.008425841319841476,0.008592552627315064,53.48831648126533,0.043,0.0151,2.6,0.062,0.134,0.041810706235665185,0.00850919697357827,5.921680993314232,1.9590643274853803
EPIC211499016,1.2,0.066,0.066,5.66,0.098,0.098,4683.0,50.48762224545735,50.48762224545735,0.2351,0.0069,0.0069,,,,,2.895,0.02,0.02,0.0,13.88111,2.86233,0.48367,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.14242419577303,0.08142049441564314,0.015402375026760007,0.7528164311882715,0.007455229353791726,0.0075854466601307236,50.48762224545735,0.02,0.0069,1.673,0.066,0.098,0.048411434721201574,0.007520338006961225,5.500000000000001,1.7314487632508835
EPIC211503398,0.965,0.053,0.053,5.526,0.098,0.098,4767.0,52.81098370604357,52.81098370604357,-0.3075,0.0143,0.0143,,,,,2.86,0.039,0.039,0.0,16.48,1.05,0.94,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.216957207361097,0.026824708732698044,0.025506192896201485,0.7424108805804925,0.007634431431274957,0.007771041592793071,52.81098370604357,0.039,0.0143,0.995,0.053,0.098,0.026165450814449764,0.007702736512034014,5.492227979274611,1.7734346724574739
EPIC211513322,1.198,0.069,0.069,7.867,0.145,0.145,4762.0,50.635955604688654,50.635955604688654,-0.1901,0.0074,0.0074,,,,,2.667,0.023,0.023,0.0,27.01,0.79,0.72,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.4315245841874509,0.012520211730625341,0.011733998081088215,0.895809150169131,0.007931790452407661,0.008079352881100621,50.635955604688654,0.023,0.0074,0.755,0.069,0.145,0.012127104905856778,0.008005571666754141,5.759599332220368,1.843142239735604
EPIC211515163,1.05,0.026,0.026,8.979,0.075,0.075,4758.0,52.81098370604357,52.81098370604357,-0.388,0.0146,0.0146,,,,,2.547,0.04,0.04,0.0,37.22617,1.9143,0.81459,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.570848356298188,0.021777680076961348,0.009608831706638066,0.9532279715598538,0.0036125185993796105,0.003642820233201949,52.81098370604357,0.04,0.0146,1.364445,0.026,0.075,0.015693255891799707,0.0036276694162907797,2.4761904761904763,0.835282325425994
EPIC211518350,1.308,0.061,0.061,8.743,0.131,0.131,4784.0,50.635955604688654,50.635955604688654,-0.1621,0.0073,0.0073,,,,,2.541,0.023,0.023,0.0,36.07284,2.40231,1.09956,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.5571803354920515,0.027999986164039203,0.013443970580570008,0.9416604783883924,0.006458945992143694,0.006556457236942759,50.635955604688654,0.023,0.0073,1.7509350000000001,0.061,0.131,0.020721978372304606,0.0065077016145432265,4.663608562691131,1.498341530367151
EPIC211520807,1.149,0.058,0.058,17.123,0.285,0.285,4582.0,50.635955604688654,50.635955604688654,-0.4921,0.0085,0.0085,,,,,1.957,0.026,0.026,0.0,115.8,14.8,8.2,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,2.0637085593914173,0.05223461754763781,0.03189628806104672,1.2335798566790162,0.007169021339069825,0.007289351495599616,50.635955604688654,0.026,0.0085,11.5,0.058,0.285,0.04206545280434226,0.007229186417334721,5.04786771105309,1.6644279623897678
EPIC211521356,1.173,0.078,0.078,11.817,0.249,0.249,4473.0,51.419840528729765,51.419840528729765,0.1274,0.0138,0.0138,,,,,2.297,0.032,0.032,0.0,52.26,2.39,2.13,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.7181694053913068,0.0194207608944148,0.018071700778253152,1.0725072355288041,0.009056085451581541,0.009248955578348594,51.419840528729765,0.032,0.0138,2.26,0.078,0.249,0.018746230836333977,0.009152520514965068,6.649616368286445,2.107133790302107
EPIC211530141,1.226,0.063,0.063,6.521,0.11,0.11,4719.0,51.419840528729765,51.419840528729765,0.0937,0.0111,0.0111,,,,,2.81,0.029,0.029,0.0,18.99866,1.91411,0.66407,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.27872297068292,0.041688590400652537,0.015451768015884992,0.8143142002074596,0.0072648277045492815,0.0073884233237278,51.419840528729765,0.029,0.0111,1.28909,0.063,0.11,0.028570179208268764,0.007326625514138541,5.138662316476346,1.686857843888974
EPIC211532901,1.125,0.051,0.051,7.552,0.11,0.11,4838.0,51.419840528729765,51.419840528729765,-0.3911,0.0098,0.0098,,,,,2.698,0.031,0.031,0.0,29.28,2.23,1.89,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.4665710723863543,0.03187733078764543,0.02897904013239283,0.8780619812900126,0.006280166357046313,0.006372315604497358,51.419840528729765,0.031,0.0098,2.06,0.051,0.11,0.03042818546001913,0.006326240980771836,4.533333333333333,1.4565677966101696
EPIC211535748,1.095,0.046,0.046,6.412,0.086,0.086,4949.0,50.99019513592785,50.99019513592785,-0.4705,0.0077,0.0077,,,,,2.92,0.027,0.027,0.0,18.97,0.72,0.68,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.2780673308886625,0.016178385249455696,0.015853625412245664,0.8069935136821073,0.005786193326856703,0.005864326102403283,50.99019513592785,0.027,0.0077,0.7,0.046,0.086,0.01601600533085068,0.005825259714629993,4.200913242009133,1.341235184029944
EPIC211539185,1.094,0.066,0.066,7.257,0.139,0.139,4830.0,51.66236541235796,51.66236541235796,-0.4027,0.0111,0.0111,,,,,2.77,0.033,0.033,0.0,25.82245,1.51279,1.0181,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.4119974451729496,0.024725446122783934,0.017469594373691777,0.8607571230815421,0.008239779405593395,0.008399139413714951,51.66236541235796,0.033,0.0111,1.2654450000000002,0.066,0.139,0.021097520248237855,0.008319459409654173,6.03290676416819,1.9153920352762854
EPIC211540612,1.624,0.099,0.099,10.525,0.206,0.206,4800.0,51.419840528729765,51.419840528729765,-0.3093,0.0101,0.0101,,,,,2.557,0.03,0.03,0.0,45.17,2.47,1.96,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.6548500905613943,0.02312166224934553,0.01926582425016421,1.022222104507706,0.00841809036092589,0.008584492054174442,51.419840528729765,0.03,0.0101,2.215,0.099,0.206,0.02119374324975487,0.008501291207550166,6.096059113300492,1.9572446555819474
EPIC211545519,1.005,0.062,0.062,9.334,0.188,0.188,4808.0,52.49761899362675,52.49761899362675,-0.5127,0.0137,0.0137,,,,,2.419,0.04,0.04,0.0,39.63,2.19,2.65,0.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.5980240723341896,0.023359956147463334,0.030057165511035322,0.9700677965491371,0.0086603805893547,0.008836599504474019,52.49761899362675,0.04,0.0137,2.42,0.062,0.188,0.026708560829249328,0.008748490046914359,6.169154228855723,2.014141847010928
EPIC211548983,1.039,0.029,0.029,8.365,0.077,0.077,4646.0,50.48762224545735,50.48762224545735,-0.0569,0.0073,0.0073,,,,,2.616,0.022,0.022,0.0,29.37267,1.44665,0.5665,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.4679434260448403,0.020879626134261864,0.008457906689737449,0.9224659452984133,0.003979402519976083,0.004016202897255461,50.48762224545735,0.022,0.0073,1.006575,0.029,0.077,0.014668766411999656,0.003997802708615772,2.7911453320500486,0.9205020920502092
EPIC211553499,1.007,0.07,0.07,7.9,0.175,0.175,4560.0,50.48762224545735,50.48762224545735,-0.0396,0.0075,0.0075,,,,,2.613,0.022,0.022,0.0,24.3113,0.68578,1.07552,1.0,rgb,,,,,,,Schonhut-Stasik24,A,3,1.3858081825262323,0.012081097587713474,0.0196509266706697,0.8976270912904415,0.00951543971269908,0.009728603193569163,50.48762224545735,0.022,0.0075,0.8806499999999999,0.07,0.175,0.015866012129191587,0.009622021453134122,6.95134061569017,2.2151898734177213
