ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	Fe/H	eFe/H1	eFe/H2	Ref	M/H	eM/H1	eM/H2	logg	elogg1	elogg2	logg_from_M,R	L	eL1	eL2	L_from_SB	class	type	orbit_a(Rsol)	eOrbit_a	R/a	detached	well_detached	source	mode	database	logL	elogL1	elogL2	logTeff	elogTeff1	elogTeff2
KIC7938112	1.37	0.13	0.17	1.84	0.07	0.09	6520.0	70.0	70.0	-0.22	0.15	0.15	NA	NA	NA	NA	4.043	0.018	0.02	NA	7.203	0.779587287	0.779587287	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.8575134147766897	0.04463026132989878	0.04974758785519173	3.81424759573192	0.004637818862089471	0.004687881096652635
KIC8174170	1.25	0.13	0.2	2.18	0.12	0.16	5983.0	64.0	64.0	-0.04	0.15	0.15	NA	NA	NA	NA	3.859	0.016	0.016	NA	2.899	0.668392809	0.668392809	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1	0.46224821535499744	0.09010271719295032	0.11382511741589096	3.7769190028420465	0.004620965763895146	0.00467066287019291
KIC8377423	1.21	0.19	0.14	1.99	0.12	0.11	6059.0	57.0	57.0	0.24	0.15	0.15	NA	NA	NA	NA	3.928	0.032	0.031	NA	6.765	0.601312885	0.601312885	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.8302678009336417	0.03698236068586058	0.04042721626004275	3.7824009524965296	0.004066524243752756	0.004104961407696006
KIC8391021	1.26	0.1	0.11	1.54	0.05	0.05	6250.0	51.0	51.0	-0.22	0.2	0.15	NA	NA	NA	NA	4.163	0.01	0.011	NA	2.947	0.251913091	0.251913091	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.46938013584992516	0.03562230535583105	0.038807361321397504	3.7958800173440754	0.0035294622710515533	0.0035583809925019416
KIC8420801	1.35	0.1	0.19	1.74	0.06	0.08	6506.0	73.0	73.0	0.07	0.15	0.15	NA	NA	NA	NA	4.08	0.017	0.02	NA	4.674	0.408550153	0.408550153	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.6696887080562082	0.03639296475582299	0.039723868152315656	3.813314058945835	0.004845827451350537	0.00490050754546667
KIC8435400	1.5	0.13	0.21	2.34	0.12	0.13	6322.0	59.0	59.0	0.14	0.15	0.1	NA	NA	NA	NA	3.863	0.016	0.016	NA	9.416	0.822782257	0.822782257	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.9738664498353783	0.03638185734019672	0.03971063334311309	3.800854491503561	0.004034253118830211	0.004072079802253548
KIC8491374	1.38	0.14	0.19	1.95	0.09	0.1	6520.0	65.0	65.0	0.0	0.15	0.1	NA	NA	NA	NA	3.988	0.023	0.023	NA	5.685	0.476353911	0.476353911	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.7547304690237535	0.03494568656075414	0.03800561952271986	3.81424759573192	0.004308183565882473	0.004351349129481097
KIC8516041	1.09	0.13	0.12	1.3	0.06	0.06	6214.0	65.0	65.0	0.18	0.15	0.15	NA	NA	NA	NA	4.246	0.018	0.019	NA	2.381	0.22232026	0.22232026	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.37675939540487985	0.03876820282159943	0.04257117987365672	3.7933712489189557	0.004519234139393369	0.004566755874307216
KIC8981766	1.38	0.11	0.09	1.82	0.05	0.05	6237.0	72.0	72.0	-0.18	0.25	0.25	NA	NA	NA	NA	4.059	0.014	0.015	NA	14.37	1.342844371	1.342844371	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	1.1574567681342256	0.038798040891442565	0.04260716665633946	3.794975744051132	0.00498478335485153	0.005042663119381174
KIC9273544	1.14	0.12	0.12	1.55	0.07	0.07	6125.0	55.0	55.0	-0.22	0.15	0.15	NA	NA	NA	NA	4.112	0.013	0.013	NA	3.128	0.271690736	0.271690736	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.49526674438781043	0.03617266743164599	0.039461515941530856	3.78710609303657	0.003882382052245781	0.003917401961312628
KIC9402223	1.46	0.25	0.13	2.6	0.15	0.11	6350.0	52.0	52.0	-0.08	0.2	0.15	NA	NA	NA	NA	3.776	0.016	0.016	NA	11.16	0.975636586	0.975636586	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	1.04766419460156	0.0363983679811688	0.03973030652087939	3.8027737252919755	0.0035419445161379848	0.0035710689914503213
KIC9715099	1.37	0.15	0.17	2.49	0.1	0.11	6225.0	53.0	53.0	-0.22	0.4	0.3	NA	NA	NA	NA	3.78	0.019	0.019	NA	9.337	0.806574527	0.806574527	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.9702073588068546	0.035983665597979386	0.03923666574391993	3.794139355767774	0.003681955596249953	0.0037134383766632695
KIC9762786	1.38	0.14	0.19	1.96	0.1	0.12	6482.0	52.0	52.0	0.06	0.15	0.15	NA	NA	NA	NA	3.99	0.014	0.014	NA	6.917	0.598725134	0.598725134	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.839917775678681	0.036053112970417134	0.03931926044217693	3.811709026696191	0.0034701034432274014	0.0034980537719691007
KIC9768011	1.35	0.16	0.16	2.02	0.13	0.13	6630.0	68.0	68.0	-0.26	0.2	0.15	NA	NA	NA	NA	3.955	0.023	0.024	NA	6.611	0.560297443	0.560297443	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1	0.8202671571609645	0.035330578891805686	0.03846135293595998	3.821513528404773	0.0044316147990750565	0.004477302354744417
KIC4932691_A	1.597	0.024	0.024	1.75	0.01	0.01	7580.0	450.0	450.0	-0.4937	0.0108	0.0108	APOGEE2_DR17	-0.082	0.013	0.013	4.155	0.003	0.003	0.0	9.12	0.77	0.71	0.0	MS	NA	43.0	0.21	0.041108762	True	True	CakirliApr25	EB	3	0.9599948383284161	0.03520145326876323	0.03519884253050398	3.8796692056320534	0.02504633964662739	0.026579675780187717
KIC4932691_B	1.565	0.027	0.027	1.652	0.009	0.009	6935.0	1200.0	1200.0	-0.4937	0.0108	0.0108	APOGEE2_DR17	-0.082	0.013	0.013	4.196	0.004	0.004	0.0	7.21	1.05	0.92	0.0	MS	NA	43.0	0.21	0.038806671	True	True	CakirliApr25	EB	3	0.857935264719429	0.05904478260095314	0.059284619274160066	3.8410464654093035	0.06931109186357398	0.08251304317201713
TIC278683641_A	1.273	0.007	0.007	1.612	0.003	0.003	5940.0	110.0	110.0	0.2907	0.0039	0.0039	APOGEE2_DR17	0.246	0.013	0.013	4.128	0.001	0.001	0.0	2.92	0.14	0.14	0.0	MS	F/G	13.5	0.021	0.119116234	True	True	CakirliDec25	EB	3	0.4653828514484183	0.02033857503316172	0.02133805553034207	3.7737864449811935	0.007968929671275493	0.008117890222179458
TIC278683641_B	0.589	0.002	0.002	0.585	0.001	0.001	3653.0	97.0	97.0	0.2907	0.0039	0.0039	APOGEE2_DR17	0.246	0.013	0.013	4.674	0.001	0.001	0.0	0.06	0.01	0.01	0.0	MS	M	13.5	0.021	0.043227666	True	True	CakirliDec25	EB	3	-1.2218487496163564	0.06694678963061307	0.07918124604762489	3.5626496722119168	0.01138159551580209	0.011687919913740519
47_Tuc-V69 A	0.876	0.005	0.005	1.316	0.005	0.005	5945.0	150.0	150.0	-0.71	0.1	0.1	NA	NA	NA	NA	4.143	0.003	0.003	NA	1.941	0.217	0.217	NA	MS	G	48.3	0.01	0.027246377	True	True	eker14	EB	1	0.28802553538836284	0.046025904958528985	0.05148827389966887	3.7741518589547103	0.010821850999690241	0.011098418655095532
47_Tuc-V69 B	0.859	0.006	0.006	1.163	0.006	0.006	5959.0	150.0	150.0	-0.71	0.1	0.1	NA	NA	NA	NA	4.242	0.003	0.003	NA	1.531	0.171	0.171	NA	MS	G	48.3	0.01	0.024078675	True	True	eker14	EB	1	0.18497519069826102	0.045984365050308035	0.05143628232804354	3.775173385424787	0.010796739707222613	0.01107200894855831
AD_Boo A	1.414	0.009	0.009	1.614	0.014	0.014	6575.0	120.0	120.0	0.1	0.15	0.15	NA	NA	NA	NA	4.173	0.008	0.008	NA	4.375	0.356	0.356	NA	MS	F	9.41	0.02	0.17151966	True	True	eker14	EB	1	0.640978057358332	0.033974890690233295	0.03686005116629709	3.8178957571617955	0.007854824186232179	0.007999510559356438
AD_Boo B	1.209	0.006	0.006	1.218	0.01	0.01	6145.0	120.0	120.0	0.1	0.15	0.15	NA	NA	NA	NA	4.351	0.007	0.007	NA	1.901	0.164	0.164	NA	MS	F	9.41	0.02	0.129436769	True	True	eker14	EB	1	0.27898211686544316	0.035937939126976626	0.0391822984183445	3.788521887222473	0.00839918810769591	0.008564835975567231
BG_Ind A	1.428	0.008	0.008	2.29	0.017	0.017	6353.0	270.0	270.0	-0.2	0.1	0.1	NA	NA	NA	NA	3.865057243	0.006891794	0.006891794	NA	7.907	1.621	1.621	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.8980117387975016	0.08099000967721948	0.09963736211594043	3.8029788553352617	0.018075899711626597	0.018861038872338476
BG_Ind B	1.293	0.008	0.008	1.68	0.038	0.039	6653.0	233.0	233.0	-0.2	0.1	0.1	NA	NA	NA	NA	4.090979961	0.019829556	0.020341925	NA	5.117	0.881	0.881	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.7090154169721172	0.06899104445139115	0.08205946553666987	3.8230175234460493	0.014949494922605222	0.015482495377196148
BW_Aqr A	1.479	0.02	0.02	2.057	0.04	0.04	6350.0	100.0	100.0	-0.07	0.11	0.11	NA	NA	NA	NA	3.981	0.019	0.019	NA	6.18	0.488	0.488	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.7909884750888159	0.03300711606715179	0.03572358367656914	3.8027737252919755	0.006785989343291998	0.006893707947900118
BW_Aqr B	1.377	0.02	0.02	1.788	0.04	0.04	6450.0	100.0	100.0	-0.07	0.11	0.11	NA	NA	NA	NA	4.075	0.022	0.022	NA	4.966	0.417	0.417	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.6960067152185455	0.035017664597142395	0.03809077838859032	3.8095597146352675	0.00668158535651564	0.006785989343291998
CD_Tau A	1.441	0.016	0.016	1.798	0.017	0.017	6200.0	50.0	50.0	0.08	0.15	0.15	NA	NA	NA	NA	4.087	0.01	0.01	NA	4.285	0.171	0.171	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.631950826259217	0.016994355906455594	0.01768653890051175	3.792391689498254	0.003488327845821537	0.003516573722837091
CD_Tau B	1.366	0.016	0.016	1.584	0.02	0.02	6200.0	50.0	50.0	0.08	0.15	0.15	NA	NA	NA	NA	4.174	0.012	0.012	NA	3.327	0.141	0.141	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.5220528008688224	0.018026287935350216	0.018807029403709707	3.792391689498254	0.003488327845821537	0.003516573722837091
CO_And A	1.289	0.007	0.007	1.727	0.021	0.021	6140.0	130.0	130.0	0.01	0.15	0.15	NA	NA	NA	NA	4.074	0.011	0.011	NA	3.802	0.367	0.367	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.5800121125294243	0.04001978259687311	0.04408537113385502	3.788168371141168	0.009099169689548603	0.009293899138428152
CO_And B	1.264	0.007	0.007	1.694	0.017	0.017	6170.0	130.0	130.0	0.01	0.15	0.15	NA	NA	NA	NA	4.082	0.009	0.009	NA	3.733	0.351	0.351	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.5720579899263045	0.03902774348856808	0.04288438666458161	3.7902851640332416	0.009055385420340123	0.00924822541210979
EF_Aqr A	1.244	0.008	0.008	1.338	0.012	0.012	6150.0	65.0	65.0	0.0	0.1	0.1	NA	NA	NA	NA	4.28	0.007	0.007	NA	2.301	0.108	0.108	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.36191661866864344	0.01992018132969997	0.020877986991120534	3.788875115775417	0.004566017202246808	0.004614533209332805
EF_Aqr B	0.946	0.006	0.006	0.956	0.012	0.012	5185.0	110.0	110.0	0.0	0.1	0.1	NA	NA	NA	NA	4.453	0.011	0.011	NA	0.593	0.057	0.057	NA	MS	K	NA	NA	NA	True	True	eker14	EB	1	-0.22694530663573742	0.039858663278593	0.04388990367149265	3.7147487607250596	0.009117203718444156	0.009312714139809053
EK_Cep A	2.024	0.02	0.02	1.579	0.015	0.015	9000.0	200.0	200.0	0.07	0.05	0.05	NA	NA	NA	NA	4.35	0.015	0.015	NA	14.689	1.454	1.454	NA	MS	A	NA	NA	NA	True	True	eker14	EB	1	1.1669922308301102	0.04099201593604618	0.04526828519274306	3.9542425094393248	0.009545317906230366	0.009759837289156081
EK_Cep B	1.122	0.01	0.01	1.315	0.015	0.015	5700.0	190.0	190.0	0.07	0.05	0.05	NA	NA	NA	NA	4.251	0.015	0.015	NA	1.641	0.256	0.256	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1	0.21510858105309322	0.06295874983556937	0.07365880765262586	3.7558748556724915	0.014240439114610037	0.01472325682070652
EW_Ori A	1.173	0.011	0.011	1.169	0.005	0.005	6070.0	95.0	95.0	0.05	0.09	0.09	NA	NA	NA	NA	4.372	0.005	0.005	NA	1.667	0.111	0.111	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.22193559982800534	0.027996156806189554	0.02992600717433519	3.7831886910752575	0.0067443898564931715	0.006850781455082
EW_Ori B	1.123	0.009	0.009	1.098	0.005	0.005	5900.0	95.0	95.0	0.05	0.09	0.09	NA	NA	NA	NA	4.408	0.005	0.005	NA	1.312	0.091	0.091	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1	0.11793383503964149	0.02912383598871844	0.03121817109475898	3.7708520116421442	0.006937175792723238	0.00704978756755148
GX_Gem A	1.488	0.011	0.011	2.334	0.012	0.012	6194.0	100.0	100.0	-0.12	0.1	0.1	NA	NA	NA	NA	3.887	0.004	0.004	NA	7.194	0.497	0.497	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.8569704334824924	0.029012377872480677	0.03109013454631282	3.791971201020768	0.006955537556433633	0.007068751134112983
GX_Gem B	1.467	0.01	0.01	2.244	0.012	0.012	6166.0	100.0	100.0	-0.12	0.1	0.1	NA	NA	NA	NA	3.904	0.005	0.005	NA	6.531	0.467	0.467	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.8149796837607568	0.029994254386130792	0.03222049113675962	3.7900035203904894	0.006986870155197167	0.0071011144158448225
HS_Aur A	0.898	0.019	0.019	1.005	0.023	0.023	5350.0	70.0	70.0	-0.01	0.01	0.01	NA	NA	NA	NA	4.39	0.02	0.02	NA	0.743	0.055	0.055	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1	-0.1290111862394247	0.03101407759015415	0.03340037552506403	3.7283537820212285	0.005645504517158617	0.005719859487416379
HS_Aur B	0.877	0.017	0.017	0.874	0.03	0.03	5200.0	72.0	72.0	-0.01	0.01	0.01	NA	NA	NA	NA	4.5	0.03	0.03	NA	0.501	0.048	0.048	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1	-0.30016227413275426	0.039734618582846215	0.043739523854413875	3.716003343634799	0.005972057951154408	0.006055327124038001
HW_CMa A	1.779	0.012	0.012	1.668	0.021	0.021	7700.0	150.0	150.0	0.28	0.1	0.1	NA	NA	NA	NA	4.247	0.011	0.011	NA	8.79	0.782	0.782	NA	MS	A	NA	NA	NA	True	True	eker14	EB	1	0.9439888750737718	0.03701381486762789	0.040464810602509615	3.886490725172482	0.00837893157277092	0.008543773543293387
HW_CMa B	1.719	0.011	0.011	1.649	0.018	0.018	7560.0	150.0	150.0	0.33	0.1	0.1	NA	NA	NA	NA	4.242	0.01	0.01	NA	7.98	0.71	0.71	NA	MS	A	NA	NA	NA	True	True	eker14	EB	1	0.9020028913507294	0.0370168850979371	0.040468480491691605	3.8785217955012063	0.008532582549750423	0.008703587521878386
IM_Vir A	0.981	0.012	0.012	1.062	0.016	0.016	5570.0	100.0	100.0	-0.1	0.25	0.25	NA	NA	NA	NA	4.379	0.014	0.014	NA	0.975	0.082	0.082	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1	-0.010995384301463193	0.035070371608889435	0.038153156809990374	3.745855195173729	0.007727863719177552	0.007867868840297998
KIC_6131659 A	0.922	0.007	0.007	0.88	0.003	0.003	5660.0	140.0	140.0	-0.21	0.1	0.1	NA	NA	NA	NA	4.505765577	0.004431697	0.004431697	NA	0.713	0.078	0.078	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1	-0.14691047014813446	0.04508695364581097	0.05031580455988985	3.7528164311882715	0.010611562374665873	0.01087735345907248
KIC_6131659 B	0.685	0.005	0.005	0.64	0.006	0.006	4780.0	105.0	105.0	-0.21	0.1	0.1	NA	NA	NA	NA	4.653330624	0.008738301	0.008738301	NA	0.192	0.019	0.019	NA	MS	K	NA	NA	NA	True	True	eker14	EB	1	-0.7166987712964504	0.04098122659414305	0.045255125574754085	3.6794278966121188	0.009436671442673017	0.009646281403582257
LV_Her A	1.192	0.01	0.01	1.358	0.012	0.012	6060.0	150.0	150.0	0.08	0.21	0.21	NA	NA	NA	NA	4.249	0.008	0.008	NA	2.234	0.25	0.25	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.3490831687795902	0.046068422724952374	0.0515415009614304	3.782472624166286	0.010618976010293935	0.01088514328503054
LV_Her B	1.169	0.008	0.008	1.313	0.011	0.011	6030.0	150.0	150.0	0.08	0.21	0.21	NA	NA	NA	NA	4.27	0.008	0.008	NA	2.046	0.229	0.229	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.3109056293761413	0.04607577161698989	0.05155070206810708	3.780317312140151	0.010671162948664659	0.010939986064012697
RS_Cha A	1.893	0.01	0.01	2.168	0.061	0.061	7638.0	76.0	76.0	0.17	0.07	0.07	NA	NA	NA	NA	4.05	0.06	0.06	NA	14.355	1.062	1.062	NA	MS	A	NA	NA	NA	True	True	eker14	EB	1	1.1570031968325247	0.03099667557231056	0.033380192081250426	3.882979654037299	0.004299980492723954	0.004342981010782232
RS_Cha B	1.871	0.01	0.01	2.379	0.06	0.06	7228.0	72.0	72.0	0.17	0.07	0.07	NA	NA	NA	NA	3.936	0.06	0.06	NA	13.868	0.958	0.958	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	1.142013832984359	0.029010162801364148	0.03108759071793865	3.8590181438888944	0.004304716231561478	0.004347811993559159
SW_CMa A	2.24	0.014	0.014	3.015	0.02	0.02	8200.0	150.0	150.0	0.49	0.15	0.15	NA	NA	NA	NA	3.83	0.007	0.007	NA	36.898	3.005	3.005	NA	MS	A	NA	NA	NA	True	True	eker14	EB	1	1.567002826524815	0.03400272165485507	0.03689281490837537	3.9138138523837167	0.007872623099885345	0.008017972015847974
SW_CMa B	2.105	0.018	0.018	2.496	0.042	0.042	8100.0	150.0	150.0	0.61	0.15	0.15	NA	NA	NA	NA	3.967	0.015	0.015	NA	24.099	2.143	2.143	NA	MS	A	NA	NA	NA	True	True	eker14	EB	1	1.381999021683067	0.03699790947268111	0.040445799573489705	3.90848501887865	0.007968929671275049	0.008117890222179458
UX_Men A	1.235	0.006	0.006	1.349	0.013	0.013	6200.0	100.0	100.0	0.04	0.1	0.1	NA	NA	NA	NA	4.272	0.003	0.003	NA	2.415	0.173	0.173	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.38291713508753095	0.030047136909131855	0.0322815268285766	3.792391689498254	0.006948859955327791	0.007061854487486752
UX_Men B	1.196	0.007	0.007	1.275	0.013	0.013	6150.0	100.0	100.0	0.04	0.1	0.1	NA	NA	NA	NA	4.306	0.01	0.01	NA	2.089	0.155	0.155	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.3199384399803086	0.03108441260381517	0.03348197023332572	3.788875115775417	0.007004901568658628	0.007119741122947776
V1130_Tau A	1.392	0.008	0.008	1.784	0.011	0.011	6625.0	70.0	70.0	-0.25	0.1	0.1	NA	NA	NA	NA	4.08	0.006	0.006	NA	5.508	0.26	0.26	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.740993931584886	0.020031320126486563	0.021000105217282128	3.8211858826088454	0.004564698739182305	0.004613186582742124
V1130_Tau B	1.306	0.008	0.008	1.49	0.01	0.01	6650.0	70.0	70.0	-0.25	0.1	0.1	NA	NA	NA	NA	4.208	0.006	0.006	NA	3.899	0.184	0.184	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.5909532351879857	0.02002614473501141	0.020994417091391604	3.8228216453031045	0.004547627750720817	0.00459575168914883
V1229_Tau A	2.221	0.027	0.027	1.844	0.037	0.037	10025.0	620.0	620.0	0.06	0.05	0.05	NA	NA	NA	NA	4.253	0.019	0.019	NA	30.832	10.283	10.283	NA	MS	B	NA	NA	NA	True	True	eker14	EB	1	1.4890016973113778	0.12499859728380192	0.1762110051649357	4.00108438129222	0.02606128448212175	0.02772558140582193
V1229_Tau B	1.565	0.015	0.015	1.587	0.042	0.042	7262.0	380.0	380.0	0.06	0.05	0.05	NA	NA	NA	NA	4.231	0.024	0.024	NA	6.295	1.74	1.74	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.7989957344438814	0.10599014665548201	0.1405073531348644	3.8610562445768735	0.02215078877551635	0.023341576291961985
V505_Per A	1.272	0.001	0.001	1.288	0.014	0.014	6512.0	21.0	21.0	-0.12	0.03	0.03	NA	NA	NA	NA	4.32	0.01	0.01	NA	2.679	0.069	0.069	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.4279727136082088	0.011044014779303946	0.01133220626992787	3.813714391881145	0.0013982663086675728	0.0014027827500209256
V505_Per B	1.254	0.001	0.001	1.267	0.014	0.014	6462.0	12.0	12.0	-0.12	0.03	0.03	NA	NA	NA	NA	4.33	0.01	0.01	NA	2.512	0.059	0.059	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.40001963506515853	0.010082441577702106	0.010322086858772839	3.8103669536816254	0.0008057413849287265	0.0008072390463578216
V565_Lyr A	0.995	0.003	0.003	1.101	0.007	0.007	5600.0	95.0	95.0	0.28	0.05	0.05	NA	NA	NA	NA	4.352	0.005	0.005	NA	1.072	0.079	0.079	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1	0.03019478535675124	0.03088053827304057	0.03324553686137002	3.7481880270062002	0.007305701408919063	0.007430703698429575
V565_Lyr B	0.929	0.003	0.003	0.971	0.009	0.009	5430.0	125.0	125.0	0.28	0.05	0.05	NA	NA	NA	NA	4.432	0.008	0.008	NA	0.736	0.077	0.077	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1	-0.13312218566250114	0.043212731256569284	0.047992399743488984	3.734799829588847	0.009884233688039146	0.010114441351487535
V568_Lyr A	1.075	0.008	0.008	1.4	0.016	0.016	5665.0	100.0	100.0	0.28	0.05	0.05	NA	NA	NA	NA	4.178	0.01	0.01	NA	1.811	0.143	0.143	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1	0.2579184503140584	0.03300610906869583	0.03572240401233853	3.753199914199416	0.007599397431301558	0.007734745528689135
V568_Lyr B	0.827	0.004	0.004	0.768	0.006	0.006	4900.0	100.0	100.0	0.28	0.05	0.05	NA	NA	NA	NA	4.586	0.008	0.008	NA	0.305	0.028	0.028	NA	MS	K	NA	NA	NA	True	True	eker14	EB	1	-0.5157001606532142	0.038144394159534134	0.04182007028233725	3.690196080028514	0.008773924307504899	0.008954842652926676
V636_Cen A	1.052	0.005	0.005	1.024	0.004	0.004	5900.0	85.0	85.0	-0.2	0.08	0.08	NA	NA	NA	NA	4.444	0.004	0.004	NA	1.14	0.07	0.07	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1	0.05690485133647256	0.025880518979977514	0.02752107365126298	3.7708520116421442	0.006212143100285061	0.0063022925776770045
V636_Cen B	0.854	0.003	0.003	0.835	0.004	0.004	5000.0	100.0	100.0	-0.2	0.08	0.08	NA	NA	NA	NA	4.532	0.005	0.005	NA	0.391	0.034	0.034	NA	MS	K	NA	NA	NA	True	True	eker14	EB	1	-0.40782324260413316	0.03621217265444476	0.03950854128367365	3.6989700043360187	0.008600171761917519	0.008773924307504899
VZ_Cep A	1.402	0.015	0.015	1.558	0.012	0.012	6670.0	160.0	160.0	0.06	0.09	0.09	NA	NA	NA	NA	4.213	0.008	0.008	NA	4.315	0.46	0.46	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.6349808000512285	0.043992575868536665	0.04895641766425263	3.824125833916549	0.010294869764983616	0.01054484534835698
VZ_Cep B	1.108	0.008	0.008	1.058	0.04	0.04	5720.0	120.0	120.0	0.06	0.09	0.09	NA	NA	NA	NA	4.446	0.033	0.033	NA	1.076	0.137	0.137	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1	0.0318122713303704	0.052048529536202606	0.05914667906425945	3.7573960287930244	0.009016818319375286	0.009208001786824127
WZ_Oph A	1.227	0.007	0.007	1.401	0.012	0.012	6165.0	100.0	100.0	-0.27	0.07	0.07	NA	NA	NA	NA	4.234	0.008	0.008	NA	2.547	0.182	0.182	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.40602894496361513	0.02997459070628139	0.03219779988978472	3.7899330809317506	0.006987994398418351	0.00710227572915878
WZ_Oph B	1.22	0.006	0.006	1.419	0.012	0.012	6115.0	100.0	100.0	-0.27	0.07	0.07	NA	NA	NA	NA	4.221	0.008	0.008	NA	2.529	0.181	0.181	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.40294882934440474	0.030020461530000986	0.03225073676882789	3.7863964613723042	0.007044671605359376	0.007160829696440718
YZ_Cas A	2.308	0.01	0.01	2.547	0.03	0.03	9200.0	300.0	300.0	0.1	0.06	0.06	NA	NA	NA	NA	3.995	0.01	0.01	NA	41.687	6.397	6.397	NA	MS	A	NA	NA	NA	True	True	eker14	EB	1	1.6200006423000677	0.06199994618025695	0.07234898394009859	3.963787827345555	0.013935777943292482	0.014397820700642328
YZ_Cas B	1.347	0.01	0.01	1.359	0.02	0.02	6700.0	250.0	250.0	0.1	0.06	0.06	NA	NA	NA	NA	4.307	0.013	0.013	NA	3.342	0.603	0.603	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.5240064455573725	0.07204056198806663	0.08641441330341115	3.8260748027008264	0.015910001889287262	0.016515088065558903
2MASS_J05282082+0338327_A	1.366	0.011	0.011	1.835	0.01	0.01	5103.0	26.0	26.0	0.025	0.275	0.275	LAMOST_DR11	NA	NA	NA	4.047	0.006	0.006	0.0	2.05716	0.04786	0.04723	1.0	MS	K1V	NA	NA	NA	NA	NA	Eker14+18	EB	3	0.3132680711865958	0.00998815527885627	0.01008713871292749	3.7078255683322316	0.002207130733522078	0.002218404927626594
2MASS_J05282082+0338327_B	1.327	0.008	0.008	1.735	0.01	0.01	4751.0	26.0	26.0	0.025	0.275	0.275	LAMOST_DR11	NA	NA	NA	4.083	0.006	0.006	0.0	1.38176	0.03443	0.03394	1.0	MS	K3V	NA	NA	NA	NA	NA	Eker14+18	EB	3	0.140432616318118	0.010688907103449302	0.010800719835785288	3.6767850304192056	0.0023702108641483477	0.0023832175739237904
KIC10935310_B	0.376	0.017	0.017	0.3475	0.0081	0.0081	3460.0	210.0	210.0	-0.281	0.029	0.029	LAMOST_DR11	NA	NA	NA	4.932	0.028	0.028	0.0	0.01559	0.00421	0.00353	1.0	MS	M3V	11.03	0.21	0.031504986	True	True	Eker14+18	EB	3	-1.8071538848111584	0.1038190750726895	0.11149880738470919	3.5390760987927767	0.02558996545931258	0.0271927378139023
