ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	Fe/H	eFe/H1	eFe/H2	Ref	M/H	eM/H1	eM/H2	logg	elogg1	elogg2	logg_from_M,R	L	eL1	eL2	L_from_SB	class	type	orbit_a(Rsol)	eOrbit_a	R/a	detached	well_detached	source	mode	database	logL	elogL1	elogL2	logR	elogR1	elogR2
KIC9838432	1.3806	0.0581	0.0581	14.0778	0.2641	0.2641	4393.031	43.2044	43.2044	0.1345	0.058	0.058	NA	NA	NA	NA	2.2774	0.0043	0.0043	0.0	66.17	4.37	5.31	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.8206611346435955	0.02777432068787533	0.03632918662144724	1.1485347909912975	0.008071899033305519	0.008224771039667456
KIC9843508	1.4262	0.3411	0.3411	32.8356	3.7717	3.7717	4188.717	37.8907	37.8907	-0.2904	0.058	0.058	NA	NA	NA	NA	1.5331	0.0128	0.0128	0.0	225.9	13.9	13.0	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.353916230920363	0.025932947842466803	0.02574056948204051	1.5163449564941287	0.04722274183993158	0.052991065911521806
KIC9843910	1.4554	0.0558	0.0558	9.8359	0.1701	0.1701	4851.694	53.0894	53.0894	-0.3495	0.058	0.058	NA	NA	NA	NA	2.6172	0.0042	0.0042	0.0	48.29437	6.29862	2.6582	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.683896505069376	0.0532403757348523	0.02458731581008955	0.9928141046875661	0.007446393859824263	0.007576300000470604
KIC9845323	1.6851	0.0675	0.0675	32.588	0.5855	0.5855	4062.0283	35.5385	35.5385	0.0404	0.058	0.058	NA	NA	NA	NA	1.6139	0.0037	0.0037	0.0	260.48451	9.73776	12.92244	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.415781902600835	0.0159392353477954	0.022097797194458924	1.5130577076386051	0.007733586928743819	0.007873801387592971
KIC9846098	1.7538	0.0683	0.0683	10.9384	0.1924	0.1924	4994.493	50.4598	50.4598	-0.4846	0.058	0.058	NA	NA	NA	NA	2.6058	0.0041	0.0041	0.0	67.07612	35.55761	3.54949	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.8265679330138807	0.18472217966733195	0.02361211579011857	1.0389538007918133	0.00757257855634208	0.0077069645591381075
KIC9847159	1.2529	0.3086	0.3086	12.2312	1.4253	1.4253	4503.7383	43.9602	43.9602	0.0541	0.058	0.058	NA	NA	NA	NA	2.3593	0.0154	0.0154	0.0	56.37	3.45	2.87	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.751048034820188	0.025798373875111302	0.022694252798959536	1.08746906765054	0.04787034139826796	0.0538081234783776
KIC9847922	1.566	0.0604	0.0604	9.3237	0.1617	0.1617	4645.4756	43.3015	43.3015	0.2835	0.058	0.058	NA	NA	NA	NA	2.6954	0.0039	0.0039	0.0	37.45	1.79	1.85	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.5734518220354854	0.020277176672425457	0.02200182406261031	0.9695882911848077	0.007467358655568357	0.007598003744742843
KIC9852625	0.914	0.0349	0.0349	14.2685	0.245	0.245	4546.5645	43.8382	43.8382	-0.7355	0.058	0.058	NA	NA	NA	NA	2.08	0.0039	0.0039	0.0	78.3763	3.28637	3.99967	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.894184757387662	0.017838817896967507	0.022748260772085027	1.1543783195783044	0.007393837683042026	0.007521900741855436
KIC9872108	1.5586	0.3093	0.3093	48.3214	4.5721	4.5721	4517.673	47.5731	47.5731	-1.6078	0.058	0.058	NA	NA	NA	NA	1.2359	0.0117	0.0117	0.0	876.25982	80.09246	162.09975	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.9426328980194114	0.03798499956890611	0.08883733368525748	1.6841395084662771	0.039262797074068656	0.0431683998752459
KIC9872162	1.1971	0.2098	0.2098	23.4498	1.9135	1.9135	4324.3423	39.6354	39.6354	-0.3503	0.058	0.058	NA	NA	NA	NA	1.7548	0.0124	0.0124	0.0	173.24203	50.25433	27.83369	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.2386532640247463	0.11061719031216999	0.07606394751475731	1.3701391430311967	0.03406661558511437	0.03696805073633369
KIC9872165	1.0689	0.3505	0.3505	20.3186	3.1602	3.1602	4209.6914	37.3586	37.3586	-0.0256	0.058	0.058	NA	NA	NA	NA	1.8328	0.0198	0.0198	0.0	116.81088	6.47655	33.75893	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.0674832957207516	0.023435503827749837	0.14813346189182552	1.3078937807171507	0.06278211566182845	0.07341699275038382
KIC9873116	1.2391	0.0485	0.0485	24.1779	0.4242	0.4242	4300.152	39.7312	39.7312	-0.4736	0.058	0.058	NA	NA	NA	NA	1.7429	0.0038	0.0038	0.0	180.08067	6.83939	9.07277	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.255467097811886	0.01618881394582905	0.022450923986065074	1.3834185770037413	0.007553602436491502	0.007687309803790621
KIC9873127	1.1492	0.0435	0.0435	4.3644	0.0746	0.0746	4866.502	51.9713	51.9713	0.0365	0.058	0.058	NA	NA	NA	NA	3.2203	0.0041	0.0041	0.0	9.62524	0.5829	0.51976	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	0.9834115672066348	0.025535050362706757	0.024108722418184292	0.6399245471023367	0.007360597923029899	0.0074875022185744156
KIC9873628	1.032	0.043	0.043	4.8894	0.0912	0.0912	4832.3896	48.2749	48.2749	-0.186	0.058	0.058	NA	NA	NA	NA	3.075	0.0043	0.0043	0.0	11.74502	0.73072	0.63417	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.0698537606523426	0.026212554635881347	0.024106476131913634	0.6892555681876796	0.008026096056578447	0.008177221786773048
KIC9874261	1.123	0.0434	0.0434	6.5683	0.114	0.114	4592.4907	48.1579	48.1579	0.1678	0.058	0.058	NA	NA	NA	NA	2.8553	0.0041	0.0041	0.0	17.28995	0.93216	0.92932	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.2377937373597818	0.0228049266218997	0.023993714292469326	0.8174529804952357	0.007472988774535838	0.007603832672378852
KIC9874731	1.5352	0.0637	0.0637	5.7846	0.1076	0.1076	5083.8716	51.0041	51.0041	-0.3347	0.058	0.058	NA	NA	NA	NA	3.1014	0.0043	0.0043	0.0	20.13815	1.46636	1.0884	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.3040195713966063	0.030524849368237517	0.024130290825015832	0.7622733332447539	0.00800414651141823	0.008154439019340987
KIC9880324	1.4338	0.0551	0.0551	9.9349	0.172	0.172	4754.726	44.7018	44.7018	-0.1699	0.058	0.058	NA	NA	NA	NA	2.6019	0.0039	0.0039	0.0	48.99	2.69	2.42	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6901074394563307	0.023215065530697077	0.0220012015235993	0.9971635000651838	0.007454468647071999	0.007584659148177519
KIC9880435	1.0244	0.0423	0.0423	8.0067	0.1473	0.1473	4646.1187	56.5761	56.5761	-0.3623	0.058	0.058	NA	NA	NA	NA	2.6434	0.0048	0.0048	0.0	26.91306	1.91162	1.61844	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.4299630796129492	0.029801415017946198	0.026934920206878488	0.9034535563970911	0.007917150719046862	0.008064163873627628
KIC9880457	1.4167	0.0593	0.0593	10.7513	0.201	0.201	4653.5967	42.808	42.808	-0.0762	0.058	0.058	NA	NA	NA	NA	2.5276	0.0042	0.0042	0.0	48.83955	2.10819	2.53265	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6887716537696262	0.018353270052737125	0.023125945502079803	1.0314609804089878	0.008044350860130445	0.008196171344739378
KIC9880563	1.3884	0.0534	0.0534	6.7075	0.1161	0.1161	4778.943	56.4802	56.4802	-0.0866	0.058	0.058	NA	NA	NA	NA	2.9292	0.0045	0.0045	0.0	19.72	0.5	0.69	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.2949069106051925	0.010874240649789702	0.015468122318172073	0.8265606813439765	0.007452879182966998	0.007583013684745898
KIC9881708	1.2327	0.0467	0.0467	5.4426	0.093	0.093	4856.4604	55.4169	55.4169	0.0308	0.058	0.058	NA	NA	NA	NA	3.059	0.0043	0.0043	0.0	14.58	0.4	0.39	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.1637575239819558	0.011754289381491922	0.011775128524481815	0.7358064173271348	0.007358283328756654	0.007485107135291047
KIC9882316	1.5914	0.0599	0.0599	5.3678	0.0914	0.0914	5140.354	57.6278	57.6278	-0.4038	0.058	0.058	NA	NA	NA	NA	3.182	0.0043	0.0043	0.0	15.49	0.34	0.32	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.190051417759206	0.009429497103149886	0.00906583697247565	0.7297963259920631	0.0073326791593471	0.007458614324732049
KIC9882446	1.4798	0.057	0.057	10.0908	0.1749	0.1749	4655.1533	42.3974	42.3974	0.0759	0.058	0.058	NA	NA	NA	NA	2.6021	0.0038	0.0038	0.0	44.1	0.76	0.7	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6444385894678386	0.007420679779110317	0.006948859955328013	1.0039255985275735	0.007462969964451283	0.007593460188463519
KIC9882766	1.3129	0.0503	0.0503	5.1632	0.0892	0.0892	4924.5845	48.2017	48.2017	-0.1343	0.058	0.058	NA	NA	NA	NA	3.1322	0.004	0.004	0.0	14.53	0.27	0.27	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.1622656142980214	0.007996101096935826	0.00814608878217471	0.7129189480598297	0.007438844600909156	0.007568485174117789
KIC9883123	1.3934	0.0535	0.0535	7.0944	0.1227	0.1227	4850.55	46.6588	46.6588	-0.1359	0.058	0.058	NA	NA	NA	NA	2.882	0.0039	0.0039	0.0	24.39	0.42	0.4	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.3872118003137306	0.0074149639584786264	0.007181552345900011	0.8509156714343942	0.00744705148113034	0.007576980768635555
KIC9883389	1.3765	0.3044	0.3044	28.1738	2.9707	2.9707	4215.3823	38.5162	38.5162	-0.4117	0.058	0.058	NA	NA	NA	NA	1.6533	0.0129	0.0129	0.0	225.80494	19.94001	45.83675	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.353733438878907	0.03675116306913928	0.0985376900440107	1.4498454273099168	0.04353593570618286	0.04839146469933464
KIC9886349	1.1991	0.0503	0.0503	15.4487	0.2892	0.2892	4546.8936	41.4775	41.4775	-0.0505	0.058	0.058	NA	NA	NA	NA	2.1306	0.0041	0.0041	0.0	91.90471	4.18511	4.74987	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.9633377689986633	0.019339610844598454	0.023046259056653806	1.188891939645612	0.008054841791838907	0.008207062282423738
KIC9887134	1.007	0.039	0.039	11.7235	0.2038	0.2038	4480.6426	46.48	46.48	-0.3489	0.058	0.058	NA	NA	NA	NA	2.2998	0.0041	0.0041	0.0	49.90804	2.26186	2.66755	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6981705144884645	0.01924948977292118	0.023856120822337123	1.0690572877712186	0.0074848551604693725	0.007616118583423148
KIC9887609	1.0729	0.0412	0.0412	5.6276	0.0973	0.0973	4853.958	54.8592	54.8592	-0.2036	0.058	0.058	NA	NA	NA	NA	2.9697	0.0043	0.0043	0.0	17.57	0.41	0.42	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.244771761495295	0.010017925901915081	0.010507637116505597	0.7503232209648414	0.007444684051015837	0.007574530019879622
KIC9893216	1.1981	0.2191	0.2191	30.8119	2.6237	2.6237	4068.2852	35.9576	35.9576	-0.0601	0.058	0.058	NA	NA	NA	NA	1.5125	0.0128	0.0128	0.0	313.3	15.9	14.7	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.4959603948817053	0.02149943165852708	0.020870591492698765	1.4887184796890138	0.03549064130738411	0.03865113546076615
KIC9896187	1.3944	0.0538	0.0538	9.777	0.1695	0.1695	4631.659	42.2145	42.2145	0.1177	0.058	0.058	NA	NA	NA	NA	2.6038	0.0038	0.0038	0.0	39.63257	12.77952	1.97159	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.5980522353578939	0.12137924274518741	0.022160618480893568	0.9902056151848065	0.0074646717828834586	0.007595222048420225
KIC9896877	1.1695	0.1817	0.1817	20.2885	1.4573	1.4573	4415.7803	39.9291	39.9291	-0.0946	0.058	0.058	NA	NA	NA	NA	1.8742	0.0115	0.0115	0.0	148.9	11.9	11.4	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.1728946977521764	0.033391346660256005	0.03459199958589476	1.3072499393052066	0.03012545012519352	0.03237194341106253
KIC9897403	1.7696	0.0678	0.0678	8.1991	0.1417	0.1417	4896.5093	51.9449	51.9449	-0.0484	0.058	0.058	NA	NA	NA	NA	2.8601	0.0042	0.0042	0.0	34.81556	2.13829	1.88081	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.5417733850912028	0.025886306534167236	0.02411901392920246	0.9137661833001566	0.007441524282787215	0.0075712590900556265
KIC9897592	1.2294	0.0514	0.0514	9.4982	0.1774	0.1774	4731.4204	48.8597	48.8597	-0.2465	0.058	0.058	NA	NA	NA	NA	2.574	0.0044	0.0044	0.0	40.73273	20.3974	2.23977	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6099435184631914	0.1763118009029443	0.024562210064390078	0.9776413101166983	0.008036595730279594	0.008188120866260085
KIC9897668	1.4072	0.3945	0.3945	16.3641	2.1308	2.1308	4344.939	40.972	40.972	0.0901	0.058	0.058	NA	NA	NA	NA	2.1511	0.0198	0.0198	0.0	85.98322	3.62046	21.17702	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.9344137050522887	0.017912141338341403	0.12279714830234156	1.2138921247810839	0.05315986269159967	0.06058652156000921
KIC9897809	1.1514	0.0445	0.0445	8.2529	0.1433	0.1433	4560.853	45.6056	45.6056	0.1674	0.058	0.058	NA	NA	NA	NA	2.6678	0.004	0.004	0.0	27.95	1.03	1.08	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.446381812222442	0.01571656891271367	0.017114145789273616	0.9166065828154765	0.007476192242798496	0.0076071493289741055
KIC9898100	1.1609	0.0485	0.0485	8.433	0.1576	0.1576	4695.5776	48.2633	48.2633	-0.1423	0.058	0.058	NA	NA	NA	NA	2.6526	0.0044	0.0044	0.0	28.92	1.0	1.46	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.4611982886224932	0.014763300569930582	0.02249775572175694	0.9259821003271032	0.008041397332905098	0.008193105299977743
KIC9898393	1.6093	0.0672	0.0672	9.7093	0.1813	0.1813	4734.048	45.6545	45.6545	0.0368	0.058	0.058	NA	NA	NA	NA	2.6721	0.0043	0.0043	0.0	42.65807	2.39246	2.26304	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6300012025594701	0.023698702072402877	0.02367326755657806	0.9871879202173915	0.008034718071922797	0.008186171742670445
KIC9898999	1.2738	0.0492	0.0492	11.1292	0.1931	0.1931	4579.4883	41.5734	41.5734	0.0215	0.058	0.058	NA	NA	NA	NA	2.4503	0.0038	0.0038	0.0	49.0784	3.00635	2.43745	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6908903958948682	0.025820188050838633	0.022123008184305126	1.046463947077514	0.007470710856547047	0.007601474298871702
KIC9899239	0.9589	0.0403	0.0403	14.3672	0.2692	0.2692	4493.18	41.5299	41.5299	-0.2898	0.058	0.058	NA	NA	NA	NA	2.0954	0.0042	0.0042	0.0	83.85	6.49	5.38	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.9235030669421045	0.03237701928327086	0.028799414332874473	1.157372137442775	0.008062132422010926	0.008214631210919032
KIC9899421	1.3771	0.0531	0.0531	13.6733	0.2371	0.2371	4625.68	43.241	43.241	-0.2977	0.058	0.058	NA	NA	NA	NA	2.302	0.0039	0.0039	0.0	70.89	2.75	3.13	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.8505849763520315	0.016528803479945564	0.019611579029380932	1.1358733425730183	0.007466275937724642	0.0075968828120012155
KIC9902695	1.3429	0.0519	0.0519	12.9454	0.2247	0.2247	4577.912	42.4308	42.4308	-0.0619	0.058	0.058	NA	NA	NA	NA	2.3396	0.0039	0.0039	0.0	66.41	2.7	3.2	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.822233480238844	0.017307412730124927	0.02144768991108137	1.1121154742462775	0.007473598307253582	0.007604463737916234
KIC9903015	1.4575	0.0608	0.0608	5.4985	0.1026	0.1026	4778.265	53.1504	53.1504	0.2051	0.058	0.058	NA	NA	NA	NA	3.1229	0.0046	0.0046	0.0	14.19921	3.30407	0.81339	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.152264182257364	0.09085525799593852	0.02561920153701691	0.7402442293902489	0.008029097083259051	0.008180336917183229
KIC9903290	1.9317	0.0768	0.0768	33.4601	0.5953	0.5953	4201.5347	37.4114	37.4114	0.0001	0.058	0.058	NA	NA	NA	NA	1.6511	0.0038	0.0038	0.0	314.3265	39.84138	15.64955	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.4973809967306537	0.0518281751112859	0.02217928893761023	1.524527234575667	0.007658751108077233	0.00779624086695363
KIC9903422	1.3789	0.0531	0.0531	8.2025	0.1421	0.1421	4696.8447	45.6894	45.6894	0.0597	0.058	0.058	NA	NA	NA	NA	2.7514	0.004	0.004	0.0	29.49932	2.65796	1.51864	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.4698120050069279	0.03746730214199001	0.02295374028860442	0.9139462390580854	0.007459284466911353	0.007589644711767707
KIC9903947	1.2616	0.049	0.049	18.6326	0.3257	0.3257	4375.4277	39.5065	39.5065	-0.1064	0.058	0.058	NA	NA	NA	NA	1.9851	0.0038	0.0038	0.0	114.6367	61.96291	5.69789	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.0593236757108326	0.18766606444218414	0.022141048791124884	1.2702734607398918	0.007525930610249976	0.007658651494255153
KIC9904034	1.3988	0.3345	0.3345	39.0387	4.4844	4.4844	4148.6035	37.0089	37.0089	-0.1254	0.058	0.058	NA	NA	NA	NA	1.3729	0.0128	0.0128	0.0	406.71775	14.79692	89.22966	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.6092931263235424	0.015519567676794743	0.10756568817364487	1.5914953471036	0.047224473983264126	0.052993247634427254
KIC9904365	1.2804	0.0491	0.0491	4.4823	0.0775	0.0775	4895.1406	54.3495	54.3495	-0.0319	0.058	0.058	NA	NA	NA	NA	3.2441	0.0043	0.0043	0.0	10.39339	0.99434	0.57708	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.0167572239927067	0.03967993759950983	0.024808958996300423	0.6515009204686496	0.007444873774461569	0.007574726419394495
KIC9904580	0.9389	0.0372	0.0372	10.4248	0.1852	0.1852	4549.855	48.8051	48.8051	-0.5027	0.058	0.058	NA	NA	NA	NA	2.3731	0.0043	0.0043	0.0	40.25	2.57	1.92	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6047658847038873	0.026880778254532167	0.021227065449535232	1.0180677317772513	0.007647652124089355	0.007784740096987708
KIC9905106	1.1012	0.0424	0.0424	7.7253	0.1338	0.1338	4741.992	49.3389	49.3389	-0.2819	0.058	0.058	NA	NA	NA	NA	2.7058	0.0041	0.0041	0.0	30.53	0.8	0.98	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.4847268042986619	0.011233590583043185	0.014169319081387632	0.8879153535745118	0.007457461241843877	0.0075877572100429
KIC9905403	1.1339	0.0437	0.0437	9.0221	0.1564	0.1564	4646.358	43.2247	43.2247	-0.1533	0.058	0.058	NA	NA	NA	NA	2.5837	0.0039	0.0039	0.0	34.1791	1.79555	1.71845	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.5337606227445841	0.02223595460184624	0.022403410748305763	0.9553076364623685	0.007464075789961444	0.007594605026789325
KIC9906303	1.2444	0.048	0.048	9.4238	0.1634	0.1634	4654.3916	43.3104	43.3104	-0.115	0.058	0.058	NA	NA	NA	NA	2.5862	0.0039	0.0039	0.0	32.04	1.31	1.05	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.5056925074122	0.017403330840367826	0.014470931172916979	0.9742260605692922	0.007465726778042581	0.007596314271713589
KIC9906804	0.8683	0.034	0.034	19.2289	0.3377	0.3377	4251.9937	37.5073	37.5073	0.0672	0.058	0.058	NA	NA	NA	NA	1.7889	0.0037	0.0037	0.0	108.8865	5.63738	5.36159	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.0369740382595096	0.021922014974482096	0.021929176641436676	1.2839544408898544	0.007560925926950235	0.007694894994189516
KIC9907147	1.215	0.0489	0.0489	19.5695	0.3567	0.3567	4278.6973	38.7856	38.7856	-0.2472	0.058	0.058	NA	NA	NA	NA	1.9241	0.0038	0.0038	0.0	115.63796	4.41524	5.87854	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.0631004215617663	0.01627331903969509	0.022658618128618357	1.2915797295918294	0.007844755441713813	0.007989067700690633
KIC9907188	1.1694	0.045	0.045	5.825	0.1009	0.1009	4705.932	47.5401	47.5401	0.1594	0.058	0.058	NA	NA	NA	NA	2.9772	0.004	0.004	0.0	14.67	0.47	0.37	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.1664301138432827	0.013695761320771327	0.011094076378220796	0.7652959296980566	0.007458388756366174	0.007588717421493252
KIC9908466	1.615	0.0671	0.0671	6.5689	0.1224	0.1224	4958.7646	47.7987	47.7987	-0.1214	0.058	0.058	NA	NA	NA	NA	3.013	0.0043	0.0043	0.0	23.50574	2.18598	1.24542	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.3711739280559794	0.03861925217392548	0.02364252487511087	0.8174926505450673	0.008017851076081106	0.008168663545046195
KIC9908656	0.9882	0.0414	0.0414	14.5078	0.2715	0.2715	4569.9043	46.4109	46.4109	-0.628	0.058	0.058	NA	NA	NA	NA	2.1001	0.0044	0.0044	0.0	80.31	2.95	3.87	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.9047696259065952	0.01566678064416349	0.02144894752361992	1.1616015599015672	0.00805230491930864	0.008204428632994087
KIC9909795	1.1446	0.2397	0.2397	17.3003	1.6805	1.6805	4291.607	42.4298	42.4298	-0.1642	0.058	0.058	NA	NA	NA	NA	2.0082	0.0151	0.0151	0.0	91.47065	8.22731	17.27887	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.9612817652379921	0.03740450671652029	0.09092597449259876	1.2380536341816808	0.040260878876062334	0.04437816542480766
KIC9913124	1.1189	0.3107	0.3107	53.198	7.1298	7.1298	3927.3013	34.9551	34.9551	-0.2237	0.058	0.058	NA	NA	NA	NA	1.015	0.0139	0.0139	0.0	606.54385	22.15856	153.17693	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.782862203594397	0.015582921536600569	0.12641237502395652	1.7258953051279227	0.054622182872364755	0.06249406151729442
KIC9932339	1.311	0.0505	0.0505	8.7797	0.1522	0.1522	4677.132	48.2151	48.2151	0.0286	0.058	0.058	NA	NA	NA	NA	2.6704	0.0041	0.0041	0.0	33.23323	1.51252	1.76787	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.5215725532259081	0.01932913729944774	0.023739848284336285	0.9434796764333799	0.007464175707701637	0.007594708469855549
KIC9932463	1.1413	0.044	0.044	4.4981	0.0779	0.0779	4685.7964	57.5667	57.5667	0.3272	0.058	0.058	NA	NA	NA	NA	3.1911	0.0046	0.0046	0.0	8.78793	0.66628	0.52038	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	0.9438865889022265	0.03173865586266833	0.026509758808057615	0.6530291062720085	0.007456909512959298	0.007587186033480742
KIC9933717	1.0317	0.0433	0.0433	12.4454	0.2329	0.2329	4563.874	46.7643	46.7643	-0.4254	0.058	0.058	NA	NA	NA	NA	2.2571	0.0044	0.0044	0.0	71.08	5.54	3.15	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.851747419133264	0.03259472851379508	0.01968580454253699	1.0950088595626155	0.008052164478727697	0.008204282835786003
KIC9936015	1.0958	0.042	0.042	5.4431	0.0941	0.0941	4865.875	52.5373	52.5373	-0.2045	0.058	0.058	NA	NA	NA	NA	3.0078	0.0042	0.0042	0.0	14.96343	1.03198	0.81693	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.1750311563178322	0.028964220234553917	0.024382152408571	0.7358463131980673	0.007443897026475632	0.007573715303050177
KIC9936571	1.2594	0.0486	0.0486	8.2359	0.1429	0.1429	4582.861	42.9596	42.9596	0.2119	0.058	0.058	NA	NA	NA	NA	2.7085	0.0039	0.0039	0.0	27.34	0.6	0.56	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.4367985102318035	0.009427891546359701	0.008987937555813286	0.9157110647901112	0.007470759246378744	0.007601524397558901
KIC9941141	1.2998	0.0495	0.0495	7.0793	0.1214	0.1214	4622.8447	41.3947	41.3947	0.247	0.058	0.058	NA	NA	NA	NA	2.8537	0.0037	0.0037	0.0	20.62113	1.6815	1.01129	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.3143124601384837	0.034043619373312906	0.021838409938347958	0.8499903168469901	0.007384400606530339	0.007512134137098059
KIC9941242	1.0018	0.0388	0.0388	14.6017	0.2539	0.2539	4446.419	41.1342	41.1342	-0.3555	0.058	0.058	NA	NA	NA	NA	2.1006	0.0039	0.0039	0.0	75.08326	5.99688	3.76937	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.87554312075904	0.03337136915308769	0.022368993952800453	1.1644034213761711	0.007486775754886876	0.007618107142925101
KIC9941425	1.1	0.044	0.044	28.1883	0.506	0.506	4112.902	36.3095	36.3095	-0.1766	0.058	0.058	NA	NA	NA	NA	1.5533	0.0037	0.0037	0.0	204.84526	7.79361	10.20174	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.31142591908408	0.01621673660417189	0.02218596916032478	1.4500688849215575	0.007726749638142794	0.0078667140280555
KIC9941713	1.5556	0.0599	0.0599	10.4807	0.1816	0.1816	4683.465	43.3708	43.3708	0.0266	0.058	0.058	NA	NA	NA	NA	2.5909	0.0039	0.0039	0.0	47.61507	2.35443	2.38772	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6777444271328301	0.020960576735865377	0.0223432851992722	1.0203902898981763	0.007460607997355151	0.007591014912551097
