ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	Fe/H	eFe/H1	eFe/H2	Ref	logg	elogg1	elogg2	logg_from_M,R	L	eL1	eL2	L_from_SB	class	type	orbit_a	eOrbit_a	R/a	detached	well_detached	source	mode	database
KIC11919192	1.6	0.15	0.19	2.29	0.1	0.11	6788.0	81.0	81.0	-0.28	0.2	0.15	NA	3.919	0.019	0.02	NA	9.2	0.763354241	0.763354241	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC11962180	1.35	0.14	0.15	1.97	0.1	0.1	6329.0	80.0	80.0	0.06	0.15	0.1	NA	3.979	0.016	0.018	NA	6.241	0.547604773	0.547604773	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC11971746	1.11	0.1	0.17	1.35	0.05	0.08	5952.0	75.0	75.0	0.18	0.15	0.15	NA	4.215	0.018	0.021	NA	2.284	0.187851532	0.187851532	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1
KIC12011630	0.85	0.12	0.08	0.99	0.05	0.03	5817.0	85.0	85.0	-0.08	0.15	0.15	NA	4.383	0.018	0.015	NA	1.085	0.096706057	0.096706057	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1
KIC12055375	1.04	0.16	0.12	1.54	0.1	0.08	5991.0	75.0	75.0	-0.34	0.2	0.1	NA	4.081	0.025	0.026	NA	2.481	0.210149961	0.210149961	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1
KIC12069127	1.59	0.062968246	0.062968246	2.295	0.031890437	0.031240999	6476.0	66.0	66.0	0.076	0.1	0.1	NA	3.916	0.006708204	0.006708204	NA	9.191	0.784090216	0.784090216	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC12069424	1.0491	0.019	0.0209	1.2156	0.012	0.012	5825.0	50.0	50.0	0.1	0.03	0.03	NA	4.2867	0.0066	0.0066	NA	1.531	0.072	0.07	NA	MS	G	NA	NA	NA	NA	NA	silva17	A	1
KIC12069449	0.9883	0.0209	0.019	1.0957	0.009	0.009	5750.0	50.0	50.0	0.05	0.02	0.02	NA	4.3527	0.0055	0.0066	NA	1.173	0.058	0.049	NA	MS	G	NA	NA	NA	NA	NA	silva17	A	1
KIC12069569	1.363	0.076380626	0.070434367	2.314	0.094847246	0.088549421	6357.0	59.0	59.0	-0.109	0.1	0.1	NA	3.843	0.024515301	0.025495098	NA	9.057	0.828832831	0.828832831	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC12117868	1.11	0.068264193	0.063245553	1.326	0.047434165	0.044598206	6160.0	51.0	51.0	-0.108	0.099	0.099	NA	4.239	0.021377558	0.02236068	NA	2.205	0.193501337	0.193501337	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC12156916	1.28	0.14	0.16	1.58	0.06	0.07	6546.0	56.0	56.0	-0.42	0.2	0.15	NA	4.146	0.015	0.018	NA	3.54	0.309113868	0.309113868	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC12253255	1.48	0.16	0.14	2.27	0.11	0.09	6457.0	64.0	64.0	0.1	0.2	0.1	NA	3.89	0.018	0.018	NA	9.183	0.787558936	0.787558936	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC12258514	1.2581	0.0095	0.0095	1.6055	0.012	0.009	5964.0	77.0	77.0	0.0	0.1	0.1	NA	4.1261	0.0033	0.0044	NA	3.162	0.104	0.09	NA	MS	G	NA	NA	NA	NA	NA	silva17	A	1
KIC12265063	1.12	0.075432089	0.070837843	1.641	0.057271284	0.055461698	6189.0	60.0	60.0	-0.268	0.101	0.101	NA	4.056	0.024041631	0.023086793	NA	3.367	0.30235973	0.30235973	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC12304142	1.36	0.09	0.11	1.83	0.04	0.05	6186.0	56.0	56.0	0.06	0.15	0.1	NA	4.045	0.012	0.013	NA	4.448	0.382339102	0.382339102	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC12317678	1.452	0.074202426	0.073006849	1.851	0.034669872	0.034132096	6549.0	48.0	48.0	-0.3	0.204	0.204	NA	4.066	0.008485281	0.008485281	NA	5.484	0.499756557	0.499756557	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC12366681	1.516	0.096540147	0.080280757	2.62	0.056035703	0.04596738	6188.0	66.0	66.0	0.15	0.1	0.1	NA	3.781	0.013416408	0.01	NA	14.21	1.147154633	1.147154633	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC12507240	1.37	0.11	0.1	1.94	0.06	0.06	6157.0	97.0	97.0	0.02	0.2	0.15	NA	4.001	0.015	0.015	NA	4.666	0.394698516	0.394698516	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC12735580	1.17	0.2	0.12	1.81	0.1	0.08	6170.0	64.0	64.0	0.06	0.15	0.15	NA	3.994	0.03	0.029	NA	4.369	0.387567902	0.387567902	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC1430163	1.34	0.06	0.06	1.48	0.03	0.03	6520.0	84.0	84.0	-0.11	0.09	0.09	NA	4.221	0.013	0.014	NA	3.592	0.288982235	0.288982235	NA	MS	F	NA	NA	NA	NA	NA	C14bruntt	A	1
KIC1725815	1.43	0.15	0.11	2.02	0.08	0.08	6550.0	82.0	82.0	-0.08	0.15	0.1	NA	3.982	0.014	0.014	NA	6.845	0.587496081	0.587496081	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC2010607	1.402	0.08184131	0.069354164	2.41	0.105948101	0.09656604	6361.0	71.0	71.0	-0.07	0.1	0.1	NA	3.819	0.027166155	0.027166155	NA	10.71	0.986519043	0.986519043	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC2450729	1.112	0.059169249	0.059169249	1.758	0.063324561	0.060539243	6029.0	59.0	59.0	-0.212	0.1	0.1	NA	3.994	0.020880613	0.02184033	NA	3.406	0.295644468	0.295644468	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC2849125	1.534	0.196705363	0.080529498	2.534	0.118359621	0.093300589	6158.0	56.0	56.0	0.293	0.101	0.101	NA	3.82	0.015132746	0.015132746	NA	7.412	0.337384891	0.337384891	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC2852862	1.458	0.06105735	0.059539903	2.087	0.032202484	0.03342155	6417.0	58.0	58.0	-0.155	0.1	0.1	NA	3.962	0.006403124	0.008062258	NA	6.696	0.554198346	0.554198346	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC2865774	1.28	0.11	0.21	1.79	0.08	0.11	6074.0	63.0	63.0	-0.06	0.15	0.15	NA	4.03	0.022	0.025	NA	3.998	0.356470017	0.356470017	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC2991448	1.113	0.052773099	0.055461698	1.757	0.040804412	0.041617304	5836.0	70.0	70.0	-0.085	0.1	0.1	NA	3.994	0.007615773	0.007615773	NA	2.843	0.169788463	0.169788463	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC2998253	1.262	0.059413803	0.062241465	1.425	0.064288413	0.0585235	6333.0	54.0	54.0	0.057	0.1	0.1	NA	4.23	0.029427878	0.030413813	NA	3.188	0.263328546	0.263328546	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC3112152	1.251	0.098270036	0.083408633	1.741	0.056302753	0.055470713	6282.0	59.0	59.0	-0.136	0.1	0.1	NA	4.052	0.01456022	0.016492423	NA	4.304	0.355182211	0.355182211	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC3112889	1.235	0.058	0.063031738	1.986	0.060539243	0.058830264	6433.0	65.0	65.0	-0.358	0.102	0.102	NA	3.932	0.017464249	0.017464249	NA	5.684	0.492828564	0.492828564	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC3123191	1.3	0.11	0.17	1.42	0.05	0.06	6568.0	93.0	93.0	-0.1	0.15	0.1	NA	4.243	0.02	0.022	NA	3.494	0.323861481	0.323861481	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC3223000	1.069	0.062481997	0.060959003	1.164	0.024186773	0.024186773	6198.0	47.0	47.0	-0.185	0.1	0.1	NA	4.335	0.012529964	0.012529964	NA	2.195	0.187430826	0.187430826	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC3236382	1.44	0.16	0.11	1.64	0.06	0.05	6831.0	58.0	58.0	-0.06	0.15	0.15	NA	4.165	0.014	0.013	NA	4.73	0.3857002	0.3857002	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC3241581	1.062	0.072138755	0.072138755	1.084	0.029410882	0.029410882	5770.0	81.0	81.0	0.185	0.1	0.1	NA	4.393	0.016552945	0.016552945	NA	1.13	0.099657286	0.099657286	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC3344897	1.55	0.16	0.18	2.34	0.08	0.1	6630.0	83.0	83.0	-0.04	0.15	0.1	NA	3.89	0.017	0.016	NA	8.694	0.765139525	0.765139525	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC3425851	1.178	0.049	0.049	1.36	0.015	0.018	6343.0	85.0	85.0	-0.016	0.072111026	0.072111026	NA	4.243	0.008	0.008	NA	2.728	0.162	0.157	NA	MS	F	NA	NA	NA	NA	NA	silva15	A	1
KIC3430893	1.2	0.061911227	0.071554175	1.466	0.048466483	0.047539457	6270.0	60.0	60.0	-0.11	0.1	0.1	NA	4.184	0.01811077	0.01811077	NA	3.507	0.286407736	0.286407736	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC3438633	1.28	0.080262071	0.058694122	1.965	0.067977938	0.056603887	6432.0	73.0	73.0	-0.184	0.1	0.1	NA	3.959	0.014142136	0.014142136	NA	5.59	0.44842168	0.44842168	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC3456181	1.4975	0.0304	0.019	2.1483	0.027	0.027	6384.0	77.0	77.0	-0.15	0.1	0.1	NA	3.949	0.0088	0.0077	NA	7.215	0.243	0.295	NA	MS	F	NA	NA	NA	NA	NA	silva17	A	1
KIC3534307	0.96	0.13	0.11	1.44	0.07	0.06	5781.0	59.0	59.0	-0.24	0.15	0.1	NA	4.104	0.019	0.017	NA	2.003	0.175425643	0.175425643	NA	MS	G	NA	NA	NA	NA	NA	C14sdss	A	1
KIC3545753	1.258	0.05731492	0.061846584	2.296	0.057775427	0.056859476	6206.0	58.0	58.0	-0.338	0.105	0.105	NA	3.814	0.014866069	0.015811388	NA	8.035	0.720810236	0.720810236	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC3547794	1.4	0.11	0.13	1.75	0.06	0.06	6825.0	81.0	81.0	-0.14	0.15	0.15	NA	4.093	0.019	0.019	NA	5.785	0.49127116	0.49127116	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC3633847	1.285	0.142337627	0.071505245	1.858	0.058137767	0.048548944	6122.0	51.0	51.0	0.12	0.1	0.1	NA	4.013	0.01835756	0.015811388	NA	5.266	0.475856442	0.475856442	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC3633889	1.208	0.057628118	0.06	1.322	0.035510562	0.035510562	6452.0	49.0	49.0	-0.12	0.1	0.1	NA	4.276	0.012041595	0.012041595	NA	2.788	0.231897345	0.231897345	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC3643774	1.275	0.056586217	0.061846584	1.588	0.023345235	0.025612497	6029.0	104.0	104.0	0.158	0.1	0.1	NA	4.141	0.008602325	0.008602325	NA	2.911	0.199115375	0.199115375	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC3656476	1.075	0.040224371	0.041048752	1.316	0.018439089	0.018439089	5684.0	56.0	56.0	0.233	0.1	0.1	NA	4.23	0.007211103	0.007211103	NA	1.626	0.139089863	0.139089863	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC3657002	1.219	0.064660653	0.089894382	1.516	0.032449961	0.037589892	6006.0	64.0	64.0	0.112	0.1	0.1	NA	4.161	0.012806248	0.013601471	NA	2.732	0.226473372	0.226473372	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC3730801	1.24	0.067896981	0.11315918	1.595	0.04494441	0.052773099	5894.0	58.0	58.0	0.164	0.1	0.1	NA	4.123	0.012649111	0.013601471	NA	2.844	0.24686741	0.24686741	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC3761840	1.538	0.065802736	0.069892775	2.814	0.074672619	0.073736016	6236.0	61.0	61.0	0.011	0.1	0.1	NA	3.725	0.015811388	0.015811388	NA	12.97	1.132379547	1.132379547	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC3854781	1.197	0.056727418	0.059816386	1.792	0.035805028	0.03744329	5705.0	102.0	102.0	0.256	0.1	0.1	NA	4.009	0.01029563	0.01029563	NA	3.408	0.294317891	0.294317891	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC3952307	1.275	0.062289646	0.068410526	2.076	0.048373546	0.047507894	6210.0	118.0	118.0	-0.118	0.1	0.1	NA	3.908	0.013928388	0.013928388	NA	6.262	0.486953001	0.486953001	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC3952580	1.458	0.064202804	0.061846584	2.709	0.046615448	0.047434165	6115.0	101.0	101.0	-0.074	0.1	0.1	NA	3.736	0.01029563	0.009433981	NA	11.88	1.056787444	1.056787444	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC3967430	1.36	0.09	0.12	1.47	0.04	0.05	6622.0	53.0	53.0	0.0	0.15	0.15	NA	4.236	0.014	0.014	NA	3.565	0.281704946	0.281704946	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC3967859	1.008	0.060539243	0.059682493	1.284	0.034438351	0.03354102	6211.0	78.0	78.0	-0.375	0.1	0.1	NA	4.224	0.015811388	0.015811388	NA	1.933	0.172593807	0.172593807	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC4049576	1.159	0.067416615	0.069115845	1.944	0.091923882	0.086127812	6066.0	84.0	84.0	-0.264	0.101	0.101	NA	3.923	0.028442925	0.030413813	NA	4.633	0.331409817	0.331409817	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC4141376	1.019	0.021	0.03	1.039	0.009	0.009	6134.0	91.0	91.0	-0.269	0.072111026	0.072111026	NA	4.412	0.003	0.004	NA	1.363	0.052	0.056	NA	MS	F	NA	NA	NA	NA	NA	silva15	A	1
KIC4143755	0.918	0.021	0.03	1.414	0.012	0.013	5622.0	106.0	106.0	-0.357	0.072111026	0.072111026	NA	4.102	0.001	0.002	NA	1.997	0.029	0.038	NA	MS	G	NA	NA	NA	NA	NA	silva15	A	1
KIC4247542	1.129	0.091787799	0.071063352	1.581	0.052773099	0.050119856	6440.0	66.0	66.0	-0.44	0.1	0.1	NA	4.095	0.020248457	0.020248457	NA	3.696	0.272247043	0.272247043	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC4346201	1.142	0.05745433	0.054918121	1.902	0.03312099	0.032249031	6147.0	51.0	51.0	-0.337	0.099	0.099	NA	3.937	0.010630146	0.010630146	NA	5.527	0.551784266	0.551784266	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC4450844	1.056	0.046400431	0.047201695	1.548	0.025495098	0.025495098	5968.0	59.0	59.0	-0.136	0.072111026	0.072111026	NA	4.082	0.007211103	0.007211103	NA	2.81	0.241286059	0.241286059	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC4465324	1.079	0.079378838	0.059033889	1.388	0.037336309	0.032695565	5850.0	59.0	59.0	0.037	0.1	0.1	NA	4.187	0.012083046	0.012083046	NA	2.207	0.1928978	0.1928978	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC4465529	1.322	0.054561891	0.057982756	1.657	0.030610456	0.030610456	6345.0	49.0	49.0	0.025	0.1	0.1	NA	4.12	0.01029563	0.01029563	NA	4.239	0.367701157	0.367701157	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC4543171	1.315	0.068410526	0.069656299	1.663	0.043829214	0.043829214	6129.0	59.0	59.0	0.137	0.1	0.1	NA	4.114	0.013928388	0.014866069	NA	3.486	0.296648102	0.296648102	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC4571351	1.235	0.074330344	0.099809819	1.585	0.068949257	0.069892775	6000.0	59.0	59.0	0.143	0.101	0.101	NA	4.125	0.026305893	0.028284271	NA	2.923	0.255209864	0.255209864	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC4586099	1.253	0.118595953	0.077833155	1.813	0.051623638	0.040360872	6383.0	58.0	58.0	-0.151	0.1	0.1	NA	4.021	0.013892444	0.012206556	NA	5.663	0.482656291	0.482656291	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC4638884	1.522	0.050803543	0.046861498	1.928	0.026907248	0.025612497	6662.0	57.0	57.0	0.008	0.099	0.099	NA	4.05	0.006708204	0.006708204	NA	6.055	0.488982164	0.488982164	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC4646780	1.43	0.15	0.1	1.92	0.08	0.07	6856.0	138.0	138.0	-0.12	0.15	0.15	NA	4.029	0.019	0.019	NA	6.537	0.540582863	0.540582863	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC4739932	1.166	0.058591808	0.063071388	1.805	0.047010637	0.047927028	5876.0	111.0	111.0	0.008	0.1	0.1	NA	3.991	0.016155494	0.016155494	NA	4.034	0.323248424	0.323248424	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC4755204	1.19	0.102459748	0.065863495	1.645	0.043863424	0.039357337	6073.0	70.0	70.0	-0.072	0.1	0.1	NA	4.084	0.012083046	0.012083046	NA	2.924	0.263173003	0.263173003	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC4756112	1.378	0.073	0.071505245	2.619	0.090476516	0.08579627	6182.0	60.0	60.0	-0.209	0.1	0.1	NA	3.739	0.019416488	0.020396078	NA	11.38	1.040684239	1.040684239	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC4841753	1.314	0.056035703	0.053600373	2.149	0.07940403	0.074632433	5966.0	67.0	67.0	0.127	0.1	0.1	NA	3.891	0.02236068	0.023345235	NA	6.304	0.560000153	0.560000153	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC4842436	1.089	0.060440053	0.062008064	1.57	0.056920998	0.054083269	5688.0	63.0	63.0	0.139	0.1	0.1	NA	4.082	0.023769729	0.023769729	NA	2.791	0.254711365	0.254711365	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC4914423	1.099	0.019	0.03	1.45	0.009	0.009	5845.0	88.0	88.0	0.131	0.072111026	0.072111026	NA	4.155	0.004	0.004	NA	2.256	0.115	0.119	NA	MS	G	NA	NA	NA	NA	NA	silva15	A	1
KIC4931390	1.37	0.1	0.1	1.41	0.04	0.04	6557.0	51.0	51.0	-0.06	0.15	0.15	NA	4.274	0.012	0.012	NA	3.532	0.310919875	0.310919875	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC4947253	1.173	0.055072679	0.056824291	2.006	0.048332184	0.048332184	5953.0	59.0	59.0	-0.196	0.1	0.1	NA	3.901	0.013	0.013	NA	5.318	0.474089941	0.474089941	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC5021689	1.22	0.08	0.07	1.79	0.04	0.04	6168.0	84.0	84.0	-0.08	0.09	0.09	NA	4.016	0.011	0.01	NA	4.306	0.358627328	0.358627328	NA	MS	F	NA	NA	NA	NA	NA	C14bruntt	A	1
KIC5084157	1.102	0.082298238	0.073573093	1.378	0.048301139	0.045650849	5803.0	83.0	83.0	0.125	0.1	0.1	NA	4.201	0.01118034	0.01118034	NA	2.351	0.197037741	0.197037741	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC5094751	1.068	0.04	0.04	1.339	0.015	0.018	5952.0	75.0	75.0	-0.017	0.072111026	0.072111026	NA	4.213	0.008	0.007	NA	2.04	0.124	0.112	NA	MS	G	NA	NA	NA	NA	NA	silva15	A	1
KIC5095850	1.43	0.25	0.11	2.27	0.17	0.09	6836.0	85.0	85.0	0.1	0.15	0.15	NA	3.885	0.018	0.021	NA	11.33	1.012071891	1.012071891	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC5184732	1.1479	0.0399	0.0589	1.3206	0.015	0.021	5846.0	77.0	77.0	0.36	0.1	0.1	NA	4.2548	0.0077	0.0099	NA	1.806	0.128	0.128	NA	MS	G	NA	NA	NA	NA	NA	silva17	A	1
KIC5214711	1.255	0.076485293	0.070724819	1.868	0.073409809	0.06977822	6194.0	54.0	54.0	-0.025	0.1	0.1	NA	3.993	0.023769729	0.023769729	NA	5.291	0.438711511	0.438711511	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC5253542	1.077	0.061400326	0.061400326	1.191	0.026400758	0.026400758	5770.0	96.0	96.0	0.203	0.1	0.1	NA	4.318	0.013	0.013	NA	1.463	0.123674067	0.123674067	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC5309966	1.34	0.08	0.13	1.64	0.05	0.06	6356.0	61.0	61.0	0.1	0.15	0.15	NA	4.131	0.014	0.015	NA	4.22	0.35276565	0.35276565	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC5344612	1.298	0.07566373	0.10878419	1.746	0.060827625	0.060827625	6359.0	84.0	84.0	-0.123	0.1	0.1	NA	4.063	0.020396078	0.020396078	NA	4.715	0.390669341	0.390669341	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC5353186	1.362	0.210582525	0.087709749	2.187	0.104709121	0.06726812	6166.0	55.0	55.0	0.073	0.1	0.1	NA	3.893	0.012649111	0.012649111	NA	7.67	0.655138126	0.655138126	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC5371516	1.454	0.070092796	0.127945301	2.049	0.035355339	0.058600341	6350.0	81.0	81.0	0.075	0.1	0.1	NA	3.976	0.01	0.014317821	NA	5.834	0.497365294	0.497365294	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC5431016	1.336	0.175559107	0.084314886	2.142	0.081394103	0.046227697	6601.0	62.0	62.0	-0.264	0.101	0.101	NA	3.903	0.019235384	0.012727922	NA	8.646	0.791074601	0.791074601	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC5450445	1.39	0.07	0.06	1.99	0.04	0.04	6112.0	84.0	84.0	0.05	0.09	0.09	NA	3.985	0.009	0.009	NA	5.484	0.465478939	0.465478939	NA	MS	F	NA	NA	NA	NA	NA	C14bruntt	A	1
KIC5468089	1.56	0.15	0.17	2.0	0.07	0.07	6728.0	429.0	429.0	0.0	0.15	0.15	NA	4.03	0.018	0.025	NA	5.431	0.46246895	0.46246895	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC5512589	1.132	0.041146081	0.044777226	1.658	0.024839485	0.025612497	5789.0	56.0	56.0	0.032	0.1	0.1	NA	4.052	0.00781025	0.00781025	NA	2.979	0.248201743	0.248201743	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC5516982	1.263	0.045276926	0.044418465	1.472	0.019416488	0.019416488	6444.0	50.0	50.0	-0.065	0.1	0.1	NA	4.203	0.007211103	0.007211103	NA	3.568	0.306744936	0.306744936	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC5530375	1.404	0.064350602	0.061854668	2.753	0.06574192	0.064845971	6210.0	55.0	55.0	-0.226	0.1	0.1	NA	3.706	0.012369317	0.012369317	NA	8.503	1.208243273	1.208243273	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC5543462	1.033	0.061294372	0.058821765	1.298	0.057974132	0.053160135	6246.0	54.0	54.0	-0.372	0.102	0.102	NA	4.224	0.029274562	0.030265492	NA	2.252	0.188741772	0.188741772	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC5636956	1.464	0.072422372	0.127137721	2.055	0.055461698	0.064621978	6369.0	60.0	60.0	0.094	0.1	0.1	NA	3.975	0.012165525	0.013152946	NA	7.338	0.637729562	0.637729562	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC5683538	1.22	0.058600341	0.061032778	2.302	0.101651365	0.093962759	6366.0	73.0	73.0	-0.557	0.102	0.102	NA	3.798	0.02745906	0.029427878	NA	6.302	0.483941956	0.483941956	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC5686856	1.14	0.14	0.11	1.78	0.09	0.08	6125.0	55.0	55.0	0.0	0.2	0.15	NA	3.996	0.012	0.012	NA	2.777	0.070530711	0.070530711	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC5773155	1.429	0.077833155	0.079208585	1.896	0.052153619	0.052153619	6317.0	55.0	55.0	0.138	0.1	0.1	NA	4.036	0.013152946	0.013152946	NA	5.469	0.4588635	0.4588635	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC5773345	1.508	0.04482187	0.047201695	2.024	0.018384776	0.019849433	6214.0	61.0	61.0	0.255	0.1	0.1	NA	4.003	0.006324555	0.006324555	NA	5.275	0.432457782	0.432457782	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC5774694	1.06	0.05	0.06	1.0	0.03	0.03	5875.0	84.0	84.0	0.07	0.09	0.09	NA	4.463	0.017	0.019	NA	0.953	0.061686383	0.061686383	NA	MS	G	NA	NA	NA	NA	NA	C14bruntt	A	1
KIC5939450	1.53	0.1	0.09	2.88	0.07	0.06	6282.0	84.0	84.0	-0.18	0.09	0.09	NA	3.701	0.017	0.013	NA	11.37	0.908440115	0.908440115	NA	MS	F	NA	NA	NA	NA	NA	C14bruntt	A	1
KIC5950854	0.956	0.049203658	0.047634021	1.233	0.021400935	0.020615528	5913.0	61.0	61.0	-0.238	0.1	0.1	NA	4.236	0.008602325	0.008602325	NA	1.875	0.157345852	0.157345852	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1
KIC5961597	1.465	0.068593003	0.077620873	1.923	0.04494441	0.04494441	6492.0	53.0	53.0	0.051	0.1	0.1	NA	4.035	0.012649111	0.013601471	NA	6.678	0.526709025	0.526709025	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC6047087	1.096	0.061587336	0.06074537	1.315	0.027730849	0.026832816	6189.0	61.0	61.0	-0.188	0.1	0.1	NA	4.239	0.011661904	0.011661904	NA	2.129	0.17638538	0.17638538	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC6049366	1.212	0.06726812	0.065795137	1.822	0.086648716	0.08005623	6220.0	62.0	62.0	-0.143	0.099	0.099	NA	3.998	0.029427878	0.030413813	NA	4.637	0.392941598	0.392941598	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1
KIC6064910	1.4	0.15	0.13	2.37	0.1	0.09	6508.0	75.0	75.0	-0.26	0.2	0.15	NA	3.836	0.015	0.015	NA	8.907	0.767730778	0.767730778	NA	MS	F	NA	NA	NA	NA	NA	C14sdss	A	1
KIC6106415	1.0681	0.0513	0.0399	1.2186	0.018	0.018	6037.0	77.0	77.0	-0.04	0.1	0.1	NA	4.2955	0.0088	0.0088	NA	1.765	0.121	0.112	NA	MS	F	NA	NA	NA	NA	NA	silva17	A	1
