Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	FeH	eFeH1	eFeH2	logg	elogg1	elogg2	rho	erho1	erho2	cutoff	class	type	pla	catalog	e_M	e_R	e_Teff	e_L	mode	logTeff	elogTeff1	elogTeff2	logL	elogL1	elogL2
657	KIC6145937	1.065	0.0711688133946324	0.0702281994643178	2.278	0.0760591874792257	0.0760591874792257	5391	58	58	6.04	0.555170770025493	0.555170770025493	-0.313	0.101	0.101	3.751	0.0092195444572928	0.0101980390271856	0.09028	0.0037474241820215	0.0037006604815897	4.2603157	PMS	G	NA	serenelli17	6.63835741121832	3.33885809829788	1.07586718605083	9.19156904015717	A	3.7316693318286362	0.004647476075472667	0.004697748145759739	0.7810369386211319	0.038189106677409934	0.04187382824810271
658	KIC6196457	1.209	0.019	0.03	1.716	0.012	0.012	5871	94	94	3.316	0.185	0.164	0.19	0.0721110255092798	0.0721110255092798	4.049	0.004	0.005	0.237909239400611	0.0028407073361267	0.0028407073361267	3.9456757	MS	G	p	silva15	2.02646815550041	0.699300699300699	1.60109010390053	5.26236429433052	A	3.7687120803776635	0.006898367628697333	0.007009712836250959	0.5206145218782359	0.02357758888679673	0.02202831306071823
659	KIC6225718	1.1593	0.0304	0.0304	1.2336	0.012	0.015	6313	76	76	2.137	0.094	0.09	-0.07	0.1	0.1	4.3186	0.0066	0.0055	0.618341737092536	0.0117995880974363	0.0126837582558057	3.6559447	MS	F	NA	silva17	2.6222720607263	1.0943579766537	1.20386504039284	4.30510060832943	A	3.800235789327354	0.005197098804786027	0.005260045276222147	0.3298045221640694	0.0186950481197683	0.01868667950156372
660	KIC6232600	1.132	0.0590762219509677	0.0590762219509677	1.312	0.0246981780704569	0.0246981780704569	6435	70	70	2.61	0.199951274588325	0.199951274588325	-0.294	0.1	0.1	4.255	0.010295630140987	0.010295630140987	0.5006	0.0113514906950585	0.0108355129550935	3.5759737	MS	F	NA	serenelli17	5.21874752217029	1.88248308463849	1.08780108780109	7.6609683750316	A	3.8085485512404054	0.004698749657199741	0.004750143250731309	0.41664050733828095	0.03205828183338666	0.034614684280631136
662	KIC6278762	0.739	0.009	0.011	0.748	0.006	0.003	5046	74	74	0.341	0.02	0.016	-0.482	0.0721110255092798	0.0721110255092798	4.56	0.003	0.002	1.77402173141112	0.0127831830125701	0.0177544208507919	4.4864632	MS	K	p	silva15	1.3531799729364	0.601604278074866	1.46650812524772	5.27859237536657	A	3.702947246181556	0.00632271479427482	0.006416126211948647	-0.4672456210075022	0.024752822913160222	0.0208710180136234
663	KIC6287060	1.157	0.0798811617341661	0.0782368199762746	1.488	0.0470106370941726	0.0452769256906871	6020	53	53	3.112	0.271405410100712	0.271405410100712	-0.016	0.1	0.1	4.155	0.017464249196573	0.0183847763108502	0.3492	0.0204484546115348	0.0220271604161771	3.8480062	MS	F	NA	serenelli17	6.8331020618168	3.10106057744824	0.880398671096345	8.72125353794062	A	3.7795964912578244	0.0038067898647389242	0.003840453413726408	0.4930395883176513	0.03631445109632908	0.03963033274791172
664	KIC6290627	1.257	0.103580886267689	0.0987623410010111	3.564	0.109110036201992	0.109110036201992	5247	69	69	8.033	0.772120955635893	0.772120955635893	-0.309	0.105	0.105	3.433	0.0101980390271856	0.0101980390271856	0.02777	0.0005964065727337	0.0005928000084345	4.3547077	PMS	G	NA	serenelli17	8.04865661371124	3.06144882721639	1.31503716409377	9.61186301053022	A	3.719911064198339	0.005673908072355349	0.005749018099485692	0.9048777669634046	0.0398575592688426	0.04388856485746351
665	KIC6308642	1.189	0.0528393792544916	0.0644748012792595	2.303	0.0441021541423999	0.0492442890089805	5610	56	56	5.766	0.515821436010661	0.515821436010661	-0.259	0.101	0.101	3.787	0.0086023252670426	0.0094339811320566	0.09721	0.002494884766878	0.0024564954711946	4.1167612	PMS	G	NA	serenelli17	4.93331289040164	2.02662707666914	0.998217468805704	8.94591460302915	A	3.7489628612561616	0.004313708928256776	0.004356985841922789	0.760874638052189	0.03721094914283174	0.04070056359166929
666	KIC6313425	1.426	0.0474341649025257	0.0621691241694782	2.671	0.0482597140480546	0.0499299509312797	5763	85	85	7.254	0.667054601208631	0.667054601208631	-0.078	0.103	0.103	3.737	0.0072111025509279	0.0072111025509279	0.07462	0.0018593614495304	0.0018151542634167	4.0164697	PMS	G	NA	serenelli17	3.84303257615722	1.83806935565957	1.47492625368732	9.19567964169604	A	3.760648619581356	0.006358744368447855	0.006453231391517988	0.8605775512444155	0.03820545572321388	0.041893487788008166
667	KIC6363365	1.12	0.13	0.11	1.41	0.06	0.05	6282	76	76	4.057	0.854109437523083	0.854109437523083	-0.58	0.15	0.1	4.188	0.016	0.016	0.3993	0.0138	0.0136	3.6762652	MS	F	NA	C14sdss	10.7142857142857	3.90070921985816	1.20980579433301	21.0527344718532	A	3.798097932062486	0.005222591516267805	0.00528616081433908	0.6082050077043262	0.08297460420834757	0.10266290791791854
668	KIC6370489	1.211	0.0581377674149945	0.0615223536610881	2.002	0.034828149534536	0.0374833296279826	6302	80	80	5.209	0.448219506848109	0.448219506848109	-0.452	0.1	0.1	3.918	0.0086023252670426	0.0086023252670426	0.151	0.0023491753872369	0.0023412680324986	3.6631552	MS	F	NA	serenelli17	4.94055000314131	1.8059809980649	1.26943827356395	8.60471312820329	A	3.799478398837981	0.0054784010195105814	0.005548392065296337	0.7167543574326971	0.035848672777285984	0.039076199652906096
669	KIC6421967	1.24	0.1	0.11	1.27	0.04	0.05	6464	73	73	2.237	0.18956809924424	0.18956809924424	-0.12	0.15	0.15	4.321	0.015	0.017	0.6012	0.0252	0.0238	3.5569642	MS	F	NA	C14sdss	8.46774193548387	3.54330708661417	1.12933168316832	8.47421096308626	A	3.8105013477665297	0.004877137199388315	0.004932530217974129	0.3496659840966297	0.03532649977268121	0.038456518410369456
670	KIC6430804	1.12	0.11	0.11	3.18	0.13	0.13	5076	67	67	6.632	0.643277737965113	0.643277737965113	0.06	0.1	0.1	3.481	0.009	0.009	0.0347	0.0012	0.0012	4.4667982	PMS	K	NA	C14sdss	9.82142857142857	4.08805031446541	1.31993695823483	9.69960401033041	A	3.705521613422667	0.005694910898423	0.005770581733152813	0.8216445175422171	0.04020505987700118	0.04431034519312427
671	KIC6442183	1.08	0.05	0.05	1.71	0.03	0.03	5760	84	84	2.577	0.220611380297771	0.220611380297771	-0.11	0.09	0.09	4.006	0.009	0.008	0.2168	0.004	0.004	4.0184362	MS	G	NA	C14bruntt	4.62962962962963	1.75438596491228	1.45833333333333	8.560783092657	A	3.760422483423212	0.006287723839047299	0.006380096637775612	0.41111441855090475	0.035672967404012434	0.038867501929004344
672	KIC6448798	1.4	0.22	0.12	2.4	0.14	0.1	6349	67	67	9.553	0.859532225356941	0.859532225356941	-0.16	0.15	0.15	3.829	0.017	0.017	0.1023	0.006	0.0058	3.6323467	MS	F	NA	C14sdss	12.1428571428571	5.0	1.05528429673964	8.99751099504806	A	3.802705327074352	0.004559028201755133	0.004607395011865911	0.9801397777457546	0.03741658075293497	0.040946729147771754
674	KIC6450651	1.1	0.18	0.12	1.72	0.11	0.09	5995	69	69	3.177	0.273070117588635	0.273070117588635	-0.12	0.15	0.15	4.01	0.02	0.021	0.2171	0.0166	0.016	3.8643937	MS	G	NA	C14sdss	13.6363636363636	5.81395348837209	1.15095913261051	8.59521931346033	A	3.7777891874348675	0.0049700051891297115	0.005027540290835297	0.5020172148271475	0.03581070673087561	0.03903108904202007
676	KIC6505044	1.33	0.06	0.11	3.83	0.09	0.14	4996	81	81	8.369	0.841100227148035	0.841100227148035	0.14	0.1	0.15	3.395	0.009	0.009	0.0238	0.0007	0.0007	4.5192382	PMS	K	NA	C14sdss	6.39097744360902	3.00261096605744	1.6212970376301	10.0501879214725	A	3.6986224297020978	0.006984733702507295	0.007098907533943155	0.9226735678585543	0.04159078849035591	0.045999739637427095
677	KIC6508366	1.544	0.0532634959423431	0.0623698645180507	2.173	0.0280178514522438	0.0325269119345812	6499	46	46	6.936	0.569259634721573	0.569259634721573	-0.03	0.099	0.099	3.952	0.0064031242374328	0.0064031242374328	0.1504	0.00159920761629	0.0014223481606132	3.5340217	MS	F	NA	serenelli17	3.74460364185213	1.39311466605672	0.707801200184644	8.20731883969973	A	3.812846536967071	0.0030631139197034862	0.0030848718599463254	0.8411090844681539	0.03425663622526054	0.037191944707340885
678	KIC6520835	1.328	0.0587962583843564	0.0574891294072192	2.144	0.034828149534536	0.0340587727318528	6146	50	50	7.205	0.572534041791144	0.572534041791144	0.032	0.1	0.1	3.898	0.0106301458127346	0.0106301458127346	0.1347	0.0033238354351562	0.0032992758296329	3.7654132	MS	F	NA	serenelli17	4.37821490179125	1.60650471703332	0.813537260006508	7.94634339751761	A	3.7885925559203595	0.0035188531668088885	0.00354759758881551	0.8576339851500081	0.03320793551529644	0.03595895554954087
679	KIC6521045	1.108	0.021	0.019	1.513	0.009	0.012	5825	75	75	2.478	0.112	0.112	0.102	0.0721110255092798	0.0721110255092798	4.125	0.004	0.004	0.32242028265038	0.0028407073361267	0.00426106100419	3.9758287	MS	G	p	silva15	1.80505415162455	0.69398545935228	1.28755364806867	4.51977401129944	A	3.7652959296980564	0.005556081944087854	0.0056280850084258205	0.3941013020400447	0.019198462041207176	0.020086561748133114
681	KIC6529109	1.19	0.0524309069156733	0.0566038867923396	1.828	0.0310644491340181	0.0327566787083184	5806	90	90	3.483	0.301768721633351	0.301768721633351	0.072	0.099	0.099	3.989	0.01	0.01	0.1947	0.0048855236157447	0.0048762748076785	3.9882832	MS	G	NA	serenelli17	4.58129385327786	1.74565448146435	1.55012056493283	8.66404598430524	A	3.763877031495655	0.006680443355340238	0.006784811376722377	0.5419534744582363	0.03608587146840414	0.039358230604822686
682	KIC6530901	1.3	0.0502493781056045	0.0530377224247045	1.559	0.02343074902772	0.0242074368738204	6374	53	53	3.626	0.303046763941749	0.303046763941749	0.018	0.1	0.1	4.165	0.01	0.01	0.3424	0.0074552137460974	0.0073334156434774	3.6159592	MS	F	NA	serenelli17	3.97258078962727	1.52784432012637	0.831502980859743	8.35760518317012	A	3.804412059137714	0.0035962407726861656	0.0036262688099513163	0.5594277997594899	0.03485939810321759	0.03790357026674318
683	KIC6531928	0.957	0.0756108457828637	0.0728010988928052	2.602	0.0828733974204026	0.0819328993750374	5333	64	64	4.773	0.454074366658957	0.454074366658957	-0.719	0.103	0.103	3.588	0.0094868329805051	0.0094868329805051	0.0543	0.0014999697630285	0.0014836688613029	4.2983347	PMS	G	NA	serenelli17	7.75402009799733	3.16691577239508	1.20007500468779	9.51339548835024	A	3.7269715836828765	0.005180834382337185	0.005243385110088372	0.6787914343662439	0.03946724457211759	0.043415708278383924
684	KIC6587236	1.45	0.16	0.16	3.0	0.17	0.16	6067	60	60	12.52	1.13685734603614	1.13685734603614	-0.3	0.15	0.15	3.643	0.02	0.021	0.0534	0.0045	0.0045	3.8171977	PMS	F	NA	C14sdss	11.0344827586207	5.5	0.988956650733476	9.08033023990524	A	3.782973994944048	0.004273885387905629	0.004316362996692913	1.0976043288744108	0.037746444094963305	0.041342150395692334
685	KIC6592305	1.362	0.0565862174031804	0.0537587202228624	2.248	0.0410487515035476	0.0394081209904761	6132	55	55	6.92	0.596243013590098	0.596243013590098	0.06	0.1	0.1	3.868	0.010295630140987	0.010295630140987	0.1199	0.0036611528239067	0.0036575543741686	3.7745902	MS	F	NA	serenelli17	4.05084205675635	1.78952118536529	0.896934116112198	8.61622852008812	A	3.7876021461823375	0.0038779698376631977	0.003912909835021239	0.8401060944567578	0.03589471871668082	0.03913092223660086
686	KIC6593461	0.94	0.2	0.11	1.29	0.08	0.06	5817	101	101	2.059	0.178590730236283	0.178590730236283	0.24	0.15	0.15	4.193	0.026	0.023	0.4394	0.0208	0.0201	3.9810727	MS	G	NA	C14sdss	16.4893617021277	5.42635658914729	1.73629018394361	8.67366344032456	A	3.7646990637983677	0.007475897026246514	0.0076068436794352046	0.31365634661803143	0.036124307578667025	0.03940396317578587
687	KIC6593620	0.985	0.0560802995712398	0.0543783044972901	1.581	0.0434626276242015	0.0416293165929973	5791	60	60	2.585	0.222583044657376	0.222583044657376	-0.26	0.1	0.1	4.033	0.0152315462117278	0.0152315462117278	0.249	0.0129682353849705	0.0120459922380848	3.9981157	MS	G	NA	serenelli17	5.60703573951928	2.69107982976593	1.03609048523571	8.61056265599132	A	3.762753564933374	0.004476533177344422	0.00452315647562429	0.4124605474299613	0.035872063559831247	0.03910399647949375
688	KIC6603624	1.007	0.0393954312071844	0.0393954312071844	1.15	0.0156524758424985	0.0156524758424985	5612	66	66	1.237	0.107553688677933	0.107553688677933	0.2	0.1	0.1	4.319	0.0063245553203367	0.0063245553203367	0.6613	0.0062786076481971	0.006135080626202	4.1154502	MS	G	NA	serenelli17	3.91215801461613	1.36108485586944	1.17605131860299	8.69472018414976	A	3.7491176623563223	0.005077725833515956	0.005137797114479259	0.09236969962912069	0.03620844886477563	0.03950410824236465
689	KIC6605673	1.135	0.0895377015563835	0.0605392434706612	1.65	0.039	0.032649655434629	6222	60	60	3.612	0.307113151273186	0.307113151273186	-0.258	0.1	0.1	4.058	0.0143178210632764	0.0116619037896906	0.2528	0.0069700136298288	0.0068329976584219	3.7155952	MS	F	NA	serenelli17	6.61131916418699	2.17120167983724	0.964320154291225	8.50257893890327	A	3.7939300067726847	0.004167925289801477	0.004208312791762925	0.5577477416414682	0.03544006081702933	0.03859114675015385
690	KIC6612225	1.186	0.065	0.0681175454637056	1.783	0.0490407993409569	0.0498196748283246	6374	54	54	5.549	0.478999685729615	0.478999685729615	-0.337	0.1	0.1	4.009	0.0111803398874989	0.0111803398874989	0.209	0.0094834015521858	0.0092955766362286	3.6159592	MS	F	NA	serenelli17	5.61203817300614	2.77230718365904	0.847191716347662	8.63218031590583	A	3.804412059137714	0.003663808953592973	0.003694980855328822	0.7442147248141658	0.035958496186441424	0.039206738560536025
691	KIC6671492	1.413	0.0651152823843988	0.0666033032213869	2.445	0.0496487663492256	0.0470106370941726	6103	103	103	8.403	0.739168990260694	0.739168990260694	0.067	0.1	0.1	3.81	0.0125299640861417	0.0125299640861417	0.09654	0.0035700523805681	0.0035228626144089	3.7935997	MS	F	NA	serenelli17	4.66095490466333	1.97667491704291	1.68769457643782	8.79648923313928	A	3.785543369956593	0.007268401291554039	0.007392119572949607	0.9244343635432307	0.03661488128794177	0.03998844371841914
692	KIC6679371	1.5279	0.0399	0.019	2.2143	0.024	0.024	6479	77	77	7.741	0.257	0.266	0.01	0.1	0.1	3.9336	0.0077	0.0066	0.141852851359989	0.0032987713940771	0.0034173709253604	3.5471317	MS	F	NA	silva17	1.92748216506316	1.08386397507113	1.18845500848896	3.37811652241313	A	3.811507979945327	0.005130964953134587	0.00519231013721333	0.8887970674566807	0.014184332340822059	0.015185870460213469
693	KIC6688822	1.263	0.0442831796509691	0.0488466989672793	2.204	0.0402492235949962	0.0420475920832573	5563	61	61	6.434	0.623788808095426	0.623788808095426	0.147	0.1	0.1	3.852	0.010295630140987	0.010295630140987	0.1179	0.0039896929706432	0.0039548615652131	4.1475697	PMS	G	NA	serenelli17	3.68685188512464	1.86698765150303	1.09653064893043	9.69519440620805	A	3.745309059940828	0.004736252070939528	0.004788473887163303	0.808481056565951	0.04018760215465034	0.04428913797737066
694	KIC6689943	1.178	0.0640312423743285	0.0746257328272225	1.479	0.0382753184180093	0.0391152144312159	6011	54	54	3.222	0.274607079184668	0.274607079184668	-0.002	0.1	0.1	4.168	0.0120830459735946	0.013	0.3628	0.0142389588453651	0.0132735168286329	3.8539057	MS	F	NA	serenelli17	5.88527059429334	2.6163128076141	0.898353019464315	8.52287644893444	A	3.778946727968617	0.003884077233974992	0.003919127869772332	0.5081255360831992	0.035521296417828974	0.03868750000691695
695	KIC6693861	1.149	0.053	0.0504777178564959	2.121	0.0403112887414927	0.0388973006775534	5937	80	80	4.675	0.414114387013456	0.414114387013456	-0.402	0.102	0.102	3.844	0.0072111025509279	0.0072111025509279	0.1203	0.0026914696728739	0.0026837615393324	3.9024127	PMS	G	NA	serenelli17	4.50294681707989	1.8672463323679	1.34748189321206	8.85806175429853	A	3.7735670489260587	0.005812962565597157	0.0058918248980988075	0.6697816152085365	0.03686059732528946	0.04028173984768857
696	KIC6766513	1.271	0.0523450093132096	0.0537401153701776	2.054	0.0339705755029261	0.0339705755029261	6594	77	77	6.876	0.643260766853105	0.643260766853105	-0.397	0.102	0.102	3.916	0.0080622577482985	0.0080622577482985	0.1465	0.0031939463051216	0.0031781669245022	3.4717492	MS	F	NA	serenelli17	4.17329365394914	1.6538741724891	1.16772823779193	9.35515949466411	A	3.8191489428071344	0.005041997845448787	0.005101221811534717	0.8373358680150148	0.038839278340285444	0.042656910860608965
697	KIC6802438	1.231	0.0756439025963098	0.0830060238777885	2.665	0.0595063021872474	0.065	5313	59	59	6.116	0.584509277680401	0.584509277680401	-0.298	0.1	0.1	3.676	0.0089442719099991	0.0098488578017961	0.06501	0.0009909576176608	0.0009914729698786	4.3114447	PMS	G	NA	serenelli17	6.44394502331837	2.33595313672134	1.11048371917937	9.55705162982997	A	3.725339815909737	0.004796188086940489	0.004849747459685805	0.7864674767402825	0.039640336121856135	0.04362528843167335
698	KIC6806100	1.257	0.0841486779456457	0.0884590300647707	2.222	0.10252804494381	0.0950789145920377	5286	83	83	6.069	0.692748476209255	0.692748476209255	0.237	0.1	0.1	3.842	0.0224722050542442	0.0234093998214393	0.1141	0.0099244269355968	0.0095866883750333	4.3291432	PMS	G	NA	serenelli17	6.86585950717647	4.44660124968155	1.57018539538403	11.4145407185575	A	3.7231271587956916	0.006766245167546092	0.006873332899655082	0.7831171374904671	0.046941874336202005	0.052637558836234444
699	KIC6837853	1.146	0.0757429864739964	0.0779871784333809	1.376	0.051	0.0492442890089805	5886	57	57	2.122	0.177657336346075	0.177657336346075	0.154	0.1	0.1	4.218	0.0206155281280883	0.0215870331449229	0.4385	0.0303283448278999	0.0303480691313302	3.9358432	MS	G	NA	serenelli17	6.70724977780879	3.64259771108214	0.968399592252803	8.37216476654454	A	3.769820257763592	0.004185472494617315	0.004226202444146843	0.32674537956532185	0.03491774861712521	0.037972573800267195
700	KIC6848299	0.897	0.0596824932455071	0.0588302643203309	1.737	0.0595063021872474	0.0586003412959344	5437	60	60	2.884	0.261056342355572	0.261056342355572	-0.368	0.101	0.101	3.911	0.012369316876853	0.012369316876853	0.1712	0.0089819313067958	0.0088844764617843	4.2301627	PMS	G	NA	serenelli17	6.6060622946398	3.39973067021249	1.10354975170131	9.05188427030415	A	3.735359333001711	0.0047664039640196165	0.004819296524591898	0.4599952560473914	0.03763317400573846	0.04120629425495109
701	KIC6853020	1.515	0.0980815986819138	0.134525090596513	2.092	0.0708307842678591	0.0708307842678591	6437	56	56	7.406	0.598470001515005	0.598470001515005	0.125	0.1	0.1	3.973	0.0186815416922694	0.0196468827043885	0.164	0.0101566972978424	0.0099350201308301	3.5746627	MS	F	NA	serenelli17	7.67678842503059	3.38579274702959	0.869970483144322	8.08088038772624	A	3.808683509128969	0.0037618937437868816	0.0037947645065776747	0.8695837077134237	0.033748873634016796	0.03659414390813576
703	KIC6933899	1.126	0.0360555127546399	0.0377359245282264	1.591	0.0220227155455452	0.0226715680975093	5841	56	56	3.008	0.275374420546736	0.275374420546736	-0.045	0.1	0.1	4.085	0.0070710678118654	0.0070710678118654	0.2794	0.0048997802246631	0.0049163647230448	3.9653407	MS	G	NA	serenelli17	3.27670680652159	1.4045972232261	0.958739941790789	9.15473472562286	A	3.766487206239694	0.004143921538112494	0.0041838429519254206	0.47827783191960466	0.038042578529941584	0.0416977025749366
704	KIC6947945	1.176	0.0657951365983839	0.0630713881248859	2.258	0.0626258732474047	0.0626258732474047	5572	74	74	4.524	0.418723434260531	0.418723434260531	-0.144	0.103	0.103	3.802	0.0092195444572928	0.0092195444572928	0.1026	0.0040957515793807	0.0040127054464538	4.1416702	PMS	G	NA	serenelli17	5.47901890830229	2.77351077269286	1.32806891600861	9.25560199514879	A	3.746011107751926	0.0057297660589745725	0.005806372244476332	0.6555225962534177	0.038443714321697686	0.042180176106458855
705	KIC7019341	0.98	0.2	0.12	1.39	0.1	0.08	5723	77	77	2.351	0.220003794667945	0.220003794667945	0.38	0.1	0.1	4.145	0.02	0.02	0.365	0.0257	0.0244	4.0426897	MS	G	NA	C14sdss	16.3265306122449	6.47482014388489	1.34544819150795	9.35788152564631	A	3.757623745908389	0.005804247654548345	0.005882872097488612	0.37125262912493934	0.038850088514472414	0.042669952758844554
