ID	component	M	eM	R	eR	Teff	eTeff	L	eL	logg	elogg	FeH	eFeH	logL	elogL1	elogL2	elogL	logTeff	elogTeff1	elogTeff2	elogTeff
TYC 6296-96-1	A	1.0782	0.002	1.055	0.011	5929.0	96.0	1.233	0.088	4.4247	0.0094	0.07	0.03	0.09096307659573168	0.029939741018795582	0.03215758991982487	0.031048665469310226	3.7729814503449637	0.006975600901942158	0.007089473914948297	0.0070325374084452275
TYC 6296-96-1	B	1.0661	0.0025	1.042	0.012	5875.0	95.0	1.164	0.083	4.4303	0.0097	0.07	0.03	0.06595298031386965	0.029913473164672924	0.032127286360559316	0.03102037976261612	3.7690078709437738	0.0069664601855952135	0.007080032523244739	0.007023246354419976
TYC 7023-26-1	NA	0.7	0.01	1.05	0.04	6602.0	32.0	1.89	0.15	4.3	0.04	-2.67	0.05	0.2764618041732441	0.03316836325265465	0.035912555890644404	0.03454045957164953	3.8196755199942927	0.0020999471891709476	0.002110150434512015	0.002105048811841481
TYC 7091-888-1	B	0.7832	0.0029	0.7291	0.0081	5395.0	75.0	0.406	0.024	4.6064	0.0098	-0.33	0.1	-0.39147396642280585	0.02494242200239244	0.02646267066548541	0.025702546333938925	3.7319914490189294	0.005995877314501463	0.006079816723881137	0.0060378470191913
TYC 7482-456-1	NA	0.78	0.02	0.95	0.03	6377.0	34.0	1.345	0.09	4.37	0.04	-2.17	0.05	0.12872228433842678	0.028129616731584373	0.03007855852136987	0.02910408762647712	3.804616416987255	0.002309359896476515	0.0023217055897912786	0.002315532743133897
TYC 8017-108-1	NA	0.947	0.019	0.9179	0.0093	5496.0	19.0	0.693	0.017	4.489	0.007	0.05	0.01	-0.1592667653881933	0.010525114107268557	0.01078653867017082	0.010655826388719689	3.740046724051494	0.0014987927247154254	0.0015039831227086076	0.0015013879237120165
TYC 8346-37-1	NA	0.352	0.008	0.361	0.018	3409.0	118.0	0.0158	0.0015	4.87	0.045	-0.16	0.09	-1.8013429130455774	0.03938901617437285	0.043321049489360774	0.04135503283186681	3.532627001228891	0.014778458438598818	0.01529911893451752	0.015038788686558169
TYC 8511-888-1	B	1.0897	0.0035	1.1814	0.0038	6324.0	44.0	2.018	0.056	4.3297	0.0026	0.0	0.2	0.3049211619008917	0.011887590152130423	0.01222215885696204	0.012054874504546231	3.8009918612601714	0.0030111934694412312	0.0030322175229753334	0.0030217054962082823
TYC 8590-374-1	A	1.436	0.016	1.5269	0.007	7031.0	227.0	5.44	0.78	4.2277	0.0062	-0.15	0.13	0.7355988996981799	0.05819148499263882	0.0672129830081798	0.06270223400040931	3.847017097935354	0.013799865929183586	0.014252792994822627	0.014026329462003106
TYC 8590-374-1	B	1.372	0.018	1.3919	0.0071	6683.0	231.0	3.85	0.58	4.2882	0.0072	-0.15	0.13	0.5854607295085007	0.06094299671456882	0.07091297684821463	0.06592798678139172	3.824971461123693	0.014757914082694779	0.01527710240676905	0.015017508244731914
TYC 9281-3037-1	NA	0.78	0.02	1.06	0.04	6432.0	31.0	1.73	0.13	4.28	0.04	-2.24	0.05	0.2380461031287954	0.03146684108912087	0.03392612047287061	0.03269648078099574	3.808346035740395	0.002088120182277997	0.0020982085446044074	0.0020931643634412023
V* AD Boo	B	1.209	0.006	1.216	0.01	6152.0	114.0	1.91	0.15	4.3506	0.0075	0.1	0.15	0.28103336724772754	0.03283385312142589	0.03552069943357772	0.034177276277501806	3.7890163267933747	0.0079740637523118	0.008123218106296015	0.008048640929303907
V* AK For	A	0.6946	0.00072	0.688	0.02	4690.0	100.0	0.206	0.022	4.605	0.025	-0.2	0.1	-0.6861327796308466	0.04406762663130037	0.049049397359616886	0.04655851199545863	3.6711728427150834	0.009162670699479847	0.009360157177822348	0.009261413938651097
V* AK For	B	0.6348	0.005	0.61	0.016	4390.0	150.0	0.124	0.02	4.67	0.023	-0.2	0.1	-0.906578314837765	0.06494080693301463	0.07638834586345467	0.07066457639823465	3.6424645202421213	0.014591332614982466	0.015098663649388833	0.01484499813218565
V* AL Ari	B	0.9112	0.0006	0.9049	0.0079	5559.0	64.0	0.704	0.035	4.485	0.008	-0.42	0.08	-0.1524273408578878	0.02107177925271353	0.02214654137428912	0.021609160313501324	3.74499667403856	0.004971409470842847	0.005028977279050828	0.0050001933749468375
V* AL Dor	A	1.1018	0.0006	1.0917	0.002	6056.0	60.0	1.44	0.06	4.404	0.002	-0.11	0.05	0.15836249209524964	0.017728766960431602	0.01848340569401316	0.01810608632722238	3.7821858664920165	0.004281610248265899	0.004324242315774551	0.004302926282020225
V* AL Dor	B	1.1028	0.0007	1.0983	0.002	6050.0	60.0	1.46	0.06	4.399	0.002	-0.11	0.05	0.1643528557844371	0.017490732160335448	0.01822482010619908	0.017857776133267264	3.781755374652469	0.0042858355900849965	0.004328552263157537	0.004307193926621267
V* BK Peg	B	1.2569	0.0049	1.474	0.017	6324.0	88.0	3.09	0.21	4.2	0.01	-0.12	0.07	0.4899584794248346	0.028555460453052794	0.030565991665603753	0.029560726059328274	3.8009918612601714	0.006001652421935955	0.0060857547433674775	0.006043703582651716
V* BX Cet	NA	0.246	0.025	0.278	0.01	3483.0	69.0	0.00816	0.0001	4.994	0.017	-0.31	0.05	-2.0883098412461387	0.005289888566521128	0.005355116948770444	0.005322502757645786	3.541953474458236	0.008519482648327248	0.00868995767952141	0.008604720163924329
V* CF UMa	NA	0.63	0.016	0.5846	0.0039	5234.0	22.0	0.231	0.0023	4.72	0.01	-1.33	0.02	-0.6363880201078557	0.004302758901608361	0.004345815285395793	0.004324287093502077	3.7188337183038622	0.0018216382478621895	0.001829311263314981	0.0018254747555885853
V* CQ Ind	A	1.2694	0.0012	1.4096	0.0039	6457.0	74.0	3.12	0.13	4.243	0.002	-0.04	0.08	0.4941545940184428	0.01772876696043152	0.018483405694013133	0.018106086327222326	3.8100307864058394	0.004948897354917214	0.005005941976034212	0.004977419665475713
V* CQ Ind	B	1.1293	0.0013	1.1267	0.0057	6138.0	71.0	1.629	0.079	4.387	0.003	-0.04	0.08	0.2119210843085094	0.020566782044476845	0.021589386138217898	0.02107808409134737	3.7880268840958036	0.004994775750179592	0.005052889151755391	0.005023832450967491
V* FI Vir	NA	0.174	0.004	0.196	0.01	3264.0	111.0	0.00393	0.00032	5.094	0.048	-0.19	0.14	-2.4056074496245734	0.033996379674885	0.03688534846976843	0.03544086407232672	3.5137501500818233	0.014523627085220259	0.015026179333918588	0.014774903209569423
V* GX And	NA	0.423	0.042	0.3849	0.0019	3562.0	13.0	0.02149	0.00022	4.894	0.044	-0.72	0.07	-1.6677635845085568	0.0044234079629768	0.0044689255887142565	0.004446166775845528	3.551693915127225	0.0015821310098744767	0.0015879157796319099	0.0015850233947531933
V* HO Lib	NA	0.297	0.03	0.302	0.0095	3501.0	58.0	0.01235	0.00026	4.951	0.051	-0.17	0.08	-1.9083330424043154	0.009048128977397152	0.009240656734912589	0.00914439285615487	3.5441921107650325	0.007135877238813482	0.007255088060358794	0.007195482649586138
V* HP Boo	NA	0.96	0.019	1.113	0.022	5811.0	58.0	1.272	0.013	4.33	0.03	-0.01	0.02	0.10448711131239508	0.004416016354918242	0.004461381204532433	0.004438698779725338	3.764250875438773	0.004313234074800221	0.004356501413274039	0.00433486774403713
V* IL Aqr	NA	0.409	0.01	0.3751	0.0045	3164.0	25.0	0.01271	0.00025	4.902	0.015	-0.17	0.12	-1.895854449445992	0.00845945098056644	0.00862750823085734	0.00854347960571189	3.500236474825639	0.0034180444173204094	0.0034451591255963976	0.0034316017714584035
V* KX Cnc	A	1.1345	0.0031	1.0527	0.0056	5902.0	95.0	1.211	0.084	4.4483	0.0048	0.07	0.1	0.08314414314305227	0.029125625274218414	0.031220227096945725	0.03017292618558207	3.7709992051639407	0.006934843673838564	0.007047379130616704	0.006991111402227634
V* KX Cnc	B	1.1241	0.0044	1.0593	0.0051	5848.0	94.0	1.178	0.081	4.4388	0.0045	0.07	0.1	0.07114529045108281	0.02888043965677975	0.03093866287637169	0.02990955126657572	3.767007363949804	0.006925283517841052	0.007037506395497051	0.006981394956669051
V* KX Lib	NA	0.745	0.016	0.6948	0.0089	4723.0	71.0	0.216	0.012	4.63	0.02	0.02	0.04	-0.6655462488490691	0.02348109584952296	0.024823583725032128	0.024152339787277544	3.6742179455767	0.006480084120934926	0.006578239520289131	0.006529161820612028
V* LX Mus	A	1.3434	0.0006	1.3449	0.0084	6531.0	75.0	2.97	0.12	4.309	0.005	0.09	0.05	0.4727564493172124	0.01720203010762228	0.01791158930870218	0.01755680970816223	3.8149796837607566	0.004958885594638751	0.0050161620467426005	0.004987523820690676
V* LX Mus	B	1.3543	0.0006	1.396	0.0071	6561.0	60.0	3.26	0.13	4.28	0.004	0.09	0.05	0.5132176000679389	0.016982098135143175	0.017673262521490485	0.01732768032831683	3.8169700377572995	0.0039535501240179904	0.00398987171781906	0.003971710920918525
V* NO UMa	A	0.834	0.017	0.638	0.074	5105.0	102.0	0.249	0.061	4.75	0.1	-0.14	0.1	-0.6038006529042637	0.0951623467385363	0.12204149783205653	0.10860192228529642	3.707995746422929	0.008591831252763082	0.008765243539520018	0.00867853739614155
V* NO UMa	B	0.64	0.017	0.527	0.061	4175.0	106.0	0.076	0.019	4.8	0.1	-0.14	0.1	-1.1191864077192086	0.09691001300805646	0.1249387366082999	0.11092437480817818	3.620656479819621	0.01088874801468842	0.011168789966335524	0.011028768990511972
V* NY Hya	A	1.1609	0.0091	1.407	0.015	5598.0	64.0	1.75	0.085	4.206	0.009	0.07	0.1	0.24303804868629444	0.020598019901813674	0.02162381084395576	0.021110915372884717	3.7480328941301435	0.004936970898940629	0.004993739325210189	0.004965355112075409
V* NY Hya	B	1.1679	0.0099	1.406	0.017	5610.0	65.0	1.762	0.089	4.21	0.011	0.07	0.1	0.2460059040760291	0.02140051467687501	0.022509963113634568	0.02195523889525479	3.7489628612561616	0.005003004608998829	0.005061310770982708	0.005032157689990768
V* QR Hya	A	1.1003	0.0018	1.2844	0.0041	5929.0	68.0	1.828	0.088	4.262	0.003	-0.01	0.06	0.26197619139781264	0.02041931334471303	0.021426943115212926	0.02092312822996298	3.7729814503449637	0.004952598492815596	0.005009728963344617	0.004981163728080107
V* QR Hya	B	1.0673	0.002	1.2028	0.0055	5848.0	67.0	1.52	0.081	4.306	0.004	-0.01	0.06	0.18184358794477254	0.02254774397452719	0.023782794008167324	0.023165268991347257	3.767007363949804	0.004947385014145045	0.005004394574688487	0.004975889794416766
V* V1216 Sgr	NA	0.175	0.004	0.2054	0.0064	3160.0	74.0	0.00379	0.00027	5.056	0.029	-0.97	0.03	-2.421360790031928	0.029886823609122093	0.03209654648994098	0.030991685049531537	3.499687082618404	0.010052932951978288	0.010291160891274576	0.010172046921626432
V* V1428 Aql	NA	0.475	0.047	0.4826	0.0045	3541.0	19.0	0.03298	0.00033	4.748	0.044	-0.22	0.06	-1.4817493486915	0.004323981382676978	0.004367465697407091	0.004345723540042035	3.5491259267581112	0.0023240712147640785	0.0023365751268529245	0.0023303231708085015
V* V2306 Oph	NA	0.3	0.007	0.3061	0.0065	3372.0	47.0	0.01091	0.00039	4.944	0.021	-0.21	0.11	-1.9621752494116582	0.015253692895077942	0.015809010770621468	0.015531351832849705	3.527887565952705	0.00601153484388961	0.00609591631358164	0.006053725578735625
V* V2500 Oph	NA	0.146	0.015	0.1871	0.001	3251.0	23.0	0.00352	9e-05	5.058	0.044	-0.86	0.09	-2.453457336521869	0.010964538427526538	0.011248543435360858	0.011106540931443698	3.5120169694961265	0.0030617055797961257	0.003083443446093792	0.003072574512944959
V* V362 Pav	B	0.8768	0.005	0.8428	0.0056	4955.0	205.0	0.386	0.064	4.53	0.006	0.02	0.15	-0.41341269532824504	0.06662520910358871	0.07873143297592405	0.07267832103975638	3.695043658821294	0.017606042805917266	0.018350049196427687	0.017978046001172476
V* V376 Peg	NA	1.136	0.023	1.159	0.011	6126.0	18.0	1.705	0.037	4.365	0.006	0.04	0.01	0.23172438332851655	0.009323767343127842	0.009528337026796618	0.00942605218496223	3.787176992470554	0.0012742145529016646	0.0012779640861704245	0.0012760893195360445
V* V439 And	NA	0.875	0.008	0.923	0.013	5377.0	41.0	0.6419	0.0064	4.46	0.02	0.11	0.01	-0.19253262431572207	0.004308645918625842	0.0043518207942508935	0.004330233356438368	3.730540036477119	0.003298964220030509	0.0033242155686266095	0.0033115898943285593
V* V452 Vul	NA	0.775	0.018	0.7421	0.0062	4875.0	43.0	0.28	0.011	4.587	0.004	-0.08	0.03	-0.5528419686577808	0.016734957643688153	0.01740575133981115	0.01707035449174965	3.687974620034556	0.003813904368142662	0.003847694421480252	0.003830799394811457
V* V530 Ori	A	1.0037	0.0067	0.98	0.013	5984.0	97.0	1.038	0.076	4.457	0.012	-0.12	0.08	0.01619735351243906	0.030687837325271076	0.03302228147462606	0.031855059399948565	3.776991584856405	0.006983418556266496	0.0070975490442357625	0.007040483800251129
V* V530 Ori	B	0.5955	0.0022	0.5874	0.0068	3882.0	118.0	0.0705	0.0086	4.675	0.01	-0.12	0.08	-1.1518108830086013	0.049987366506277775	0.056498467971280775	0.053242917238779275	3.589055531052344	0.013004460275618523	0.01340591629712451	0.013205188286371516
V* V987 Cas	NA	0.858	0.027	0.824	0.019	5292.0	77.0	0.479	0.017	4.55	0.03	0.03	0.02	-0.3196644865854368	0.015146163075634211	0.015693537858437745	0.015419850467035978	3.7236198355154633	0.00627356844777438	0.006365522752913577	0.006319545600343979
V* VZ Hya	A	1.271	0.006	1.314	0.005	6442.0	150.0	2.68	0.25	4.305	0.0039	-0.2	0.12	0.42813479402878885	0.03873282632532066	0.04252852043047661	0.040630673377898635	3.8090207204836726	0.00999647820538696	0.010232006532423288	0.010114242368905124
V* VZ Hya	B	1.146	0.007	1.112	0.007	6295.0	147.0	1.75	0.16	4.405	0.0061	-0.2	0.12	0.24303804868629444	0.037995318561433095	0.041640924365842935	0.039818121463638015	3.7989957344438814	0.010024986039791184	0.010261875616174088	0.010143430827982636
